time,IDX_POS_X,IDX_POS_Y,IDX_POS_Z,IDX_VEL_X,IDX_VEL_Y,IDX_VEL_Z,IDX_QUAT_W,IDX_QUAT_X,IDX_QUAT_Y,IDX_QUAT_Z,IDX_OMEGA_X,IDX_OMEGA_Y,IDX_OMEGA_Z
6.499999999999998834e-02,1.000000000000000000e+00,0.000000000000000000e+00,1.150500000000000264e-03,0.000000000000000000e+00,0.000000000000000000e+00,3.835000000000000908e-02,9.999987832002720234e-01,0.000000000000000000e+00,0.000000000000000000e+00,-1.559999351040097012e-03,0.000000000000000000e+00,0.000000000000000000e+00,-1.040000000000000369e-01
6.999999999999999278e-02,1.000000000000000000e+00,0.000000000000000000e+00,1.342250000000000344e-03,0.000000000000000000e+00,0.000000000000000000e+00,4.130000000000001031e-02,9.999983438004974579e-01,0.000000000000000000e+00,0.000000000000000000e+00,-1.819998973156203813e-03,0.000000000000000000e+00,0.000000000000000000e+00,-1.120000000000000440e-01
7.499999999999999722e-02,1.000000000000000000e+00,0.000000000000000000e+00,1.548750000000000430e-03,0.000000000000000000e+00,0.000000000000000000e+00,4.425000000000001849e-02,9.999977950008720473e-01,0.000000000000000000e+00,0.000000000000000000e+00,-2.099998427100405879e-03,0.000000000000000000e+00,0.000000000000000000e+00,-1.200000000000000511e-01
8.000000000000000167e-02,1.000000000000000000e+00,0.000000000000000000e+00,1.770000000000000523e-03,0.000000000000000000e+00,0.000000000000000000e+00,4.720000000000002666e-02,9.999971200014744488e-01,0.000000000000000000e+00,0.000000000000000000e+00,-2.399997657600775117e-03,0.000000000000000000e+00,0.000000000000000000e+00,-1.280000000000000582e-01
8.500000000000000611e-02,1.000000000000000000e+00,0.000000000000000000e+00,2.006000000000000838e-03,0.000000000000000000e+00,0.000000000000000000e+00,5.015000000000002789e-02,9.999963008024147504e-01,0.000000000000000000e+00,0.000000000000000000e+00,-2.719996596737424797e-03,0.000000000000000000e+00,0.000000000000000000e+00,-1.360000000000000653e-01
9.000000000000001055e-02,1.000000000000000000e+00,0.000000000000000000e+00,2.256750000000000943e-03,0.000000000000000000e+00,0.000000000000000000e+00,5.310000000000002912e-02,9.999953182038441302e-01,0.000000000000000000e+00,0.000000000000000000e+00,-3.059995162142530555e-03,0.000000000000000000e+00,0.000000000000000000e+00,-1.440000000000000724e-01
9.500000000000001499e-02,1.000000000000000000e+00,0.000000000000000000e+00,2.522250000000001054e-03,0.000000000000000000e+00,0.000000000000000000e+00,5.605000000000003035e-02,9.999941518059668466e-01,0.000000000000000000e+00,0.000000000000000000e+00,-3.419993255080359257e-03,0.000000000000000000e+00,0.000000000000000000e+00,-1.520000000000000795e-01
1.000000000000000194e-01,1.000000000000000000e+00,0.000000000000000000e+00,2.802500000000001171e-03,0.000000000000000000e+00,0.000000000000000000e+00,5.900000000000003852e-02,9.999927800090538943e-01,0.000000000000000000e+00,0.000000000000000000e+00,-3.799990758407304457e-03,0.000000000000000000e+00,0.000000000000000000e+00,-1.600000000000000866e-01
1.050000000000000239e-01,1.000000000000000000e+00,0.000000000000000000e+00,3.097500000000001294e-03,0.000000000000000000e+00,0.000000000000000000e+00,6.195000000000003976e-02,9.999911800134592132e-01,0.000000000000000000e+00,0.000000000000000000e+00,-4.199987534411936223e-03,0.000000000000000000e+00,0.000000000000000000e+00,-1.680000000000000937e-01
1.100000000000000283e-01,1.000000000000000000e+00,0.000000000000000000e+00,3.407250000000001423e-03,0.000000000000000000e+00,0.000000000000000000e+00,6.490000000000004099e-02,9.999893278196400059e-01,0.000000000000000000e+00,0.000000000000000000e+00,-4.619983422535070550e-03,0.000000000000000000e+00,0.000000000000000000e+00,-1.760000000000001008e-01
1.150000000000000328e-01,1.000000000000000000e+00,0.000000000000000000e+00,3.731750000000001559e-03,0.000000000000000000e+00,0.000000000000000000e+00,6.785000000000004916e-02,9.999871982281781646e-01,0.000000000000000000e+00,0.000000000000000000e+00,-5.059978236969843619e-03,0.000000000000000000e+00,0.000000000000000000e+00,-1.840000000000001079e-01
1.200000000000000372e-01,1.000000000000000000e+00,0.000000000000000000e+00,4.071000000000001701e-03,0.000000000000000000e+00,0.000000000000000000e+00,7.080000000000005733e-02,9.999847648398065836e-01,0.000000000000000000e+00,0.000000000000000000e+00,-5.519971764141822987e-03,0.000000000000000000e+00,0.000000000000000000e+00,-1.920000000000001150e-01
1.250000000000000278e-01,1.000000000000000000e+00,0.000000000000000000e+00,4.425000000000001849e-03,0.000000000000000000e+00,0.000000000000000000e+00,7.375000000000006550e-02,9.999820000554398014e-01,0.000000000000000000e+00,0.000000000000000000e+00,-5.999963760069144426e-03,0.000000000000000000e+00,0.000000000000000000e+00,-2.000000000000001221e-01
1.300000000000000322e-01,1.000000000000000000e+00,0.000000000000000000e+00,4.793750000000002003e-03,0.000000000000000000e+00,0.000000000000000000e+00,7.670000000000005980e-02,9.999788750762083067e-01,0.000000000000000000e+00,0.000000000000000000e+00,-6.499953947602671832e-03,0.000000000000000000e+00,0.000000000000000000e+00,-2.080000000000001292e-01
1.350000000000000366e-01,1.000000000000000000e+00,0.000000000000000000e+00,5.177250000000002163e-03,0.000000000000000000e+00,0.000000000000000000e+00,7.965000000000005409e-02,9.999753599034961749e-01,0.000000000000000000e+00,0.000000000000000000e+00,-7.019942013546205326e-03,0.000000000000000000e+00,0.000000000000000000e+00,-2.160000000000001363e-01
1.400000000000000411e-01,1.000000000000000000e+00,0.000000000000000000e+00,5.575500000000002329e-03,0.000000000000000000e+00,0.000000000000000000e+00,8.260000000000006226e-02,9.999714233389856988e-01,0.000000000000000000e+00,0.000000000000000000e+00,-7.559927605656727168e-03,0.000000000000000000e+00,0.000000000000000000e+00,-2.240000000000001434e-01
1.450000000000000455e-01,1.000000000000000000e+00,0.000000000000000000e+00,5.988500000000002502e-03,0.000000000000000000e+00,0.000000000000000000e+00,8.555000000000005655e-02,9.999670329847082373e-01,0.000000000000000000e+00,0.000000000000000000e+00,-8.119910329524722761e-03,0.000000000000000000e+00,0.000000000000000000e+00,-2.320000000000001505e-01
1.500000000000000500e-01,1.000000000000000000e+00,0.000000000000000000e+00,6.416250000000002680e-03,0.000000000000000000e+00,0.000000000000000000e+00,8.850000000000005085e-02,9.999621552430966176e-01,0.000000000000000000e+00,0.000000000000000000e+00,-8.699889745334522112e-03,0.000000000000000000e+00,0.000000000000000000e+00,-2.400000000000001577e-01
1.550000000000000544e-01,1.000000000000000000e+00,0.000000000000000000e+00,6.858750000000002865e-03,0.000000000000000000e+00,0.000000000000000000e+00,9.145000000000004514e-02,9.999567553170496392e-01,0.000000000000000000e+00,0.000000000000000000e+00,-9.299865364504765822e-03,0.000000000000000000e+00,0.000000000000000000e+00,-2.480000000000001648e-01
1.600000000000000588e-01,1.000000000000000000e+00,0.000000000000000000e+00,7.316000000000003056e-03,0.000000000000000000e+00,0.000000000000000000e+00,9.440000000000003944e-02,9.999507972099989095e-01,0.000000000000000000e+00,0.000000000000000000e+00,-9.919836646208915823e-03,0.000000000000000000e+00,0.000000000000000000e+00,-2.560000000000001719e-01
1.650000000000000633e-01,1.000000000000000000e+00,0.000000000000000000e+00,7.788000000000003253e-03,0.000000000000000000e+00,0.000000000000000000e+00,9.735000000000003373e-02,9.999442437259852268e-01,0.000000000000000000e+00,0.000000000000000000e+00,-1.055980299377588458e-02,0.000000000000000000e+00,0.000000000000000000e+00,-2.640000000000001790e-01
1.700000000000000677e-01,1.000000000000000000e+00,0.000000000000000000e+00,8.274750000000004324e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.003000000000000419e-01,9.999370564697421804e-01,0.000000000000000000e+00,0.000000000000000000e+00,-1.121976375097075498e-02,0.000000000000000000e+00,0.000000000000000000e+00,-2.720000000000001861e-01
1.750000000000000722e-01,1.000000000000000000e+00,0.000000000000000000e+00,8.776250000000004534e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.032500000000000362e-01,9.999291958467880770e-01,0.000000000000000000e+00,0.000000000000000000e+00,-1.189971819815564998e-02,0.000000000000000000e+00,0.000000000000000000e+00,-2.800000000000001932e-01
1.800000000000000766e-01,1.000000000000000000e+00,0.000000000000000000e+00,9.292500000000005617e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.062000000000000305e-01,9.999206210635274150e-01,0.000000000000000000e+00,0.000000000000000000e+00,-1.259966554833072232e-02,0.000000000000000000e+00,0.000000000000000000e+00,-2.880000000000002003e-01
1.850000000000000810e-01,1.000000000000000000e+00,0.000000000000000000e+00,9.823500000000005838e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.091500000000000387e-01,9.999112901273597975e-01,0.000000000000000000e+00,0.000000000000000000e+00,-1.331960494305530797e-02,0.000000000000000000e+00,0.000000000000000000e+00,-2.960000000000002074e-01
1.900000000000000855e-01,1.000000000000000000e+00,0.000000000000000000e+00,1.036925000000000693e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.121000000000000468e-01,9.999011598468017237e-01,0.000000000000000000e+00,0.000000000000000000e+00,-1.405953544824927424e-02,0.000000000000000000e+00,0.000000000000000000e+00,-3.040000000000002145e-01
1.950000000000000899e-01,1.000000000000000000e+00,0.000000000000000000e+00,1.092975000000000717e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.150500000000000550e-01,9.998901858316171509e-01,0.000000000000000000e+00,0.000000000000000000e+00,-1.481945604987455756e-02,0.000000000000000000e+00,0.000000000000000000e+00,-3.120000000000002216e-01
2.000000000000000944e-01,1.000000000000000000e+00,0.000000000000000000e+00,1.150500000000000828e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.180000000000000493e-01,9.998783224929588265e-01,0.000000000000000000e+00,0.000000000000000000e+00,-1.559936564949691157e-02,0.000000000000000000e+00,0.000000000000000000e+00,-3.200000000000002287e-01
2.050000000000000988e-01,1.000000000000000000e+00,0.000000000000000000e+00,1.209500000000000852e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.209500000000000436e-01,9.998655230435230523e-01,0.000000000000000000e+00,0.000000000000000000e+00,-1.639926305972794207e-02,0.000000000000000000e+00,0.000000000000000000e+00,-3.280000000000002358e-01
2.100000000000001033e-01,1.000000000000000000e+00,0.000000000000000000e+00,1.269975000000000964e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.239000000000000379e-01,9.998517394977157746e-01,0.000000000000000000e+00,0.000000000000000000e+00,-1.721914699954738698e-02,0.000000000000000000e+00,0.000000000000000000e+00,-3.360000000000002429e-01
2.150000000000001077e-01,1.000000000000000000e+00,0.000000000000000000e+00,1.331925000000000990e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.268500000000000461e-01,9.998369226718321068e-01,0.000000000000000000e+00,0.000000000000000000e+00,-1.805901608950571599e-02,0.000000000000000000e+00,0.000000000000000000e+00,-3.440000000000002500e-01
2.200000000000001121e-01,1.000000000000000000e+00,0.000000000000000000e+00,1.395350000000001103e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.298000000000000542e-01,9.998210221842492862e-01,0.000000000000000000e+00,0.000000000000000000e+00,-1.891886884680708120e-02,0.000000000000000000e+00,0.000000000000000000e+00,-3.520000000000002571e-01
2.250000000000001166e-01,1.000000000000000000e+00,0.000000000000000000e+00,1.460250000000001130e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.327500000000000624e-01,9.998039864556355072e-01,0.000000000000000000e+00,0.000000000000000000e+00,-1.979870368027264113e-02,0.000000000000000000e+00,0.000000000000000000e+00,-3.600000000000002642e-01
2.300000000000001210e-01,1.000000000000000000e+00,0.000000000000000000e+00,1.526625000000001245e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.357000000000000706e-01,9.997857627091712995e-01,0.000000000000000000e+00,0.000000000000000000e+00,-2.069851888518426178e-02,0.000000000000000000e+00,0.000000000000000000e+00,-3.680000000000002713e-01
2.350000000000001255e-01,1.000000000000000000e+00,0.000000000000000000e+00,1.594475000000001447e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.386500000000000787e-01,9.997662969707897807e-01,0.000000000000000000e+00,0.000000000000000000e+00,-2.161831263800872982e-02,0.000000000000000000e+00,0.000000000000000000e+00,-3.760000000000002784e-01
2.400000000000001299e-01,1.000000000000000000e+00,0.000000000000000000e+00,1.663800000000001389e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.416000000000000869e-01,9.997455340694306747e-01,0.000000000000000000e+00,0.000000000000000000e+00,-2.255808299100240874e-02,0.000000000000000000e+00,0.000000000000000000e+00,-3.840000000000002855e-01
2.450000000000001343e-01,1.000000000000000000e+00,0.000000000000000000e+00,1.734600000000001419e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.445500000000000951e-01,9.997234176373146486e-01,0.000000000000000000e+00,0.000000000000000000e+00,-2.351782786669648004e-02,0.000000000000000000e+00,0.000000000000000000e+00,-3.920000000000002927e-01
2.500000000000001110e-01,1.000000000000000000e+00,0.000000000000000000e+00,1.806875000000001535e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.475000000000001033e-01,9.996998901102330803e-01,0.000000000000000000e+00,0.000000000000000000e+00,-2.449754505226273485e-02,0.000000000000000000e+00,0.000000000000000000e+00,-4.000000000000002998e-01
2.550000000000001155e-01,1.000000000000000000e+00,0.000000000000000000e+00,1.880625000000001740e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.504500000000001114e-01,9.996748927278595875e-01,0.000000000000000000e+00,0.000000000000000000e+00,-2.549723219376006517e-02,0.000000000000000000e+00,0.000000000000000000e+00,-4.080000000000003069e-01
2.600000000000001199e-01,1.000000000000000000e+00,0.000000000000000000e+00,1.955850000000001684e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.534000000000001196e-01,9.996483655340774321e-01,0.000000000000000000e+00,0.000000000000000000e+00,-2.651688679026156098e-02,0.000000000000000000e+00,0.000000000000000000e+00,-4.160000000000003140e-01
2.650000000000001243e-01,1.000000000000000000e+00,0.000000000000000000e+00,2.032550000000001716e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.563500000000001278e-01,9.996202473773319053e-01,0.000000000000000000e+00,0.000000000000000000e+00,-2.755650618786248396e-02,0.000000000000000000e+00,0.000000000000000000e+00,-4.240000000000003211e-01
2.700000000000001288e-01,1.000000000000000000e+00,0.000000000000000000e+00,2.110725000000001836e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.593000000000001359e-01,9.995904759110011417e-01,0.000000000000000000e+00,0.000000000000000000e+00,-2.861608757356897542e-02,0.000000000000000000e+00,0.000000000000000000e+00,-4.320000000000003282e-01
2.750000000000001332e-01,1.000000000000000000e+00,0.000000000000000000e+00,2.190375000000002043e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.622500000000001441e-01,9.995589875937902491e-01,0.000000000000000000e+00,0.000000000000000000e+00,-2.969562796906767901e-02,0.000000000000000000e+00,0.000000000000000000e+00,-4.400000000000003353e-01
2.800000000000001377e-01,1.000000000000000000e+00,0.000000000000000000e+00,2.271500000000001990e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.652000000000001523e-01,9.995257176901478635e-01,0.000000000000000000e+00,0.000000000000000000e+00,-3.079512422437632665e-02,0.000000000000000000e+00,0.000000000000000000e+00,-4.480000000000003424e-01
2.850000000000001421e-01,1.000000000000000000e+00,0.000000000000000000e+00,2.354100000000002024e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.681500000000001604e-01,9.994906002707087955e-01,0.000000000000000000e+00,0.000000000000000000e+00,-3.191457301137538144e-02,0.000000000000000000e+00,0.000000000000000000e+00,-4.560000000000003495e-01
2.900000000000001465e-01,1.000000000000000000e+00,0.000000000000000000e+00,2.438175000000002146e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.711000000000001686e-01,9.994535682127582144e-01,0.000000000000000000e+00,0.000000000000000000e+00,-3.305397081722073055e-02,0.000000000000000000e+00,0.000000000000000000e+00,-4.640000000000003566e-01
2.950000000000001510e-01,1.000000000000000000e+00,0.000000000000000000e+00,2.523725000000002355e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.740500000000001768e-01,9.994145532007250310e-01,0.000000000000000000e+00,0.000000000000000000e+00,-3.421331393763765716e-02,0.000000000000000000e+00,0.000000000000000000e+00,-4.720000000000003637e-01
3.000000000000001554e-01,1.000000000000000000e+00,0.000000000000000000e+00,2.610750000000002305e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.770000000000001850e-01,9.993734857266998173e-01,0.000000000000000000e+00,0.000000000000000000e+00,-3.539259847009602888e-02,0.000000000000000000e+00,0.000000000000000000e+00,-4.800000000000003708e-01
3.050000000000001599e-01,1.000000000000000000e+00,0.000000000000000000e+00,2.699250000000002342e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.799500000000001654e-01,9.993302950909823679e-01,0.000000000000000000e+00,0.000000000000000000e+00,-3.659182030686693871e-02,0.000000000000000000e+00,0.000000000000000000e+00,-4.880000000000003779e-01
3.100000000000001643e-01,1.000000000000000000e+00,0.000000000000000000e+00,2.789225000000002466e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.829000000000001736e-01,9.992849094026552415e-01,0.000000000000000000e+00,0.000000000000000000e+00,-3.781097512796072202e-02,0.000000000000000000e+00,0.000000000000000000e+00,-4.960000000000003850e-01
3.150000000000001688e-01,1.000000000000000000e+00,0.000000000000000000e+00,2.880675000000002678e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.858500000000001817e-01,9.992372555801897205e-01,0.000000000000000000e+00,0.000000000000000000e+00,-3.905005839394665862e-02,0.000000000000000000e+00,0.000000000000000000e+00,-5.040000000000003366e-01
3.200000000000001732e-01,1.000000000000000000e+00,0.000000000000000000e+00,2.973600000000002630e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.888000000000001899e-01,9.991872593520815249e-01,0.000000000000000000e+00,0.000000000000000000e+00,-4.030906533865432489e-02,0.000000000000000000e+00,0.000000000000000000e+00,-5.120000000000003437e-01
3.250000000000001776e-01,1.000000000000000000e+00,0.000000000000000000e+00,3.068000000000002669e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.917500000000001981e-01,9.991348452575182781e-01,0.000000000000000000e+00,0.000000000000000000e+00,-4.158799096175675586e-02,0.000000000000000000e+00,0.000000000000000000e+00,-5.200000000000003508e-01
3.300000000000001821e-01,1.000000000000000000e+00,0.000000000000000000e+00,3.163875000000002796e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.947000000000002062e-01,9.990799366470780596e-01,0.000000000000000000e+00,0.000000000000000000e+00,-4.288683002123546556e-02,0.000000000000000000e+00,0.000000000000000000e+00,-5.280000000000003579e-01
3.350000000000001865e-01,1.000000000000000000e+00,0.000000000000000000e+00,3.261225000000003010e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.976500000000002144e-01,9.990224556834658154e-01,0.000000000000000000e+00,0.000000000000000000e+00,-4.420557702572767977e-02,0.000000000000000000e+00,0.000000000000000000e+00,-5.360000000000003650e-01
3.400000000000001910e-01,1.000000000000000000e+00,0.000000000000000000e+00,3.360050000000003312e-02,0.000000000000000000e+00,0.000000000000000000e+00,2.006000000000002226e-01,9.989623233422800785e-01,0.000000000000000000e+00,0.000000000000000000e+00,-4.554422622675557975e-02,0.000000000000000000e+00,0.000000000000000000e+00,-5.440000000000003721e-01
3.450000000000001954e-01,1.000000000000000000e+00,0.000000000000000000e+00,3.460350000000003701e-02,0.000000000000000000e+00,0.000000000000000000e+00,2.035500000000002307e-01,9.988994594128186577e-01,0.000000000000000000e+00,0.000000000000000000e+00,-4.690277161083795249e-02,0.000000000000000000e+00,0.000000000000000000e+00,-5.520000000000003793e-01
3.500000000000001998e-01,1.000000000000000000e+00,0.000000000000000000e+00,3.562125000000003483e-02,0.000000000000000000e+00,0.000000000000000000e+00,2.065000000000002389e-01,9.988337824989209635e-01,0.000000000000000000e+00,0.000000000000000000e+00,-4.828120689148433786e-02,0.000000000000000000e+00,0.000000000000000000e+00,-5.600000000000003864e-01
3.550000000000002043e-01,1.000000000000000000e+00,0.000000000000000000e+00,3.665375000000003353e-02,0.000000000000000000e+00,0.000000000000000000e+00,2.094500000000002471e-01,9.987652100198467497e-01,0.000000000000000000e+00,0.000000000000000000e+00,-4.967952550107169324e-02,0.000000000000000000e+00,0.000000000000000000e+00,-5.680000000000003935e-01
3.600000000000002087e-01,1.000000000000000000e+00,0.000000000000000000e+00,3.770100000000003310e-02,0.000000000000000000e+00,0.000000000000000000e+00,2.124000000000002553e-01,9.986936582111964888e-01,0.000000000000000000e+00,0.000000000000000000e+00,-5.109772058260394351e-02,0.000000000000000000e+00,0.000000000000000000e+00,-5.760000000000004006e-01
3.650000000000002132e-01,1.000000000000000000e+00,0.000000000000000000e+00,3.876300000000003354e-02,0.000000000000000000e+00,0.000000000000000000e+00,2.153500000000002634e-01,9.986190421258713812e-01,0.000000000000000000e+00,0.000000000000000000e+00,-5.253578498135443725e-02,0.000000000000000000e+00,0.000000000000000000e+00,-5.840000000000004077e-01
3.700000000000002176e-01,1.000000000000000000e+00,0.000000000000000000e+00,3.983975000000003486e-02,0.000000000000000000e+00,0.000000000000000000e+00,2.183000000000002716e-01,9.985412756350741104e-01,0.000000000000000000e+00,0.000000000000000000e+00,-5.399371123639144093e-02,0.000000000000000000e+00,0.000000000000000000e+00,-5.920000000000004148e-01
3.750000000000002220e-01,1.000000000000000000e+00,0.000000000000000000e+00,4.093125000000003705e-02,0.000000000000000000e+00,0.000000000000000000e+00,2.212500000000002798e-01,9.984602714293536740e-01,0.000000000000000000e+00,0.000000000000000000e+00,-5.547149157198705272e-02,0.000000000000000000e+00,0.000000000000000000e+00,-6.000000000000004219e-01
3.800000000000002265e-01,1.000000000000000000e+00,0.000000000000000000e+00,4.203750000000004011e-02,0.000000000000000000e+00,0.000000000000000000e+00,2.242000000000002879e-01,9.983759410196939577e-01,0.000000000000000000e+00,0.000000000000000000e+00,-5.696911788890952205e-02,0.000000000000000000e+00,0.000000000000000000e+00,-6.080000000000004290e-01
3.850000000000002309e-01,1.000000000000000000e+00,0.000000000000000000e+00,4.315850000000004405e-02,0.000000000000000000e+00,0.000000000000000000e+00,2.271500000000002961e-01,9.982881947386462729e-01,0.000000000000000000e+00,0.000000000000000000e+00,-5.848658175559923872e-02,0.000000000000000000e+00,0.000000000000000000e+00,-6.160000000000004361e-01
3.900000000000002354e-01,1.000000000000000000e+00,0.000000000000000000e+00,4.429425000000004886e-02,0.000000000000000000e+00,0.000000000000000000e+00,2.301000000000003043e-01,9.981969417415110790e-01,0.000000000000000000e+00,0.000000000000000000e+00,-6.002387439922870355e-02,0.000000000000000000e+00,0.000000000000000000e+00,-6.240000000000004432e-01
3.950000000000002398e-01,1.000000000000000000e+00,0.000000000000000000e+00,4.544475000000004761e-02,0.000000000000000000e+00,0.000000000000000000e+00,2.330500000000003125e-01,9.981020900075640023e-01,0.000000000000000000e+00,0.000000000000000000e+00,-6.158098669664643227e-02,0.000000000000000000e+00,0.000000000000000000e+00,-6.320000000000004503e-01
4.000000000000002442e-01,1.000000000000000000e+00,0.000000000000000000e+00,4.661000000000004723e-02,0.000000000000000000e+00,0.000000000000000000e+00,2.360000000000003206e-01,9.980035463413342578e-01,0.000000000000000000e+00,0.000000000000000000e+00,-6.315790916520537535e-02,0.000000000000000000e+00,0.000000000000000000e+00,-6.400000000000004574e-01
