,t,p,p_d,v,v_d,q,R,w,T_sp,q_sp,hover_throttle,fa,pwm
15,0.08,"[0.026442456857084587, 0.016320001432711447, 0.12201248603286473]","[0.9997224302180006, 0.04710645070964266, 0.0]","[3.4821518632790847, 2.2341436524543736, 1.9085497989998872]","[-0.011779882416805075, 0.99888987496197, 0.0]","[0.6823719715043157, -0.38716095079088514, 0.6198510039009202, 0.01611284118437099]","[[0.30316470231715387, -0.45493601550024965, 0.8373317055204038], [-0.4148946852947869, 0.7280165684632778, 0.5457602735240938], [-0.8578773591738457, -0.5128597253086955, 0.031958391279885034]]","[-10.998469843870703, 22.465010854460136, 1.7845522801476714]",[3.1962261108582366],"[0.1697341860785135, -0.36766065294360056, 0.9143390784349916, 0.0]",[0.5],"[8, 0, 0]","[464.8602733774639, 0.0, 522.2252884646048, 0.0]"
16,0.085,"[0.04385321617348001, 0.027490719694983318, 0.13155523502786418]","[0.9996841892832999, 0.050244318179769556, 0.0]","[4.895923607158502, 3.1642919761297588, 1.7437844069869533]","[-0.01256504772166874, 0.9987369566060175, 0.0]","[0.6355944687358122, -0.4032714301043818, 0.6581668826000865, 0.014428431047460456]","[[0.23105021862397754, -0.5019541104489602, 0.8334613773158333], [-0.4579743056268995, 0.6996935490633303, 0.5483506841289802], [-0.8584144289673676, -0.5084004409936664, -0.06821773770856138]]","[-20.980721407114366, 22.465010854460136, 1.1060460974460917]",[0.0],"[0.5257448701545532, 0.486845376797239, -0.697548500534068, 0.0]",[0.5],"[8, 0, 0]","[0.0, 468.5486137975581, 0.0, 345.9989708932335]"
17,0.09000000000000001,"[0.06833283420927252, 0.04331217957563211, 0.14027415706279894]","[0.999643481727238, 0.05338168975876048, 0.0]","[5.86104481797494, 3.7861993042334277, 1.4705701342842668]","[-0.013350182023526206, 0.9985741811195098, 0.0]","[0.5757382626555071, -0.434317753789078, 0.692178336788123, 0.02797662844690108]","[[0.13321635005198523, -0.5491810619195632, 0.8250173121260715], [-0.5124985380543554, 0.6743279480781508, 0.5316268117136863], [-0.8482916082167589, -0.49364154978041686, -0.1916229833798987]]","[-20.83260372007509, 22.465010854460136, 0.6381183598671947]",[0.0],"[0.621100016539321, 0.44006103393129625, -0.6485222092343281, 0.0]",[0.5],"[8, 0, 0]","[0.0, 340.9418512877641, 0.0, 343.10715939764447]"
18,0.09500000000000001,"[0.09763805829914722, 0.062243176096799246, 0.14762700773422027]","[0.9996003076502565, 0.05651853448202453, 0.0]","[6.217888614799584, 4.035033299985088, 1.2665933070685524]","[-0.014135283385136626, 0.998401550108975, 0.0]","[0.5126968490781624, -0.46341212731520043, 0.7216344218600609, 0.04043392621574122]","[[0.04021291668394367, -0.6334651118245099, 0.7727256132890455], [-0.5690362499966001, 0.6211707940087078, 0.5388363303085627], [-0.8213285989916442, -0.4613770657193016, -0.3354855223503248]]","[-20.402352537303795, 23.89523799641547, 0.510607906972969]",[0.0],"[0.6613239206928766, 0.41732782271752517, -0.6232881839929679, 0.0]",[0.5],"[8, 0, 0]","[0.0, 192.0351348568189, 119.5921043361699, 202.92857080063808]"
19,0.10000000000000002,"[0.12872750137314515, 0.08241834259672469, 0.15395997426956304]","[0.9995546671588833, 0.059654821390170705, 0.0]","[6.3916356799458365, 4.166994224862223, 1.1010462978888877]","[-0.014920349869340445, 0.9982190652782118, 0.0]","[0.44452974509978743, -0.489548556020148, 0.7484849189884618, 0.05005839656782338]","[[-0.04478228240504872, -0.7102889782894303, 0.7024842450213045], [-0.6273675920227525, 0.5672285957359611, 0.5335369009346806], [-0.7774345320746745, -0.41682284906176553, -0.47101407711220783]]","[-20.402352537303795, 28.841884597464382, 0.6095408389939475]",[0.0],"[0.6785445016827049, 0.4092115590088847, -0.6100190646280556, 0.0]",[0.5],"[8, 0, 0]","[0.0, 0.0, 222.4105798079064, 0.0]"
20,0.10500000000000002,"[0.16068567977287435, 0.1032533137210358, 0.15946520575900747]","[0.9995065603657316, 0.06279051952931337, 0.0]","[6.556520432781213, 4.30345595069189, 0.8915679545492587]","[-0.015705379539064146, 0.9980267284282716, 0.0]","[0.36409655434382904, -0.5126946591304927, 0.7757097797177416, 0.05340620997853886]","[[-0.12547103404021165, -0.7773443151201154, 0.6164355889850285], [-0.6883345300545209, 0.5156727364632929, 0.5101736994427302], [-0.714459652010876, -0.36030187984369183, -0.5997749253091529]]","[-20.402352537303795, 32.143225276926294, 0.7165332033425817]",[0.0],"[0.6899516813436067, 0.40422954533128264, -0.6004707753857758, 0.0]",[0.5],"[8, 0, 0]","[101.19974155030698, 0.0, 207.9778701796613, 0.0]"
21,0.11000000000000003,"[0.19346828193678042, 0.12477059347449525, 0.16392304553175377]","[0.9994559873895001, 0.06592559795137787, 0.0]","[6.710332981445343, 4.441013476540217, 0.6226523327765152]","[-0.016490370457325067, 0.9978245414574415, 0.0]","[0.2742759350736517, -0.5317637421603024, 0.7995475795855925, 0.05218909792251511]","[[-0.20915577122803797, -0.8342945562606525, 0.5101043586912838], [-0.7565144881256565, 0.46858392646959224, 0.4561961563958165], [-0.6196286731728778, -0.2904852788837691, -0.7291629517013589]]","[-20.402352537303795, 31.239025304122894, 0.8371458160704941]",[0.0],"[0.7029403831034873, 0.39893601963207526, -0.5888334824400182, 0.0]",[0.5],"[8, 0, 0]","[186.20997031844206, 0.0, 160.10044758825964, 0.0]"
22,0.11500000000000003,"[0.22701994684400714, 0.14697566085719632, 0.16703630719563634]","[0.9994029483549729, 0.06906002571440581, 0.0]","[6.78910361863726, 4.518152839159546, 0.40003906944287315]","[-0.01727532068723614, 0.9976125063612252, 0.0]","[0.1838026277168184, -0.5457854837146457, 0.815875332502798, 0.05179036227148586]","[[-0.28400006792629073, -0.8789692531779906, 0.38308878003093266], [-0.8217123986445977, 0.42900724116341105, 0.3751553290879674], [-0.4940978600759211, -0.2082446613891576, -0.8440980189950164]]","[-20.402352537303795, 30.09006225143952, 0.91939373487987]",[0.0],"[0.7180978435944996, 0.3925905105905426, -0.5746374317943328, 0.0]",[0.5],"[8, 0, 0]","[162.19369582619652, 0.0, 121.72577557332305, 0.0]"
23,0.12000000000000004,"[0.2609654649371934, 0.16956642505299405, 0.16903650254285071]","[0.9993474433930183, 0.07219377188286062, 0.0]","[6.829149131118067, 4.5650685362868675, 0.1984545862985828]","[-0.01806022829201071, 0.9973906252323237, 0.0]","[0.0940829390810462, -0.5548925897722271, 0.8249125533412064, 0.052553722321394505]","[[-0.3366695996215257, -0.9096242353535842, 0.2433872041584951], [-0.8715474166499639, 0.3988719282843169, 0.2851425702302712], [-0.3564529158548937, -0.1161246540755156, -0.9270687048403619]]","[-20.402352537303795, 28.760553426005533, 0.9852074042866297]",[0.0],"[0.7297395923517799, 0.38710099203186693, -0.5635893445783043, 0.0]",[0.5],"[8, 0, 0]","[151.9900045360213, 0.0, 99.02460918640327, 0.0]"
24,0.12500000000000003,"[0.2951112105927838, 0.1923917677344284, 0.17002877547434364]","[0.9992894726405892, 0.07532680552793275, 0.0]","[6.845960041581557, 4.59822577839402, -0.020058190888924465]","[-0.018845091334967277, 0.9971589002606139, 0.0]","[0.006313853428084425, -0.559267650610177, 0.8271530573857221, 0.054750798106638854]","[[-0.366485228779486, -0.9253645434295369, 0.0968970528442038], [-0.9055869088069529, 0.3786646401720732, 0.19111630197558138], [-0.21354373716856018, -0.01770740090467622, -0.9767730136880757]]","[-20.164133825048893, 27.298987961070655, 1.0450756496988978]",[0.0],"[0.7398272291017536, 0.38199072587434074, -0.5538400097732339, 0.0]",[0.5],"[8, 0, 0]","[153.18610328295418, 0.0, 94.07617971445866, 48.80765434385304]"
25,0.13000000000000003,"[0.32934101080069156, 0.2153828966263985, 0.16992848451989903]","[0.9992290362407229, 0.07845909572784497, 0.0]","[6.8355811115528216, 4.618175634964361, -0.2721940238009228]","[-0.019629907879534312, 0.996917333733128, 0.0]","[-0.07819195617194938, -0.5591505117494642, 0.8233241409008583, 0.05808685057894117]","[[-0.3743596604717232, -0.9258912712269073, -0.05079565411841337], [-0.9245085171696436, 0.368444090175318, 0.09763684804247304], [-0.07168574678611479, 0.08351231215038589, -0.9939249707231493]]","[-19.780225735753785, 25.7914116176036, 1.1114501766013454]",[0.0],"[0.7504598760509663, 0.37643644355189065, -0.5432362086639406, 0.0]",[0.5],"[8, 0, 0]","[161.40338871728437, 0.0, 104.76302045451088, 61.96031708239628]"
26,0.13500000000000004,"[0.3635189163584557, 0.2384737748012203, 0.16856751440089443]","[0.9991661343425401, 0.08159061156815756, 0.0]","[6.789960935282042, 4.620108288255148, -0.5522787386333894]","[-0.020414675989255, 0.9966659280340299, 0.0]","[-0.15856715016050255, -0.5549104076421291, 0.8142767017665598, 0.062324564503861424]","[[-0.3624734464006328, -0.9116403804915354, -0.1937132347355148], [-0.929808078390076, 0.3679532460002644, 0.008206468084612173], [0.06379606582699635, 0.18309075731756086, -0.9810238715596478]]","[-19.373406296449954, 24.310819192681677, 1.189378864061909]",[0.0],"[0.7624890682193824, 0.3700369743476056, -0.530738220275879, 0.0]",[0.5],"[8, 0, 0]","[170.05655290599555, 0.0, 118.799439969431, 63.782398771434536]"
27,0.14000000000000004,"[0.3974687210348659, 0.26157431624249605, 0.1658061207077275]","[0.999100767101245, 0.08472132214207347, 0.0]","[6.6940309764818915, 4.598284869193955, -0.8773199376780031]","[-0.021199393727792056, 0.9964046856445924, 0.0]","[-0.2344102191513077, -0.5469455320071887, 0.8008525319413873, 0.06736212777130948]","[[-0.3338617967608457, -0.8839359758647966, -0.3274041710723455], [-0.9234664901782835, 0.37638017629970044, -0.07448224222194735], [0.18906597309252188, 0.27748000551491325, -0.9419442150987614]]","[-18.73277350097148, 22.89428755427242, 1.280954207916706]",[7.558583696565747],"[0.7756851319083071, 0.36286111876996513, -0.5163762045460668, 0.0]",[0.5],"[8, 0, 0]","[182.15284278083016, 0.0, 137.8925006990781, 80.03953994610873]"
28,0.14500000000000005,"[0.43093887591727537, 0.28456574058846584, 0.1614195210193375]","[0.9990329346781247, 0.0878511965507432, 0.0]","[6.543471162794182, 4.548496938650097, -1.2217046297233918]","[-0.021984059158932458, 0.9961336091431725, 0.0]","[-0.3052426930477726, -0.5357926202738647, 0.7838880371011323, 0.07261344015224298]","[[-0.2918048683496185, -0.8444646860172305, -0.4491428646625509], [-0.9076261705507147, 0.39262585751899026, -0.1485249828780425], [0.30176920541849045, 0.36431350520849237, -0.8810283857991156]]","[-17.885853304360047, 21.61637169059963, 1.3811637458752668]",[14.566066277931125],"[0.7909764236094973, 0.3543745315913804, -0.4987734843125872, 0.0]",[0.5],"[8, 0, 0]","[188.88240995672749, 0.0, 151.3188889541996, 92.02826721238593]"
29,0.15000000000000005,"[0.46365623173124626, 0.3073082252817163, 0.15531099787072053]","[0.9989626372405491, 0.09098020390356994, 0.0]","[6.344065956745889, 4.47206572911804, -1.5585951123418718]","[-0.022768670346592253, 0.9958527012051857, 0.0]","[-0.3708997628269214, -0.5220754210656402, 0.7641137094982408, 0.07746521548996178]","[[-0.23950633280201916, -0.7956734067524367, -0.5563636817179034], [-0.8843322948465724, 0.41530711273864584, -0.21325195051882956], [0.4007407002528245, 0.44093517879123884, -0.8031083733004001]]","[-16.81584171899233, 20.470946496698936, 1.481726490808438]",[20.51616275412815],"[0.8073249645209738, 0.34501548888347333, -0.47873866993559894, 0.0]",[0.5],"[8, 0, 0]","[190.30993176824697, 0.0, 157.36460272446234, 103.44136432625562]"
30,0.15500000000000005,"[0.4953765615149757, 0.3296685539273065, 0.14751802230901118]","[0.99888987496197, 0.09410831331851435, 0.0]","[6.109446825379583, 4.374664941903003, -1.8658674270980358]","[-0.02355322535482134, 0.99556196460308, 0.0]","[-0.4312920514345107, -0.5065037597288787, 0.7421782977249732, 0.08131716999492038]","[[-0.17974124130813612, -0.7403863131515183, -0.647704557241118], [-0.855313633361771, 0.4428727902164567, -0.26889083337179154], [0.4859338172616685, 0.5056597660322527, -0.7128650126480547]]","[-15.502475027319626, 19.430114130688544, 1.5740845083902866]",[25.51953818364533],"[0.8236880015408323, 0.3352866908008821, -0.45729739895331084, 0.0]",[0.5],"[8, 0, 0]","[186.70966681957748, 0.0, 156.37191571306437, 114.6022116572235]"
31,0.16000000000000006,"[0.5259237956418736, 0.3515418786368215, 0.138188685173521]","[0.9988146480219211, 0.09723549392239936, 0.0]","[5.858575087990434, 4.264882259404805, -2.1283556729456503]","[-0.024337722247808214, 0.9952614022063083, 0.0]","[-0.4863518270408263, -0.48986918653307243, 0.71867797857, 0.08361844017927175]","[[-0.1148822154998434, -0.68168929824584, -0.7225661057778325], [-0.8219750945016722, 0.47368291848905514, -0.3161984135802367], [0.5578162964460744, 0.5576057687908058, -0.6147493684668572]]","[-13.938365441719693, 18.45895981307749, 1.6503983454546907]",[29.72878293040778],"[0.8391973880728929, 0.3256654826076624, -0.4355338532072483, 0.0]",[0.5],"[8, 0, 0]","[178.1987058936062, 0.0, 148.4696454028413, 125.064366851631]"
32,0.16500000000000006,"[0.5552166710818258, 0.3728662899338455, 0.12754690680879277]","[0.9987369566060175, 0.10036171485121492, 0.0]","[5.612863231116425, 4.152781344043898, -2.3387857086415456]","[-0.025122159089884785, 0.9949510169813002, 0.0]","[-0.5360318913137128, -0.4730211156359563, 0.6941760136068683, 0.08390767420228311]","[[-0.046980160838951984, -0.622780431171652, -0.7809848904026233], [-0.7854523557936235, 0.5060722730948228, -0.3563080846442953], [0.6171365013234864, 0.5966870108811574, -0.5129397135920715]]","[-12.133213169450272, 17.520407830838288, 1.7040394302998423]",[33.316017198781374],"[0.8531792390269789, 0.3165810975130438, -0.41456193118855195, 0.0]",[0.5],"[8, 0, 0]","[164.7082040574512, 0.0, 133.20387630035003, 134.35595529299852]"
33,0.17000000000000007,"[0.583280987237408, 0.393630196654065, 0.11585297826558505]","[0.998656800905955, 0.10348694525042255, 0.0]","[5.393339398397362, 4.0486636238349565, -2.497455833316644]","[-0.025906533945531125, 0.9946308119914323, 0.0]","[-0.5803148065215066, -0.45682756563775295, 0.6692120016965245, 0.08184495947046301]","[[0.022158328685681183, -0.566765446211314, -0.8235811662797711], [-0.7466742034048525, 0.5384210527449578, -0.39061541691379864], [0.6648207596334418, 0.6236021960688577, -0.41125862740921526]]","[-10.114798035123794, 16.578415365885796, 1.7299219860767068]",[36.459209709547245],"[0.8651552175076702, 0.3083947433809727, -0.3954733010890113, 0.0]",[0.5],"[8, 0, 0]","[145.8515578957282, 0.0, 108.87034624307046, 142.0709377151597]"
34,0.17500000000000007,"[0.6102476842293948, 0.4138735147732398, 0.10336569909900183]","[0.9985741811195098, 0.10661115427525995, 0.0]","[5.218253784508143, 3.9621650410481335, -2.6108809269787607]","[-0.026690844879380247, 0.9943007903969989, 0.0]","[-0.6192215817394477, -0.4421261714936584, 0.6443013819612273, 0.07723218494455115]","[[0.09091339878921825, -0.5164372956214577, -0.8514853337620018], [-0.7064206629009068, 0.5692199557655255, -0.42066434242152795], [0.7019291993835531, 0.6397508590455259, -0.31307225588236914]]","[-7.927792176698264, 15.60115265885436, 1.7246912547889808]",[39.3313447798759],"[0.8748338619678906, 0.3013827024470032, -0.37925477006899555, 0.0]",[0.5],"[8, 0, 0]","[120.47265252061705, 0.0, 68.85515910256096, 147.88528859983097]"
35,0.18000000000000008,"[0.6363389531519356, 0.4336843399784805, 0.09031129446410802]","[0.9984890974505379, 0.10973431109104531, 0.0]","[5.022172111731734, 3.8607480246466594, -2.7100025334817897]","[-0.027475089956222883, 0.9939609554551797, 0.0]","[-0.6528163864952602, -0.4296727485468328, 0.6199268272804573, 0.07002016493459175]","[[0.15782183762308669, -0.4740773351440643, -0.8662233822011357], [-0.6653726780342984, 0.5971192761781018, -0.4480265274981001], [0.7296379012186375, 0.6470697414647377, -0.22119964463357428]]","[-7.142297752382081, 14.882855023730531, 1.6628776141810102]",[42.09128783886644],"[0.8820946798974333, 0.29572633670268594, -0.36668093688799047, 0.0]",[0.5],"[8, 0, 0]","[84.75244156505629, 122.95294305558862, 0.0, 151.5663895762931]"
