,t,p,p_d,v,v_d,q,R,w,T_sp,q_sp,hover_throttle,fa,pwm
205,1.03,"[0.22592011685433036, 0.24104381185922483, 0.35863949578927395]","[0.9486001946255046, 0.6004202253258841, 0.0]","[1.6197735921274092, 1.32306232312792, -0.5054818876224555]","[-0.15823848359079307, 0.7996846584870905, 0.0]","[0.9932016120978452, 0.06022836426424193, -0.09961476203596949, -3.238536917970882e-05]","[[0.9807429723959479, -0.011497840181191054, -0.1949641550827465], [-0.011631235974932257, 0.9930550756449252, -0.11707404104047854], [0.19495624238699533, 0.11708721709486479, 0.9737980525485371]]","[0.4671009182650666, -0.524085847848023, -0.014585419022730159]",[11.733027877908139],"[0.9913010554982452, 0.07055245353394375, -0.11110611445103091, 0.0]",[0.5],"[8, 0, 0]","[51.578816145406385, 55.66288971577077, 58.54778267493602, 50.462396448096925]"
206,1.035,"[0.2340189848149674, 0.24765912347486443, 0.35611208635116165]","[0.948101903684032, 0.6029295416890247, 0.0]","[1.6082214855942774, 1.3160782855470516, -0.4977343881058793]","[-0.15898331691620546, 0.7977944395385711, 0.0]","[0.9929992323581872, 0.06139167300928995, -0.10091375549695496, -3.118769166683171e-05]","[[0.9801537962714102, -0.011934937946240962, -0.19787898552135993], [-0.012063598749751646, 0.9927450861784834, -0.11963136484083417], [0.19787118345011276, 0.1196442690842113, 0.972898886645142]]","[0.4144378301336362, -0.4509707654499622, -0.013750427313481044]",[11.675930622642943],"[0.9913380043828591, 0.0705436072940315, -0.11078158933755988, 0.0]",[0.5],"[8, 0, 0]","[51.5536730730854, 55.4790422832059, 58.214534536550055, 50.510328165113364]"
207,1.0399999999999998,"[0.24206009224293878, 0.2542395149025997, 0.3536234144106323]","[0.94760127339536, 0.6054329073810013, 0.0]","[1.596576418570502, 1.3089944189720786, -0.49030199284917164]","[-0.15972775796608746, 0.7958963466810159, 0.0]","[0.9928206863614095, 0.06242387476772258, -0.10203109179536078, -2.998149569543548e-05]","[[0.9796328259576573, -0.012328589851448614, -0.20041839281485357], [-0.012452467266985366, 0.9924621230248967, -0.12191747380863677], [0.20041073415657867, 0.12193006287700228, 0.9720949528732424]]","[0.3643098084527399, -0.3814905610731004, -0.012965917271021508]",[11.6207568179963],"[0.9913912457490558, 0.0704607499509485, -0.11035705944109422, 0.0]",[0.5],"[8, 0, 0]","[51.53495840613639, 55.29706644656762, 57.88483377959054, 50.561698357424184]"
208,1.0449999999999997,"[0.2500429743357913, 0.2607844869974601, 0.3511719044463864]","[0.9470983049947443, 0.6079302976946053, 0.0]","[1.5848585030750448, 1.3018257406987912, -0.4831695322571134]","[-0.16047180490360471, 0.7939903986478354, 0.0]","[0.9926656578730997, 0.06333133417236249, -0.1029758853495039, -2.8771526626049588e-05]","[[0.9791793108163132, -0.01267881969502625, -0.2026009002952134], [-0.012797884691564183, 0.9922065179201872, -0.12394531029497909], [0.20259341405068285, 0.12395754647393693, 0.9713858323320608]]","[0.3167148962463354, -0.31563494364609523, -0.012230434371621213]",[11.567486105326006],"[0.9914592253500958, 0.07031008386627852, -0.10984123349136625, 0.0]",[0.5],"[8, 0, 0]","[51.52211953735514, 55.1172452589794, 57.55940388756267, 50.61582364117413]"
209,1.0499999999999996,"[0.25796726685116655, 0.26729361570095406, 0.34875605678510085]","[0.9465929997232092, 0.6104216879816023, 0.0]","[1.5730864704123755, 1.2945862777159578, -0.47632212889660347]","[-0.1612154558928954, 0.7920766142499672, 0.0]","[0.9925336344898479, 0.0641203999788009, -0.10375720675331951, -2.7562302966843868e-05]","[[0.9787919324173703, -0.012986079400716114, -0.20444489422939516], [-0.013100321426341158, 0.9919782825682957, -0.1257277554535243], [0.20443760567272556, 0.125739606547233, 0.9707702182968688]]","[0.2716419048401294, -0.25338093761714103, -0.011542422880130864]",[11.516093573323054],"[0.9915404173429975, 0.07009760185753822, -0.1092425145678017, 0.0]",[0.5],"[8, 0, 0]","[51.51460763339158, 54.93984814254131, 57.23892783684743, 50.6720534403673]"
210,1.0549999999999995,"[0.26583269920322844, 0.27376654708953385, 0.34637444614061785]","[0.9460853588275454, 0.6129070536529763, 0.0]","[1.5612777258751342, 1.2872891035844005, -0.46974525554647173]","[-0.16195870909907464, 0.7901550123756905, 0.0]","[0.9924239356110116, 0.06479738289194954, -0.10438405291018098, -2.6358103378880523e-05]","[[0.9784688825741367, -0.013251194169934793, -0.20596856965855476], [-0.013360620220889161, 0.9917771470937561, -0.12727758769666897], [0.20596150043499245, 0.1272890268469391, 0.9702460327066149]]","[0.22907093886702543, -0.19469363017920113, -0.010900239831252071]",[11.466550024420938],"[0.9916333371057805, 0.06982907667762922, -0.10856898632115641, 0.0]",[0.5],"[8, 0, 0]","[51.511880668690246, 54.7651299173197, 56.924045221723155, 50.72977227555694]"
211,1.0599999999999994,"[0.2736390878326041, 0.28020299260745585, 0.3440257198628855]","[0.9455753835603061, 0.6153863701791713, 0.0]","[1.549448403713717, 1.2799463758000196, -0.4634247846438175]","[-0.16270156268823902, 0.7882256119904402, 0.0]","[0.9923357389854536, 0.06536853481069073, -0.10486531912754965, -2.5162955289896782e-05]","[[0.9782079376065902, -0.013475310063088013, -0.20718988108053366], [-0.013579943713850054, 0.9916025969512092, -0.12860744476252897], [0.20718304933606585, 0.1286184502251598, 0.9698105373367976]]","[0.18897394549388952, -0.13952695057596473, -0.010302168931911061]",[11.418822289703606],"[0.9917365519451238, 0.06951005220067648, -0.10782840154178339, 0.0]",[0.5],"[8, 0, 0]","[51.51340637957604, 54.59332996689206, 56.615349798969795, 50.78840165965646]"
212,1.0649999999999993,"[0.2813863298511727, 0.28660272448645596, 0.3417085959396664]","[0.9450630751798049, 0.6178596130903341, 0.0]","[1.5376134219820539, 1.2725693733416745, -0.45734702957316625]","[-0.16344401482747115, 0.7862884321366191, 0.0]","[0.9922681056870571, 0.06584002950871871, -0.10520977319355705, -2.3980625259231483e-05]","[[0.9780065284222058, -0.013659844327981532, -0.20812649763180247], [-0.013759724727312163, 0.9914539080470585, -0.12972978915285296], [0.20811991816972725, 0.12974034403819965, 0.9694604390019614]]","[0.1513152830947561, -0.08782447490350823, -0.009746434250391265]",[11.372873580566958],"[0.9918486898234612, 0.06914583627719677, -0.10702817302472523, 0.0]",[0.5],"[8, 0, 0]","[51.51866508334073, 54.424671537340785, 56.313387473086685, 50.84740158509673]"
213,1.0699999999999992,"[0.28907439696108295, 0.2929655713531643, 0.3394218607918006]","[0.9445484349501115, 0.6203267579765557, 0.0]","[1.5257865369336787, 1.265168534150377, -0.45149877828712437]","[-0.16418606368484417, 0.7843434919334104, 0.0]","[0.992220003408381, 0.06621794476343748, -0.10542603144893757, -2.2814611207527165e-05]","[[0.9778618060989799, -0.013806438724140465, -0.20879576246322104], [-0.01390161956253714, 0.9913301798784414, -0.13065687672570345], [0.2087894469229222, 0.1306669687102817, 0.9691919882777027]]","[0.1160523044676249, -0.03952024963397979, -0.009231213566750477]",[11.328663866402472],"[0.9919684462473525, 0.0687414952085204, -0.10617536666341447, 0.0]",[0.5],"[8, 0, 0]","[51.527152315144235, 54.25936116727855, 56.01865473575172, 50.90627159800513]"
214,1.074999999999999,"[0.29670332964575136, 0.2992914140239162, 0.33716436690036494]","[0.9440314641410498, 0.6227877804881121, 0.0]","[1.5139803967013272, 1.2577534923282063, -0.44586731977754884]","[-0.1649277074294263, 0.7823908105765884, 0.0]","[0.9921903279953277, 0.06650824593818769, -0.1055225368593914, -2.1668136592630774e-05]","[[0.9777707027448423, -0.013916916027008154, -0.20921465604052333], [-0.014007464481448528, 0.9912303665415998, -0.13140072824991053], [0.20920861309386438, 0.13141034926558517, 0.969001071368468]]","[0.08313594966214416, 0.005460372961383575, -0.008754651270162096]",[11.286150268616696],"[0.9920945894678974, 0.06830184977861882, -0.1052766966870786, 0.0]",[0.5],"[8, 0, 0]","[51.53838124399043, 54.09758824668647, 55.73159756551519, 50.964551465241236]"
215,1.079999999999999,"[0.304273231629258, 0.3055801814855572, 0.3349350303014772]","[0.9435121640281937, 0.6252426563357046, 0.0]","[1.5022065940463496, 1.2503331148833574, -0.4404404639358757]","[-0.16566894423128534, 0.7804304073383301, 0.0]","[0.9921779231767932, 0.06671677101622334, -0.10550753908461864, -2.054414657915102e-05]","[[0.9777299874905007, -0.013993239835825979, -0.2093997631343523], [-0.014079235498037537, 0.9911533055054349, -0.13197310375012417], [0.2093939986953222, 0.13198224965709326, 0.968883294873968]]","[0.05251134354845183, 0.04719989422970618, -0.008314870701642484]",[11.245287462358291],"[0.9922259641492528, 0.06783147277117496, -0.1043385229422906, 0.0]",[0.5],"[8, 0, 0]","[51.55188483763626, 53.93952470214289, 55.45261078611301, 51.02182144882873]"
216,1.0849999999999989,"[0.31178426459948977, 0.311831847059974, 0.3327328279817978]","[0.9429905358928646, 0.6276913612906999, 0.0]","[1.4904757180110588, 1.2429155378816201, -0.4352065553514534]","[-0.16640977226149314, 0.7784623015670239, 0.0]","[0.9921815984717094, 0.06684921707786876, -0.10538907653110825, -1.9445306214766452e-05]","[[0.9777363175484914, -0.014037477753814788, -0.20936724329518863], [-0.014119011548560156, 0.9910977440862138, -0.13238547949117996], [0.20936176073869645, 0.13239414974057262, 0.9688340633229531]]","[0.024118393404853555, 0.08578782993094661, -0.007909985854610316]",[11.206028078376352],"[0.992361493663294, 0.06733468789100275, -0.10336685010668213, 0.0]",[0.5],"[8, 0, 0]","[51.5672177547607, 53.7853248054993, 55.18203787446882, 51.07770220944826]"
217,1.0899999999999987,"[0.3192366431895451, 0.3180464247493821, 0.33055679520504055]","[0.9424665810221281, 0.6301338711853685, 0.0]","[1.4787974043477894, 1.2355082018943169, -0.4301544815987184]","[-0.16715018969213022, 0.7764865126870791, 0.0]","[0.9922001452814864, 0.06691112820528305, -0.10517496036647428, -1.8374000592875423e-05]","[[0.9777862843396007, -0.01405176795932248, -0.2091328046351772], [-0.014128941059334236, 0.9910623635959122, -0.13264902746807455], [0.209127605021192, 0.1326572247595339, 0.9688486494479924]]","[-0.0021076179758081452, 0.12131987863709229, -0.007538112360394781]",[11.16832309846539],"[0.9925001811675114, 0.06681557000185877, -0.10236732871274773, 0.0]",[0.5],"[8, 0, 0]","[51.58395795072884, 53.63512510233116, 54.92017120261023, 51.13185436629594]"
218,1.0949999999999986,"[0.326630630211284, 0.3242239657588537, 0.32840602279704695]","[0.9419403007087908, 0.6325701619131239, 0.0]","[1.4671803846331268, 1.2281178866584146, -0.4252736765589643]","[-0.16789019469629016, 0.7745030601987343, 0.0]","[0.9922323511984904, 0.06690788479236777, -0.10487276046389349, -1.7332336949523394e-05]","[[0.9778764547486134, -0.014038289142018146, -0.20871168076139937], [-0.01411121188624876, 0.9910458011693847, -0.13277459728289182], [0.2087067630609621, 0.13278232722202832, 0.9689222572684135]]","[-0.02623544787637404, 0.15389710356565717, -0.007197377700682703]",[11.132122238949462],"[0.9926411096197347, 0.06627794658728553, -0.10134525785193249, 0.0]",[0.5],"[8, 0, 0]","[51.60170799071045, 53.489044455628346, 54.66725269157212, 51.18397774470568]"
219,1.0999999999999985,"[0.33396653213444966, 0.3303645551921458, 0.3262796544142521]","[0.941411696251397, 0.63500020942876, 0.0]","[1.4556325340048273, 1.220750744886334, -0.4205541193113457]","[-0.1686297854480841, 0.772511963677865, 0.0]","[0.9922770125807869, 0.06684469423069132, -0.1044897932361903, -1.6322148613623656e-05]","[[0.9780034076245461, -0.013999233739065154, -0.20811861072353785], [-0.014068024560837914, 0.9910466693044029, -0.13277270030245522], [0.20811397204352264, 0.13277997106253994, 0.9690500781305884]]","[-0.04833732182153606, 0.18362513320692975, -0.006885930603588142]",[11.097374317609345],"[0.9927834408776393, 0.06572540033735856, -0.10030558942376439, 0.0]",[0.5],"[8, 0, 0]","[51.62009607054983, 53.34718419927453, 54.42347484997186, 51.233810345705365]"
220,1.1049999999999984,"[0.3412446948044738, 0.3364683089165775, 0.3241768838176954]","[0.9408807689542257, 0.637423989748689, 0.0]","[1.44416091748278, 1.2134123351811783, -0.4159863291115931]","[-0.16936896012264546, 0.7705132427757898, 0.0]","[0.9923329454599777, 0.06672658293598198, -0.10403311131050223, -1.5345000703923464e-05]","[[0.9781637656860914, -0.013936784372472146, -0.2073678218532486], [-0.014001568743933051, 0.9910635731735858, -0.13265349600034548], [0.2073634576571155, 0.13266031799208072, 0.9692273399253273]]","[-0.06848837782528874, 0.21061338558020104, -0.006601949594177551]",[11.064027600352976],"[0.9929264140236225, 0.06516127276197863, -0.09925293379154514, 0.0]",[0.5],"[8, 0, 0]","[51.638776751567335, 53.209628394968924, 54.18898216548198, 51.28112707315584]"
221,1.1099999999999983,"[0.3484654993918877, 0.34253537059248335, 0.3220969521721374]","[0.9403475201272871, 0.6398414789511777, 0.0]","[1.4327718348544916, 1.2061076540279987, -0.4115613569565882]","[-0.17010771689613421, 0.7685069172190773, 0.0]","[0.9923989948625829, 0.0665583896738495, -0.1035094949863812, -1.4402197444428822e-05]","[[0.9783542230311753, -0.013853093360403725, -0.20647301538315704], [-0.013914002759390164, 0.991095125788437, -0.13242678039435238], [0.20646891970530856, 0.13243316594701757, 0.9694493497614883]]","[-0.08676612982445325, 0.23497432039284352, -0.006343650683628088]",[11.032030124763361],"[0.9930693430469262, 0.06458866873055491, -0.09819156670489088, 0.0]",[0.5],"[8, 0, 0]","[51.65743142033207, 53.07644418541977, 53.963872813881096, 51.32573825456712]"
222,1.1149999999999982,"[0.3556293585661602, 0.34856590886262334, 0.32003914538735445]","[0.9398119510863199, 0.6422526531765836, 0.0]","[1.4214708641204699, 1.198841166843636, -0.4072707742092665]","[-0.17084605394574143, 0.7664930068093505, 0.0]","[0.9924740426362305, 0.06634476013801824, -0.10292544541277018, -1.3494790952327468e-05]","[[0.978571568480482, -0.013750265151958539, -0.20544735474057593], [-0.013807436057029195, 0.9911399611132014, -0.13210197649563243], [0.20544352039229727, 0.1321079395523691, 0.9697115304233765]]","[-0.1032499529874331, 0.25682272279330803, -0.006109294193501247]",[11.001329998424],"[0.9932116140051911, 0.06401046183842138, -0.09712543735003462, 0.0]",[0.5],"[8, 0, 0]","[51.675768488427266, 52.947682235911365, 53.74820064778148, 51.367487991191915]"
223,1.119999999999998,"[0.3627367128867625, 0.3545601146968415, 0.3180027915163081]","[0.9392740631527873, 0.6446574886275904, 0.0]","[1.410262903506144, 1.191616838076991, -0.4031066587320186]","[-0.17158396944969379, 0.7644715314230924, 0.0]","[0.9925570138800294, 0.06609014272954926, -0.1022871794126325, -1.2623591338961406e-05]","[[0.978812705008947, -0.01363034151655588, -0.20430345641523107], [-0.01368391443547983, 0.9911967452402389, -0.13168812668908095], [0.2042998751805557, 0.13169368251855904, 0.9700094509776235]]","[-0.1180205931675739, 0.27627502182049807, -0.005897190722723263]",[10.971875670616628],"[0.9933526817772972, 0.06342930050195085, -0.09605817739102239, 0.0]",[0.5],"[8, 0, 0]","[51.69352335027527, 52.82337725579095, 53.54197742554299, 51.40625237173203]"
224,1.124999999999998,"[0.36978802740429323, 0.36051819888722647, 0.315987258222648]","[0.9387338576538743, 0.6470559615694433, 0.0]","[1.3991522120550548, 1.1844381603586263, -0.399061578948512]","[-0.17232146158725822, 0.7624425110114487, 0.0]","[0.9926468820841364, 0.065798785481344, -0.10160062587818053, -1.1789177955060711e-05]","[[0.9790746655369059, -0.013495289305320107, -0.20305338330193337], [-0.01354540784181547, 0.9912641857492657, -0.13119388696598844], [0.20305004612212, 0.13119905189219694, 0.9703388519235916]]","[-0.1311597023545139, 0.2934486460693156, -0.0057057062746951525]",[10.943616176607046],"[0.9934920665086736, 0.06284761468694683, -0.09499311086855877, 0.0]",[0.5],"[8, 0, 0]","[51.71045811933199, 52.703548590990984, 53.34517524012235, 51.441937582225144]"
225,1.129999999999998,"[0.3767837884645685, 0.3664403896890196, 0.31399195032790544]","[0.9381913359224844, 0.6494480483301827, 0.0]","[1.3881424488235474, 1.1773081827037537, -0.39512857622425823]","[-0.1730585285387462, 0.7604059656000317, 0.0]","[0.9927426730868822, 0.06547473406868369, -0.10087142365469468, -1.0991911606034104e-05]","[[0.9793546253643547, -0.013346990592378526, -0.201708640418728], [-0.013393800555336231, 0.9913410393803909, -0.1306275229302405], [0.20170553756436294, 0.1306323140816758, 0.9706956653006843]]","[-0.14274940157373867, 0.3084614185271306, -0.005533266570426069]",[10.916501354282177],"[0.9936293498395011, 0.0622676231783089, -0.09393326482803774, 0.0]",[0.5],"[8, 0, 0]","[51.72636116444984, 52.588200878457826, 53.15772910775304, 51.47447794238214]"
226,1.1349999999999978,"[0.38372450070868624, 0.37232693060253835, 0.31201630744678416]","[0.9376464992972359, 0.6518337253008778, 0.0]","[1.3772367107005545, 1.1702295377762224, -0.39130114592583526]","[-0.1737951684855182, 0.7583619152887227, 0.0]","[0.9928434679591339, 0.06512183084368112, -0.10010492082687344, -1.0231947561418482e-05]","[[0.9796499115381062, -0.013187234998421109, -0.20028017289906053], [-0.013230883557261545, 0.9914261181556263, -0.12999690749845083], [0.20027729412910328, 0.13000134257754037, 0.9710760301770207]]","[-0.1528718722997964, 0.321430991997542, -0.005378360580721561]",[10.890482033375651],"[0.9937641709956201, 0.06169134130304928, -0.0928813805540097, 0.0]",[0.5],"[8, 0, 0]","[51.74104646897779, 52.47732475327928, 52.979539677209665, 51.50383389613399]"
227,1.1399999999999977,"[0.39061068426218903, 0.3781780782914195, 0.31005980171715497]","[0.9370993491224591, 0.65421296893586, 0.0]","[1.366437568877725, 1.1632044682234204, -0.3875732174879188]","[-0.17453137960998844, 0.7563103802514729, 0.0]","[0.9929484049250924, 0.06474371482930331, -0.09930617531851182, -9.509249184218964e-06]","[[0.9799580094431054, -0.013017713996813776, -0.19877836615337172], [-0.013058348886017196, 0.9915182940857485, -0.12930952021277584], [0.1987757008607385, 0.12931361728597798, 0.9714763039476249]]","[-0.1616089770875792, 0.33247432602281357, -0.005239543316271134]",[10.865510197922834],"[0.9938962228116626, 0.06112058902332759, -0.0918399252947844, 0.0]",[0.5],"[8, 0, 0]","[51.75435283539592, 52.37089759936638, 52.81047602193498, 51.52998998142238]"
228,1.1449999999999976,"[0.39744287210657764, 0.3839941006325366, 0.30812193562971535]","[0.9365498867481926, 0.6565857557529553, 0.0]","[1.3557471039955415, 1.1562348520933106, -0.3839391337865986]","[-0.17526716009562915, 0.7542513807361048, 0.0]","[0.9930566804266783, 0.0643438226070504, -0.09847995671405695, -8.823602010440923e-06]","[[0.9802765669063666, -0.012840017003602048, -0.19721304809169063], [-0.012877785778840068, 0.9916165025993522, -0.12857244808303028], [0.19721058543522094, 0.1285762253916968, 0.9718930698674219]]","[-0.1690419097926064, 0.34170720575012087, -0.005115437919027351]",[10.841539122921608],"[0.994025247746108, 0.06055699932113037, -0.09081110436785281, 0.0]",[0.5],"[8, 0, 0]","[51.76614295801203, 52.268884334755654, 52.65037847938428, 51.55295280146224]"
229,1.1499999999999975,"[0.40422160762655535, 0.3897752748930031, 0.30620223996078233]","[0.9359981135301803, 0.6589520623337158, 0.0]","[1.3451669399905217, 1.1493222273453796, -0.380393630087221]","[-0.17600250812697515, 0.7521849370641124, 0.0]","[0.9931675494353179, 0.06392539003142388, -0.0976307492092065, -8.174628116232403e-06]","[[0.9806033960954831, -0.01265562905647478, -0.1955934932946138], [-0.012690678404162358, 0.991719744828913, -0.127792387872353], [0.19559122231748374, 0.12779586366412918, 0.9723231412358199]]","[-0.1752508754475647, 0.3492438027633127, -0.005004737101656554]",[10.818523486446878],"[0.9941510339387154, 0.06000202680143478, -0.0897968735441433, 0.0]",[0.5],"[8, 0, 0]","[51.77630238552295, 52.171238222943884, 52.49906150445956, 51.57274901695253]"
230,1.1549999999999974,"[0.41094744232650793, 0.39552188602973004, 0.30430027181034625]","[0.9354440308298676, 0.6613118653236506, 0.0]","[1.3346982766674322, 1.142467815467316, -0.3769318128055166]","[-0.17673742188962818, 0.7501110696304607, 0.0]","[0.99328032511051, 0.06349145470395298, -0.09676275559715344, -7.561800619202542e-06]","[[0.980936473484049, -0.012465929893769826, -0.1939284290158649], [-0.012498404995264799, 0.9918270888850117, -0.12697564973827735], [0.19392633875070212, 0.12697884211854732, 0.9727635626363588]]","[-0.18031479959021185, 0.3551962775222056, -0.004906203984133786]",[10.796419458678788],"[0.9942734113522053, 0.05945695644604626, -0.08879895161667864, 0.0]",[0.5],"[8, 0, 0]","[51.784738394295076, 52.077901702090365, 52.356316506745465, 51.58942337598003]"
231,1.1599999999999973,"[0.4176209337098451, 0.40123422510706663, 0.3024156127463187]","[0.9348876400143986, 0.6636651414324573, 0.0]","[1.3243419210189138, 1.135672544208923, -0.37354913829231473]","[-0.1774718995702617, 0.7480297989033836, 0.0]","[0.9933943778992848, 0.06304485913973103, -0.09587990219728922, -6.98445817131343e-06]","[[0.9812739381441296, -0.01227219425249776, -0.19222604289570183], [-0.012302238203607612, 0.9919376702447902, -0.12612816213883293], [0.19222412245681586, 0.12613108894149372, 0.973211608617643]]","[-0.18431106659740343, 0.359674422717297, -0.0048186723778904025]",[10.77518476946193],"[0.9943922480321946, 0.05892291245570091, -0.08781883306681007, 0.0]",[0.5],"[8, 0, 0]","[51.79137879194228, 51.98880722444993, 52.22191464434603, 51.603036795803995]"
232,1.1649999999999971,"[0.42424264331493966, 0.40691258782811124, 0.3005478670548571]","[0.9343289424566124, 0.6660118674342503, 0.0]","[1.3140983173132275, 1.1289370694442773, -0.3702413918249264]","[-0.17820593935662496, 0.7459411454241833, 0.0]","[0.9935091341647398, 0.06258825456009907, -0.09498584463409304, -6.441819312765849e-06]","[[0.9816140886117113, -0.012075593213758465, -0.19049399226100397], [-0.012103346499678688, 0.9920506913745377, -0.12525547791138958], [0.19049223092427767, 0.12525815658805506, 0.9736647801813795]]","[-0.1873152863715377, 0.3627853465581504, -0.004741046568393418]",[10.754778756120741],"[0.9945074465122534, 0.05840086712338515, -0.08685780074877615, 0.0]",[0.5],"[8, 0, 0]","[51.79617066939448, 51.90387809897959, 52.09560955034095, 51.61366450827136]"
233,1.169999999999997,"[0.4308131349015058, 0.41255727317533264, 0.2986966600957325]","[0.9337679395350394, 0.6683520201677917, 0.0]","[1.3039675759691685, 1.1222617961725716, -0.3670046669624753]","[-0.17893953943754778, 0.7438451298070262, 0.0]","[0.9936240744254657, 0.062124105246253156, -0.09408397437549239, -5.932996569179103e-06]","[[0.9819553785553019, -0.011877196434473533, -0.18873941488510257], [-0.01190279645978502, 0.9921654206992465, -0.12436278143047595], [0.18873780215619465, 0.12436522895706957, 0.9741207994205364]]","[-0.1894010885476004, 0.3646331947672695, -0.00467230064677274]",[10.73516239332006],"[0.9946189403845692, 0.05789164968710242, -0.08591693852077485, 0.0]",[0.5],"[8, 0, 0]","[51.79907911813688, 51.82302933067252, 51.97713997112765, 51.62139427841054]"
234,1.174999999999997,"[0.43733297278135164, 0.4181685821561955, 0.2968616367609201]","[0.933204632633899, 0.6706855765367187, 0.0]","[1.2939495012356672, 1.1156468986675485, -0.3638353453982117]","[-0.1796726980029449, 0.7417417727387405, 0.0]","[0.9937387312810128, 0.0616546933900943, -0.09317742594210933, -5.457010187696985e-06]","[[0.9822964114610224, -0.011677975115728512, -0.18696894107844234], [-0.01170155578862699, 0.992281191024304, -0.12345489674984268], [0.1869674667500292, 0.12345712954943143, 0.9745776026261282]]","[-0.19063994324054417, 0.3653189098462415, -0.004611477440213243]",[10.716298306784745],"[0.9947266910510522, 0.05739595511543211, -0.08499714375796304, 0.0]",[0.5],"[8, 0, 0]","[51.800085927740156, 51.74616845082318, 51.866232299165354, 51.62632470369676]"
235,1.1799999999999968,"[0.44380272028753, 0.42374681664953323, 0.29504246003392903]","[0.9326390231430944, 0.6730125135097719, 0.0]","[1.2840436176923118, 1.1090923397849826, -0.36073007741924945]","[-0.18040541324382042, 0.739631094978611, 0.0]","[0.9938526870917618, 0.061182124380535025, -0.09226908470143842, -5.012801421170233e-06]","[[0.9826359345300477, -0.011478805569916924, -0.18518870698006445], [-0.011500496939438963, 0.9923973975063891, -0.12253629663365911], [0.18518736117890466, 0.12253833051430962, 0.9750333321555525]]","[-0.1911010072314923, 0.3649400260147029, -0.004557687089416241]",[10.698150772683867],"[0.9948306846647835, 0.05691435278416434, -0.08409913968975942, 0.0]",[0.5],"[8, 0, 0]","[51.7991882772142, 51.673196333070806, 51.762602985774386, 51.62856359968386]"
236,1.1849999999999967,"[0.45022293837599153, 0.4292922783484581, 0.2932388096468328]","[0.9320711124582113, 0.675332808121023, 0.0]","[1.2742491955860409, 1.1025978894373827, -0.35768576306329747]","[-0.1811376833522724, 0.7375131173581752, 0.0]","[0.9939655714747682, 0.060708332465672615, -0.09136159516406166, -4.599245282936515e-06]","[[0.9829728319664611, -0.011280473261038478, -0.18340436891972398], [-0.011300401205687628, 0.9925134952623131, -0.1216111123819564], [0.1834031421443638, 0.1216129624883521, 0.975486327329287]]","[-0.19085099439585915, 0.363590498092096, -0.004510105319584777]",[10.680685704448003],"[0.9949309292674471, 0.05644729500700097, -0.08322348751047891, 0.0]",[0.5],"[8, 0, 0]","[51.79639743219569, 51.60400799070651, 51.66596082265285, 51.62822647603957]"
237,1.1899999999999966,"[0.45659418435392174, 0.43480526779564505, 0.2914503808315163]","[0.9315009019805127, 0.6776464374701007, 0.0]","[1.2645652750186016, 1.0961631422449656, -0.35469953404284066]","[-0.18186950652149697, 0.7353878607810174, 0.0]","[0.9940770586704712, 0.060235086733688506, -0.09045736970242896, -4.215162707791238e-06]","[[0.9833061178158501, -0.011083677204696071, -0.18162111872120937], [-0.011101963170560098, 0.9926289966961687, -0.12068314435627381], [0.18162000187116248, 0.1206848251338162, 0.975935114596631]]","[-0.18995406910371548, 0.3613605624944005, -0.0044679714492288445]",[10.66387062872806],"[0.9950274521247685, 0.055995125387797454, -0.0823705982186381, 0.0]",[0.5],"[8, 0, 0]","[51.79173745844972, 51.538493351346666, 51.57600908356548, 51.62543510565544]"
238,1.1949999999999965,"[0.46291701072901476, 0.4402860835068699, 0.2896768831613021]","[0.9309283931169361, 0.6799533787224177, 0.0]","[1.254990688999061, 1.0897875343720287, -0.35176873648987544]","[-0.1826008809457934, 0.7332553462225615, 0.0]","[0.9941868648286774, 0.059763997357987694, -0.08955859761644869, -3.859332067224072e-06]","[[0.983634928497501, -0.010889034626361514, -0.17984369981909856], [-0.010905795412547027, 0.9927434686168349, -0.11975587311290875], [0.17984268421633334, 0.11975739828303442, 0.9763783971854063]]","[-0.18847176127170237, 0.3583366284496216, -0.004430586178652326]",[10.647674652124547],"[0.995120297258957, 0.05555808696603137, -0.08154074414622443, 0.0]",[0.5],"[8, 0, 0]","[51.785243960776086, 51.47653800566823, 51.49244752028502, 51.62031618819413]"
239,1.1999999999999964,"[0.46919196417401005, 0.44573502117873004, 0.2879180394788527]","[0.9303535872800904, 0.6822536091093948, 0.0]","[1.2455240853756906, 1.08347035955812, -0.3488909145587005]","[-0.18333180482056788, 0.7311155947298655, 0.0]","[0.994294745256031, 0.059296522054908304, -0.08866725447408286, -3.530499998859912e-06]","[[0.9839585151561612, -0.010697085788172555, -0.17807642406372332], [-0.01071243337716554, 0.9928565292097999, -0.11883247105319895], [0.17807550146727746, 0.11883385359866967, 0.9768150444255389]]","[-0.18646290171276056, 0.3546011974939168, -0.004397309197402928]",[10.632068420222472],"[0.9952095231746545, 0.05513633013115246, -0.08073407014479843, 0.0]",[0.5],"[8, 0, 0]","[51.77696285502189, 51.41802392745888, 51.41497420920552, 51.613000108443146]"
