,t,p,p_d,v,v_d,q,R,w,T_sp,q_sp,hover_throttle,fa,pwm
875,4.379999999999929,"[1.1983091379701587, 2.6138979435791946e-09, 0.9919113239914505]","[1.0, 0.0, 1.0]","[0.001890460891075977, -2.92245715441743e-09, 0.009116068748729408]","[0.0, 0.0, 0.0]","[0.9999999941852826, -1.667092748043072e-10, -0.00010783985796980171, 7.00847832755912e-20]","[[0.9999999764786164, 3.6361476215545654e-14, -0.00021689344626777231], [3.636178046252905e-14, 1.0000000000000002, 3.3529485133918084e-10], [0.00021689344626777231, -3.352948513392138e-10, 0.9999999764786164]]","[3.731586730112039e-10, 0.00024138653102836926, -5.736592980330281e-19]",[9.799668055161034],"[0.999999994755885, -1.583184612410907e-10, -0.00010241206052939153, 0.0]",[0.5],"[1.9999999529572328, 7.272295243109131e-14, -0.00043378689253554463]","[49.49670506958813, 49.49663638875644, 49.49656770761712, 49.4966363885441]"
876,4.384999999999929,"[1.198318590274614, 2.5992856578071075e-09, 0.9919569043351942]","[1.0, 0.0, 1.0]","[0.001879892880240863, -2.9061201019062964e-09, 0.009064698984886134]","[0.0, 0.0, 0.0]","[0.9999999942501783, -1.6577637812717342e-10, -0.00010723639164572025, 6.866254119150964e-20]","[[0.9999999767411303, 3.595566886472453e-14, -0.00021567971468548682], [3.5955949203856e-14, 1.0000000000000002, 3.3341854766986466e-10], [0.00021567971468548682, -3.3341854766989485e-10, 0.9999999767411303]]","[3.7106833586338405e-10, 0.00024003437259971562, 2.1548248072858357e-18]",[9.799726275161904],"[0.9999999948144092, -1.5743256686573983e-10, -0.00010183899868776051, 0.0]",[0.5],"[1.9999999534822606, 7.191133772944906e-14, -0.00043135942937097365]","[49.49685171384761, 49.49678341873265, 49.4967151233123, 49.49678341852149]"
877,4.389999999999929,"[1.1983279897390153, 2.584755057297576e-09, 0.9920022278301187]","[1.0, 0.0, 1.0]","[0.001869383945371417, -2.889874374743203e-09, 0.009013618693463355]","[0.0, 0.0, 0.0]","[0.9999999943143493, -1.6484870729281986e-10, -0.00010663630571765215, 7.405079408429677e-20]","[[0.9999999770007129, 3.5554383895827563e-14, -0.00021447278205826022], [3.5554658545990756e-14, 1.0000000000000002, 3.3155275434796286e-10], [0.00021447278205826022, -3.3155275434799233e-10, 0.9999999770007129]]","[3.689897311972171e-10, 0.0002386898038348629, 1.2453301055129073e-18]",[9.799784167103496],"[0.99999999487228, -1.565516344128776e-10, -0.00010126914658225069, 0.0]",[0.5],"[1.9999999540014257, 7.110876779165513e-14, -0.00042894556411652044]","[49.496997531362425, 49.496929619788204, 49.49686170791083, 49.49692961957823]"
878,4.3949999999999285,"[1.1983373366587422, 2.5703056854238603e-09, 0.992047295923586]","[1.0, 0.0, 1.0]","[0.001858933756240762, -2.8737194624217354e-09, 0.008962826243265202]","[0.0, 0.0, 0.0]","[0.9999999943778037, -1.6392623297004287e-10, -0.00010603958121143889, 7.715456049743476e-20]","[[0.9999999772573969, 3.5157566194486457e-14, -0.00021327261022271071], [3.5157862397661114e-14, 1.0000000000000002, 3.296974127110796e-10], [0.00021327261022271071, -3.2969741271111113e-10, 0.9999999772573969]]","[3.6692290448743813e-10, 0.00023735278195877456, -1.4831539998058779e-18]",[9.799841732834283],"[0.9999999949295046, -1.5567563604060396e-10, -0.00010070248620054479, 0.0]",[0.5],"[1.9999999545147937, 7.031513238897291e-14, -0.00042654522044542143]","[49.49714252679593, 49.497074996598585, 49.49700746610031, 49.4970749963898]"
879,4.399999999999928,"[1.1983466313275235, 2.5559370881117516e-09, 0.9920921100548024]","[1.0, 0.0, 1.0]","[0.001848541984467809, -2.857654857288791e-09, 0.008912320012287674]","[0.0, 0.0, 0.0]","[0.9999999944405497, -1.6300892571395252e-10, -0.00010544619925985949, 7.345591869592237e-20]","[[0.9999999775112147, 3.4765183878304096e-14, -0.0002120791612305271], [3.4765492496544354e-14, 1.0000000000000002, 3.278524640968184e-10], [0.0002120791612305271, -3.278524640968512e-10, 0.9999999775112147]]","[3.6486753741090147e-10, 0.0002360232644441605, -5.736592980328707e-19]",[9.799898974192319],"[0.9999999949860904, -1.5480454405553867e-10, -0.00010013899963166249, 0.0]",[0.5],"[1.9999999550224294, 6.953036775660819e-14, -0.0004241583224610542]","[49.49728670478466, 49.49721955381288, 49.497152402542376, 49.497219553605255]"
880,4.404999999999928,"[1.1983558740374458, 2.5416488138253076e-09, 0.9921366716548637]","[1.0, 0.0, 1.0]","[0.0018382083035069418, -2.841680054555974e-09, 0.008862098387666825]","[0.0, 0.0, 0.0]","[0.9999999945025949, -1.6209675687546808e-10, -0.00010485614110201123, 7.201245231235702e-20]","[[0.9999999777621984, 3.437719641210156e-14, -0.00021089239734727315], [3.4377490235774714e-14, 1.0000000000000002, 3.2601784961540947e-10], [0.00021089239734727315, -3.260178496154405e-10, 0.9999999777621984]]","[3.6282376639181246e-10, 0.00023470120899974446, 3.3583540374013645e-19]",[9.799955893005306],"[0.9999999950420444, -1.5393833092020252e-10, -9.957866906567e-05, 0.0]",[0.5],"[1.9999999555243968, 6.875439282420313e-14, -0.0004217847946945463]","[49.497430069939476, 49.49736329605391, 49.497296521871824, 49.497363295847464]"
881,4.409999999999928,"[1.1983650650789635, 2.527440413552528e-09, 0.9921809821468021]","[1.0, 0.0, 1.0]","[0.00182793238863776, -2.825794552221855e-09, 0.00881215976562729]","[0.0, 0.0, 0.0]","[0.9999999945639475, -1.6118969746444743e-10, -0.00010426938808271955, 7.284011664970298e-20]","[[0.9999999780103795, 3.399353679732115e-14, -0.0002097122810511491], [3.399382484712882e-14, 1.0000000000000002, 3.24193511968698e-10], [0.0002097122810511491, -3.241935119687282e-10, 0.9999999780103795]]","[3.6079154595543596e-10, 0.00023338657358176916, 3.358354037402153e-19]",[9.800012491090648],"[0.9999999950973736, -1.5307696926608144e-10, -9.902147679275544e-05, 0.0]",[0.5],"[1.999999956020759, 6.79870735946423e-14, -0.0004194245621022982]","[49.49757262684456, 49.49750622791842, 49.49743982869793, 49.49750622771314]"
882,4.414999999999928,"[1.1983742047409067, 2.5133114407914184e-09, 0.9922250429456302]","[1.0, 0.0, 1.0]","[0.001817713916954877, -2.8099978511056445e-09, 0.00876250255143106]","[0.0, 0.0, 0.0]","[0.9999999946246149, -1.6028771860443487e-10, -0.00010368592165191922, 7.368604086029463e-20]","[[0.9999999782557897, 3.3614156559480744e-14, -0.00020853877503181138], [3.3614447919945754e-14, 1.0000000000000002, 3.2237939317640834e-10], [0.00020853877503181138, -3.2237939317643874e-10, 0.9999999782557897]]","[3.587706942028316e-10, 0.00023207931637448764, 1.2453301055131438e-18]",[9.800068770255509],"[0.999999995152085, -1.5222043186124346e-10, -9.846740520314285e-05, 0.0]",[0.5],"[1.9999999565115794, 6.722831311896149e-14, -0.00041707755006362276]","[49.49771438005914, 49.4976483539772, 49.49758232760304, 49.49764835377306]"
883,4.419999999999928,"[1.1983832933104914, 2.4992614515358903e-09, 0.9922688554583874]","[1.0, 0.0, 1.0]","[0.0018075525673577784, -2.7942894548362964e-09, 0.008713125159326488]","[0.0, 0.0, 0.0]","[0.999999994684605, -1.5939079187372266e-10, -0.00010310572336408445, 7.68141990472664e-20]","[[0.9999999784984593, 3.323901229388769e-14, -0.00020737184218913492], [3.323930703804955e-14, 1.0, 3.2057543548563797e-10], [0.00020737184218913492, -3.205754354856686e-10, 0.9999999784984593]]","[3.567610747097941e-10, 0.00023077939581053598, -1.4831539998056414e-18]",[9.800124732296867],"[0.9999999952061858, -1.51368691634601e-10, -9.791643678594135e-05, 0.0]",[0.5],"[1.9999999569969187, 6.647802458777538e-14, -0.00041474368437826984]","[49.4978553341156, 49.497789678775206, 49.497724023144706, 49.497789678572204]"
884,4.424999999999928,"[1.1983923310733282, 2.4852900042617088e-09, 0.992312421084184]","[1.0, 0.0, 1.0]","[0.0017974480205407335, -2.778668869808183e-09, 0.00866402601249783]","[0.0, 0.0, 0.0]","[0.9999999947439253, -1.584988891916623e-10, -0.00010252877487760776, 7.31013883696806e-20]","[[0.9999999787384198, 3.286805215903154e-14, -0.0002062114456320736], [3.28683594158261e-14, 1.0000000000000002, 3.187815820529795e-10], [0.0002062114456320736, -3.187815820530111e-10, 0.9999999787384198]]","[3.5476282390052884e-10, 0.00022948677055556273, 3.358354037402154e-19]",[9.800180379001588],"[0.9999999952596823, -1.5052172167751848e-10, -9.73685541289916e-05, 0.0]",[0.5],"[1.9999999574768397, 6.573610431806308e-14, -0.0004124228912641472]","[49.49799549352147, 49.49793020683176, 49.497864919854095, 49.49793020662991]"
885,4.429999999999928,"[1.198401318313431, 2.471396659912668e-09, 0.9923557412142465]","[1.0, 0.0, 1.0]","[0.0017873999589827652, -2.763135605147911e-09, 0.008615203543014684]","[0.0, 0.0, 0.0]","[0.9999999948025831, -1.5761198213654677e-10, -0.00010195505795421757, 7.393970038249646e-20]","[[0.9999999789757009, 3.2501247653789714e-14, -0.00020505754867741773], [3.250154005934165e-14, 1.0000000000000002, 3.169977767171456e-10], [0.00020505754867741773, -3.1699777671717557e-10, 0.9999999789757009]]","[3.5277575987609535e-10, 0.00022820139950481845, 3.358354037402154e-19]",[9.800235712146458],"[0.9999999953125818, -1.496794952283399e-10, -9.682373991830447e-05, 0.0]",[0.5],"[1.9999999579514018, 6.500249530757943e-14, -0.00041011509735483547]","[49.4981348627589, 49.49806994264069, 49.49800502223661, 49.49806994243997]"
886,4.434999999999928,"[1.1984102553132259, 2.4575809818869284e-09, 0.9923988172319615]","[1.0, 0.0, 1.0]","[0.0017774080669376773, -2.7476891727479824e-09, 0.008566656191781987]","[0.0, 0.0, 0.0]","[0.9999999948605862, -1.56730042741415e-10, -0.00010138455445840419, 7.477464069254248e-20]","[[0.9999999792103322, 3.2138529666621464e-14, -0.00020391011484862924], [3.213882542542146e-14, 1.0, 3.1522396263472807e-10], [0.00020391011484862924, -3.1522396263475826e-10, 0.9999999792103322]]","[3.507998371617586e-10, 0.00022692324178965847, -1.4831539998056414e-18]",[9.80029073349825],"[0.9999999953648905, -1.4884198566248505e-10, -9.628197693731881e-05, 0.0]",[0.5],"[1.9999999584206645, 6.427705933324293e-14, -0.0004078202296972585]","[49.498273446284344, 49.4982088906704, 49.498144334772654, 49.4982088904708]"
887,4.439999999999928,"[1.1984191423535606, 2.4438425360231884e-09, 0.9924416505129204]","[1.0, 0.0, 1.0]","[0.0017674720304241337, -2.732329087222462e-09, 0.008518382408490345]","[0.0, 0.0, 0.0]","[0.9999999949179416, -1.5585304315299245e-10, -0.00010081724635682943, 7.105628074209095e-20]","[[0.9999999794423441, 3.1779861557889385e-14, -0.00020276910787469393], [3.1780160656450616e-14, 0.9999999999999999, 3.134600838718137e-10], [0.00020276910787469393, -3.1346008387184397e-10, 0.9999999794423441]]","[3.488350557575185e-10, 0.00022565225677772488, 1.2453301055132224e-18]",[9.800345444813802],"[0.9999999954166152, -1.480091665165678e-10, -9.574324806634047e-05, 0.0]",[0.5],"[1.9999999588846882, 6.355972311577877e-14, -0.00040553821574938786]","[49.49841124852908, 49.49834705536412, 49.49828286191745, 49.49834705516565]"
888,4.4449999999999275,"[1.1984279797137127, 2.430180890587076e-09, 0.9924842424249629]","[1.0, 0.0, 1.0]","[0.0017575915372157957, -2.7170548658960673e-09, 0.00847038065156642]","[0.0, 0.0, 0.0]","[0.9999999949746564, -1.5498095551800633e-10, -0.0001002531157177361, 7.416670862800458e-20]","[[0.9999999796717659, 3.1425207181472854e-14, -0.00020163449168894058], [3.142549140659438e-14, 1.0000000000000002, 3.11706084721862e-10], [0.00020163449168894058, -3.1170608472189064e-10, 0.9999999796717659]]","[3.468812337644348e-10, 0.00022438840405989522, -5.736592980326344e-19]",[9.800399847840039],"[0.9999999954677625, -1.471810114728062e-10, -9.520753628225362e-05, 0.0]",[0.5],"[1.9999999593435318, 6.285041436294571e-14, -0.00040326898337788116]","[49.49854827389989, 49.49848444114, 49.49842060810042, 49.49848444094264]"
889,4.449999999999927,"[1.1984367676713987, 2.416595616257596e-09, 0.9925265943282208]","[1.0, 0.0, 1.0]","[0.0017477662768315145, -2.701866028804397e-09, 0.008422649388123636]","[0.0, 0.0, 0.0]","[0.9999999950307381, -1.5411375243792887e-10, -9.969214471038974e-05, 7.272056172485598e-20]","[[0.9999999798986257, 3.107449900176749e-14, -0.0002005062304278595], [3.107479566860051e-14, 1.0, 3.0996190947833267e-10], [0.0002005062304278595, -3.0996190947836244e-10, 0.9999999798986257]]","[3.4493846213197765e-10, 0.00022313164346265168, -5.736592980326344e-19]",[9.800453944314038],"[0.9999999955183388, -1.4635749436037415e-10, -9.467482465764306e-05, 0.0]",[0.5],"[1.9999999597972513, 6.214899800353498e-14, -0.000401012460855719]","[49.49868452677804, 49.49862105239118, 49.49855757772668, 49.498621052194935]"
890,4.454999999999927,"[1.1984455065027828, 2.403086286113574e-09, 0.9925687075751614]","[1.0, 0.0, 1.0]","[0.0017379959405255767, -2.686762098649591e-09, 0.008375187093913357]","[0.0, 0.0, 0.0]","[0.9999999950861939, -1.5325140628686025e-10, -9.91343156044897e-05, 7.128696690962309e-20]","[[0.9999999801229525, 3.0727715578683647e-14, -0.00019938428842998672], [3.0728006460929096e-14, 0.9999999999999999, 3.0822750334418007e-10], [0.00019938428842998672, -3.08227503344209e-10, 0.9999999801229525]]","[3.430065134864716e-10, 0.00022188193503934982, -1.4831539998055628e-18]",[9.800507735963102],"[0.9999999955683504, -1.455385891624066e-10, -9.414509636043782e-05, 0.0]",[0.5],"[1.999999960245905, 6.145543115736729e-14, -0.00039876857685997345]","[49.498820011520394, 49.498756893486075, 49.498693775176115, 49.498756893290924]"
891,4.459999999999927,"[1.1984541964824855, 2.3896524756203258e-09, 0.9926105835106309]","[1.0, 0.0, 1.0]","[0.001728280221278006, -2.6717426008228364e-09, 0.008327992253276207]","[0.0, 0.0, 0.0]","[0.9999999951410302, -1.5239389000733398e-10, -9.857961076960188e-05, 6.757255176180125e-20]","[[0.9999999803447752, 3.038480398141384e-14, -0.0001982686302347258], [3.038508912928008e-14, 1.0000000000000002, 3.06502811067611e-10], [0.0001982686302347258, -3.065028110676392e-10, 0.9999999803447752]]","[3.4108547877738687e-10, 0.00022063923906762666, -1.4831539998055628e-18]",[9.800561224504804],"[0.9999999956178037, -1.4472427000026802e-10, -9.36183346533964e-05, 0.0]",[0.5],"[1.9999999606895504, 6.076960796282769e-14, -0.0003965372604694516]","[49.498954732459346, 49.49889196876841, 49.49882920480385, 49.49889196857436]"
892,4.464999999999927,"[1.198462837883592, 2.3762937626162115e-09, 0.9926522234718973]","[1.0, 0.0, 1.0]","[0.0017186188137849193, -2.65680706334888e-09, 0.008281063359093515]","[0.0, 0.0, 0.0]","[0.9999999951952544, -1.5154117631451044e-10, -9.80280126745981e-05, 6.386918494112756e-20]","[[0.9999999805641208, 3.004572557607414e-14, -0.00019715922058121305], [3.0045995866279876e-14, 1.0, 3.047877785337e-10], [0.00019715922058121305, -3.047877785337267e-10, 0.9999999805641208]]","[3.391752215805181e-10, 0.00021940351604717235, 1.2453301055132224e-18]",[9.800614411647022],"[0.9999999956667049, -1.4391451115181173e-10, -9.309452289359222e-05, 0.0]",[0.5],"[1.9999999611282415, 6.009145115214828e-14, -0.0003943184411624261]","[49.49908869390282, 49.49902628255738, 49.4989638709403, 49.49902628236442]"
893,4.469999999999927,"[1.198471430977661, 2.363009727299467e-09, 0.9926936287886927]","[1.0, 0.0, 1.0]","[0.0017090114144489353, -2.6419550169085316e-09, 0.008234398912739391]","[0.0, 0.0, 0.0]","[0.9999999952488733, -1.5069323826461096e-10, -9.747950388710096e-05, 6.699753688139663e-20]","[[0.9999999807810175, 2.9710432966595405e-14, -0.00019605602440719687], [2.971068844333394e-14, 1.0, 3.030823511727748e-10], [0.00019605602440719687, -3.030823511727998e-10, 0.9999999807810175]]","[3.372756054716601e-10, 0.0002181747267105986, -2.392648701578491e-18]",[9.80066729908803],"[0.9999999957150602, -1.4310928702990614e-10, -9.257364453158192e-05, 0.0]",[0.5],"[1.999999961562035, 5.942086593319081e-14, -0.00039211204881439373]","[49.49922190013384, 49.49915983914783, 49.49909777789211, 49.49915983895595]"
894,4.474999999999927,"[1.198479976034733, 2.3497999522149244e-09, 0.9927348007832564]","[1.0, 0.0, 1.0]","[0.0016994577213696358, -2.6271859948054524e-09, 0.008187997424032773]","[0.0, 0.0, 0.0]","[0.9999999953018934, -1.498500492549151e-10, -9.693406707290148e-05, 6.102246286187752e-20]","[[0.9999999809954929, 2.937887021527682e-14, -0.00019495900684792696], [2.937913820542308e-14, 1.0000000000000002, 3.013864750972835e-10], [0.00019495900684792696, -3.013864750973097e-10, 0.9999999809954929]]","[3.35386721400283e-10, 0.00021695283200820467, 3.35835403740294e-19]",[9.800719888516527],"[0.9999999957628757, -1.4230857220060844e-10, -9.205568311123107e-05, 0.0]",[0.5],"[1.9999999619909858, 5.875774043055364e-14, -0.0003899180136958539]","[49.49935435541199, 49.49929264281032, 49.49923092994092, 49.499292642619515]"
895,4.479999999999927,"[1.1984884733233399, 2.336664022240897e-09, 0.9927757407703766]","[1.0, 0.0, 1.0]","[0.0016899574343340834, -2.6124995329329446e-09, 0.008141857411189791]","[0.0, 0.0, 0.0]","[0.9999999953543215, -1.4901158245533176e-10, -9.639168499541494e-05, 6.18780142491866e-20]","[[0.9999999812075735, 2.9051027405781907e-14, -0.0001938681332349898], [2.905127149563221e-14, 1.0000000000000002, 2.9970009710179533e-10], [0.0001938681332349898, -2.99700097101819e-10, 0.9999999812075735]]","[3.335082510432412e-10, 0.00021573779311698146, 3.35835403740294e-19]",[9.800772181611695],"[0.9999999958101573, -1.4151234137297288e-10, -9.154062226890553e-05, 0.0]",[0.5],"[1.999999962415147, 5.810205481156381e-14, -0.0003877362664699796]","[49.49948606397222, 49.49942469779135, 49.499363331344654, 49.499424697601604]"
896,4.484999999999927,"[1.1984969231105116, 2.3236015245762323e-09, 0.9928164500574325]","[1.0, 0.0, 1.0]","[0.0016805102548073903, -2.597895169796445e-09, 0.008095977400776512]","[0.0, 0.0, 0.0]","[0.9999999954061644, -1.4817781183157564e-10, -9.585234051511417e-05, 6.26984281283432e-20]","[[0.9999999814172863, 2.872683127737736e-14, -0.00019278336909522037], [2.872707878943321e-14, 1.0000000000000002, 2.9802316352613187e-10], [0.00019278336909522037, -2.9802316352615575e-10, 0.9999999814172863]]","[3.316406036731505e-10, 0.0002145295714258775, -1.4831539998055628e-18]",[9.800824180043255],"[0.999999995856911, -1.4072056938877405e-10, -9.102844573329754e-05, 0.0]",[0.5],"[1.9999999628345726, 5.745366255475473e-14, -0.00038556673819044074]","[49.49961703002629, 49.49955600831337, 49.49949498633656, 49.49955600812471]"
897,4.4899999999999265,"[1.1985053256617857, 2.31061204872725e-09, 0.9928569299444363]","[1.0, 0.0, 1.0]","[0.0016711158859233407, -2.5833724464357403e-09, 0.008050355927661913]","[0.0, 0.0, 0.0]","[0.9999999954574286, -1.4734871032618002e-10, -9.531601658899958e-05, 5.900455530737211e-20]","[[0.9999999816246578, 2.840625475607373e-14, -0.0001917046801495686], [2.8406505549785094e-14, 1.0000000000000002, 2.9635562230173033e-10], [0.0001917046801495686, -2.963556223017543e-10, 0.9999999816246578]]","[3.2978327906792493e-10, 0.00021332812854357527, 3.0643195090590788e-18]",[9.80087588547153],"[0.9999999959031429, -1.399332312405641e-10, -9.051913732466258e-05, 0.0]",[0.5],"[1.9999999632493155, 5.681250951214746e-14, -0.0003834093602991372]","[49.499747257761776, 49.49968657857511, 49.499625899126464, 49.4996865783875]"
898,4.494999999999926,"[1.1985136812412154, 2.297695186495071e-09, 0.9928971817240746]","[1.0, 0.0, 1.0]","[0.0016617740324750643, -2.568930906525453e-09, 0.008004991534971046]","[0.0, 0.0, 0.0]","[0.9999999955081202, -1.4652425213223526e-10, -9.47826962700498e-05, 6.667505709432929e-20]","[[0.9999999818297142, 2.8089266226525656e-14, -0.00019063203231203953], [2.8089502244745814e-14, 1.0000000000000002, 2.946974193136647e-10], [0.00019063203231203953, -2.946974193136872e-10, 0.9999999818297142]]","[3.279362317528294e-10, 0.0002121334263023111, 2.1548248072861504e-18]",[9.80092729954748],"[0.9999999959488587, -1.3915030203863064e-10, -9.001268095419282e-05, 0.0]",[0.5],"[1.9999999636594283, 5.617853245305131e-14, -0.00038126406462407907]","[49.49987675134228, 49.49981641275152, 49.49975607390064, 49.499816412564954]"
899,4.499999999999926,"[1.1985219901113777, 2.284850531962444e-09, 0.9929372066817495]","[1.0, 0.0, 1.0]","[0.0016524844009057618, -2.5545700962526806e-09, 0.007959882774038491]","[0.0, 0.0, 0.0]","[0.9999999955582461, -1.457044115565159e-10, -9.425236270666297e-05, 7.203364153411434e-20]","[[0.999999982032481, 2.7775794021978112e-14, -0.00018956539168859464], [2.777606072220529e-14, 1.0, 2.930485029481193e-10], [0.00018956539168859464, -2.930485029481445e-10, 0.999999982032481]]","[3.2609982552574456e-10, 0.0002109454267484618, 3.358354037402543e-19]",[9.800978423912758],"[0.9999999959940641, -1.383717570687014e-10, -8.950906062370756e-05, 0.0]",[0.5],"[1.999999964064962, 5.5551588043956224e-14, -0.00037913078337718927]","[49.50000551490836, 49.49994551499397, 49.499885514821344, 49.49994551480847]"
900,4.504999999999926,"[1.1985302525333823, 2.2720776814811805e-09, 0.9929770060956197]","[1.0, 0.0, 1.0]","[0.0016432466992994837, -2.540289564306056e-09, 0.007915028204362193]","[0.0, 0.0, 0.0]","[0.9999999956078124, -1.4488916199630266e-10, -9.372499914212121e-05, 7.287262781282211e-20]","[[0.9999999822329844, 2.7465826024688834e-14, -0.00018850472457603435], [2.746611415925369e-14, 1.0000000000000002, 2.914088218186519e-10], [0.00018850472457603435, -2.914088218186791e-10, 0.9999999822329844]]","[3.242736511140547e-10, 0.00020976409214536415, -3.302143403351419e-18]",[9.801029260199781],"[0.9999999960387648, -1.3759757173621912e-10, -8.900826042502677e-05, 0.0]",[0.5],"[1.9999999644659687, 5.493165204937767e-14, -0.0003770094491520687]","[49.50013355257701, 49.500073889430475, 49.500014226027545, 49.50007388924601]"
901,4.509999999999926,"[1.1985384687668788, 2.25937623365965e-09, 0.9930165812366415]","[1.0, 0.0, 1.0]","[0.0016340606373719598, -2.526088861965085e-09, 0.007870426393557364]","[0.0, 0.0, 0.0]","[0.9999999956568251, -1.4407847787205764e-10, -9.320058891404828e-05, 6.462763089136005e-20]","[[0.9999999824312493, 2.7159327422357267e-14, -0.00018744999746092686], [2.715961891286724e-14, 1.0000000000000002, 2.897783227198309e-10], [0.00018744999746092686, -2.897783227198582e-10, 0.9999999824312493]]","[3.224576175682896e-10, 0.00020858938496535684, 3.358354037402944e-19]",[9.801079810031764],"[0.9999999960829665, -1.3682772156714742e-10, -8.85102645396167e-05, 0.0]",[0.5],"[1.9999999648624986, 5.4318654844714534e-14, -0.0003748999949218537]","[49.50026086844231, 49.500201540165676, 49.50014221163452, 49.50020153998224]"
902,4.514999999999926,"[1.1985466390700656, 2.246745789349825e-09, 0.9930559333686093]","[1.0, 0.0, 1.0]","[0.0016249259264614804, -2.5119675430000635e-09, 0.007826075917310774]","[0.0, 0.0, 0.0]","[0.9999999957052909, -1.4327233383161878e-10, -9.267911545388714e-05, 6.546414716773606e-20]","[[0.9999999826273006, 2.6856268719769682e-14, -0.0001864011770185237], [2.6856527230292122e-14, 1.0000000000000002, 2.8815695449258725e-10], [0.0001864011770185237, -2.8815695449261134e-10, 0.9999999826273006]]","[3.206519067873896e-10, 0.0002074212678996484, -5.73659298032634e-19]",[9.801130075022769],"[0.9999999961266749, -1.3606218225990444e-10, -8.801505723782776e-05, 0.0]",[0.5],"[1.9999999652546012, 5.3712537439539365e-14, -0.0003728023540370474]","[49.50038746657465, 49.50032847128109, 49.50026947573481, 49.50032847109869]"
903,4.519999999999926,"[1.198554763699698, 2.2341859516348245e-09, 0.9930950637481959]","[1.0, 0.0, 1.0]","[0.0016158422795198276, -2.4979251636499872e-09, 0.0077819753593352595]","[0.0, 0.0, 0.0]","[0.9999999957532155, -1.4247070406807386e-10, -9.216056228635268e-05, 6.404487733250939e-20]","[[0.9999999828211633, 2.6556575408763144e-14, -0.0001853582301117146], [2.655683726535069e-14, 1.0000000000000002, 2.865446664325994e-10], [0.0001853582301117146, -2.865446664326237e-10, 0.9999999828211633]]","[3.1885615497347403e-10, 0.00020625970384412922, -5.73659298032634e-19]",[9.80118005677777],"[0.9999999961698953, -1.3530092964089253e-10, -8.752262287869917e-05, 0.0]",[0.5],"[1.9999999656423266, 5.311315081752629e-14, -0.0003707164602234292]","[49.50051335102213, 49.50045468683516, 49.50039602239728, 49.500454686653775]"
904,4.524999999999926,"[1.1985628429110957, 2.2216963258165745e-09, 0.9931339736249926]","[1.0, 0.0, 1.0]","[0.0016068094111032585, -2.4839612826673147e-09, 0.007738123311324565]","[0.0, 0.0, 0.0]","[0.9999999958006051, -1.4167356368400651e-10, -9.164491302892003e-05, 6.260398727920787e-20]","[[0.9999999830128617, 2.626023230273836e-14, -0.00018432112378993326], [2.6260488482246604e-14, 1.0000000000000002, 2.849414069260512e-10], [0.00018432112378993326, -2.8494140692607476e-10, 0.9999999830128617]]","[3.170705895002183e-10, 0.00020510465590887561, 1.2453301055132228e-18]",[9.801229756892706],"[0.9999999962126331, -1.3454393965956e-10, -8.703294590919704e-05, 0.0]",[0.5],"[1.9999999660257235, 5.252046460547672e-14, -0.0003686422475798665]","[49.50063852580947, 49.50058019086346, 49.50052185566835, 49.5005801906831]"
905,4.529999999999926,"[1.1985708769581513, 2.209276519403238e-09, 0.9931726642415492]","[1.0, 0.0, 1.0]","[0.0015978270373635374, -2.4700754612290174e-09, 0.007694518372908221]","[0.0, 0.0, 0.0]","[0.9999999958474656, -1.4088088721356654e-10, -9.113215139128915e-05, 6.571498248884925e-20]","[[0.99999998320242, 2.5967197636661845e-14, -0.00018328982528813368], [2.596744805260991e-14, 1.0000000000000002, 2.8334712617811506e-10], [0.00018328982528813368, -2.83347126178138e-10, 0.99999998320242]]","[3.1529498299394705e-10, 0.0002039560874148303, 3.0643195090590795e-18]",[9.801279176954505],"[0.999999996254894, -1.3379118841751287e-10, -8.65460108637702e-05, 0.0]",[0.5],"[1.99999996640484, 5.193439527332369e-14, -0.00036657965057626735]","[49.50076299493874, 49.500704987378754, 49.50064697957145, 49.500704987199406]"
906,4.5349999999999255,"[1.198578866093338, 2.1969261420970926e-09, 0.9932111368334137]","[1.0, 0.0, 1.0]","[0.0015888948760390182, -2.4562672629924814e-09, 0.007651159151607021]","[0.0, 0.0, 0.0]","[0.9999999958938028, -1.4009264975933735e-10, -9.062226117485762e-05, 7.336472000289453e-20]","[[0.9999999833898622, 2.5677425253407323e-14, -0.0001822643020257195], [2.5677688113336186e-14, 1.0000000000000002, 2.817617732570956e-10], [0.0001822643020257195, -2.817617732571196e-10, 0.9999999833898622]]","[3.1352938092939525e-10, 0.00020281396188789058, -1.4831539998055227e-18]",[9.801328318541175],"[0.9999999962966831, -1.330426521295271e-10, -8.606180236397371e-05, 0.0]",[0.5],"[1.9999999667797244, 5.1354850506814645e-14, -0.000364528604051439]","[49.5008867623897, 49.50082908037119, 49.500771398107105, 49.50082908019285]"
