,t,p,p_d,v,v_d,q,R,w,T_sp,q_sp,hover_throttle,fa,pwm
349,1.7499999999999847,"[1.1677407565992575, 4.986945845155815e-08, 0.8419527759162159]","[1.0, 0.0, 1.0]","[0.03606107587581564, -5.574685053102722e-08, 0.17812025881477578]","[0.0, 0.0, 0.0]","[0.9999978010684735, -3.2420480489082384e-09, -0.0020971071068466617, 1.8666262678303853e-17]","[[0.9999911030783714, 1.3754282274920953e-11, -0.004218265532458071], [1.3754364549930775e-11, 1.0, 6.521288013208236e-09], [0.004218265532458071, -6.521288013381765e-09, 0.9999911030783714]]","[7.398081152115336e-09, 0.004784151495855808, -4.841813956835306e-15]",[9.608208051802473],"[0.9999980208754301, -3.0756996184602695e-09, -0.0019895339209865244, 0.0]",[0.5],"[1.9999822061567427, 2.7508564549841906e-11, -0.008436531064916142]","[49.01216185677842, 49.01073365260642, 49.0093054024046, 49.010733648197245]"
350,1.7549999999999846,"[1.1679210619786367, 4.959072419890301e-08, 0.8428433772102898]","[1.0, 0.0, 1.0]","[0.035859558070644705, -5.5435311647327e-08, 0.17711655915405755]","[0.0, 0.0, 0.0]","[0.9999978260791436, -3.223552886441908e-09, -0.0020851467542579356, 1.6860600173693962e-17]","[[0.9999912042835649, 1.359780667576438e-11, -0.004194204990903461], [1.359788134065091e-11, 1.0, 6.484081839654857e-09], [0.004194204990903461, -6.484081839811438e-09, 0.9999912042835649]]","[7.355105026346136e-09, 0.00475632092138449, -4.904569091257638e-15]",[9.609344588926486],"[0.9999980433617903, -3.058170803860973e-09, -0.001978199330457028, 0.0]",[0.5],"[1.9999824085671298, 2.719561335152876e-11, -0.008388409981806922]","[49.015051770899625, 49.01363226130573, 49.01221270621494, 49.01363225692163]"
351,1.7599999999999845,"[1.1681003597689898, 4.931354764066638e-08, 0.8437289600060601]","[1.0, 0.0, 1.0]","[0.035659166004379614, -5.5125513585246834e-08, 0.17611851495656058]","[0.0, 0.0, 0.0]","[0.999997850802516, -3.2051651635976264e-09, -0.0020732559776575677, 1.5152548946999082e-17]","[[0.9999913043260265, 1.3443127955559253e-11, -0.004170284442627837], [1.3443195397813332e-11, 1.0, 6.447091757315801e-09], [0.004170284442627837, -6.447091757456429e-09, 0.9999913043260265]]","[7.312372235884394e-09, 0.004728658125617953, -4.933672921714371e-15]",[9.610474730055588],"[0.9999980655902475, -3.0407439565063814e-09, -0.001966930543540603, 0.0]",[0.5],"[1.999982608652053, 2.6886255911118507e-11, -0.008340568885255674]","[49.01792525691725, 49.016514387781235, 49.015103473674934, 49.01651438342221]"
352,1.7649999999999844,"[1.1682786555990117, 4.9037920072740145e-08, 0.8446095525808429]","[1.0, 0.0, 1.0]","[0.03545989339197795, -5.481744664020695e-08, 0.17512609436778612]","[0.0, 0.0, 0.0]","[0.9999978752419373, -3.186884272049167e-09, -0.002061434357606529, 1.354127842797395e-17]","[[0.9999914032193022, 1.3290225364584387e-11, -0.004146503043642074], [1.3290285974649912e-11, 1.0, 6.410316550066612e-09], [0.004146503043642074, -6.410316550192272e-09, 0.9999914032193022]]","[7.269882325982762e-09, 0.004701162079959753, -4.933672921714371e-15]",[9.611598511049664],"[0.9999980875638015, -3.023418473197582e-09, -0.001955727163932694, 0.0]",[0.5],"[1.9999828064386045, 2.6580450729168775e-11, -0.008293006087284147]","[49.02078240900187, 49.01938012638333, 49.01797779931486, 49.01938012204934]"
353,1.7699999999999843,"[1.1684559550659717, 4.876383283953911e-08, 0.8454851830526818]","[1.0, 0.0, 1.0]","[0.035261733983364976, -5.4511101157833724e-08, 0.17413926571216687]","[0.0, 0.0, 0.0]","[0.9999978994007146, -3.1687096046069475e-09, -0.0020496814772371476, 1.2021396229128557e-17]","[[0.9999915009767787, 1.3139078381736743e-11, -0.004122859955114515], [1.3139132546735366e-11, 1.0000000000000002, 6.3737550013264025e-09], [0.004122859955114515, -6.37375500143806e-09, 0.9999915009767787]]","[7.227635342115973e-09, 0.004673831759034969, -4.9027501018540916e-15]",[9.612715967572377],"[0.9999981092854162, -3.0061937524233636e-09, -0.0019445887978273794, 0.0]",[0.5],"[1.9999830019535574, 2.6278156763473485e-11, -0.00824571991022903]","[49.023623320779976, 49.02222957092349, 49.02083577713128, 49.02222956661453]"
354,1.7749999999999841,"[1.1686322637358886, 4.8491277333749946e-08, 0.8463558793812427]","[1.0, 0.0, 1.0]","[0.03506468156325244, -5.420646753395064e-08, 0.17315799749208308]","[0.0, 0.0, 0.0]","[0.9999979232821161, -3.1506405539675126e-09, -0.0020379969222450566, 1.060129619202925e-17]","[[0.9999915976116838, 1.2989666723870662e-11, -0.0040993543433554035], [1.2989714809354571e-11, 1.0, 6.337405896786354e-09], [0.0040993543433554035, -6.337405896884914e-09, 0.9999915976116838]]","[7.1856306476377355e-09, 0.004646666140798975, -4.850908903853035e-15]",[9.613827135092038],"[0.9999981307580211, -2.9890691945436988e-09, -0.0019335150539068534, 0.0]",[0.5],"[1.9999831952233675, 2.5979333447741324e-11, -0.008198708686710807]","[49.026448085336504, 49.02506281467701, 49.02367750058981, 49.025062810393]"
355,1.779999999999984,"[1.168807587143705, 4.8220244996080196e-08, 0.8472216693687031]","[1.0, 0.0, 1.0]","[0.03486872995095732, -5.3903536214688403e-08, 0.1721822583868834]","[0.0, 0.0, 0.0]","[0.9999979468893709, -3.1326765144187723e-09, -0.002026380280880869, 9.269949932919874e-18]","[[0.9999916931370899, 1.2841970301624149e-11, -0.004075985379800802], [1.2842012706720853e-11, 1.0, 6.301268021908646e-09], [0.004075985379800802, -6.301268021995068e-09, 0.9999916931370899]]","[7.14386806064911e-09, 0.004619664206671591, -4.7754208436058616e-15]",[9.614932048882487],"[0.9999981519845104, -2.9720442019048072e-09, -0.0019225055433300302, 0.0]",[0.5],"[1.9999833862741798, 2.5683940603248298e-11, -0.008151970759601604]","[49.02925679521634, 49.027879950385625, 49.02650306262924, 49.02787994612656]"
356,1.784999999999984,"[1.1689819307934597, 4.7950727315006755e-08, 0.8480825806606376]","[1.0, 0.0, 1.0]","[0.03467387300022068, -5.3602297696430156e-08, 0.17121201725191004]","[0.0, 0.0, 0.0]","[0.9999979702256708, -3.1148168807032123e-09, -0.0020148311439415222, 8.030928766758659e-18]","[[0.9999917875659147, 1.2695969290531829e-11, -0.004052752240995953], [1.269600637025543e-11, 1.0000000000000002, 6.265340165337079e-09], [0.004052752240995953, -6.265340165412216e-09, 0.9999917875659147]]","[7.102347171877482e-09, 0.004592824941649501, -4.6835618787267954e-15]",[9.616030744023977],"[0.9999981729677442, -2.9551181790162128e-09, -0.0019115598797214046, 0.0]",[0.5],"[1.9999835751318293, 2.5391938581063658e-11, -0.008105504481991906]","[49.03204954242803, 49.03068107026036, 49.02931255566302, 49.03068106602618]"
357,1.7899999999999838,"[1.1691553001584607, 4.76827158265246e-08, 0.8489386407468972]","[1.0, 0.0, 1.0]","[0.03448010459902648, -5.330274252586498e-08, 0.1702472431175284]","[0.0, 0.0, 0.0]","[0.9999979932941689, -3.0970610485862693e-09, -0.0020033491047613356, 6.876094383748977e-18]","[[0.9999918809109231, 1.2551644056006304e-11, -0.004029654108577977], [1.2551676179656166e-11, 1.0000000000000002, 6.229621116623373e-09], [0.004029654108577977, -6.229621116688097e-09, 0.9999918809109231]]","[7.061067390151293e-09, 0.004566147334432121, -4.575332009215817e-15]",[9.617123255404046],"[0.9999981937105485, -2.938290532642318e-09, -0.0019006776791592394, 0.0]",[0.5],"[1.9999837618218461, 2.5103288112012608e-11, -0.008059308217155954]","[49.03482641844582, 49.03346626598406, 49.03210607158271, 49.03346626177471]"
358,1.7949999999999837,"[1.1693277006814558, 4.741620211389528e-08, 0.8497898769624849]","[1.0, 0.0, 1.0]","[0.0342874186694206, -5.300486129998576e-08, 0.16928790518816134]","[0.0, 0.0, 0.0]","[0.9999980160979816, -3.0794084153111273e-09, -0.001991933759202756, 5.802745171964797e-18]","[[0.9999919731847292, 1.2408975205991841e-11, -0.004006690169258011], [1.2409002710314183e-11, 1.0000000000000002, 6.194109667364058e-09], [0.004006690169258011, -6.194109667419158e-09, 0.9999919731847292]]","[7.020028442622133e-09, 0.004539630377552844, -4.449821740371132e-15]",[9.618209617718426],"[0.9999982142157168, -2.9215606719501646e-09, -0.0018898585601633644, 0.0]",[0.5],"[1.9999839463694584, 2.4817950411983683e-11, -0.008013380338516021]","[49.037587514212184, 49.03623562871426, 49.03488370176099, 49.0362356245297]"
359,1.7999999999999836,"[1.1694991377748027, 4.715117780739535e-08, 0.8506363164884256]","[1.0, 0.0, 1.0]","[0.03409580916732993, -5.27086446660423e-08, 0.16833397284132795]","[0.0, 0.0, 0.0]","[0.9999980386401884, -3.061858378802914e-09, -0.0019805847056467776, 4.817358851547181e-18]","[[0.9999920643997979, 1.2267943556195273e-11, -0.003983859614802701], [1.2267966767129913e-11, 1.0, 6.158804612109996e-09], [0.003983859614802701, -6.15880461215623e-09, 0.9999920643997979]]","[6.979229328845831e-09, 0.004513273067502228, -4.314307029806966e-15]",[9.619289865471922],"[0.9999982344860082, -2.9049280086284128e-09, -0.0018791021436828136, 0.0]",[0.5],"[1.9999841287995959, 2.4535887112390546e-11, -0.007967719229605402]","[49.04033292014085, 49.038989249085866, 49.03764553705392, 49.038989244926]"
360,1.8049999999999835,"[1.1696696168206393, 4.6887634584065135e-08, 0.8514779863526323]","[1.0, 0.0, 1.0]","[0.03390527008238164, -5.2414083321570015e-08, 0.1673854156266869]","[0.0, 0.0, 0.0]","[0.9999980609238325, -3.044410339487649e-09, -0.001969301544983047, 3.911383322182568e-18]","[[0.9999921545684476, 1.2128530117128173e-11, -0.003961161642015065], [1.2128549386525784e-11, 1.0, 6.1237047467748e-09], [0.003961161642015065, -6.123704746812964e-09, 0.9999921545684476]]","[6.938669730499241e-09, 0.004487074404864739, -4.16969737222507e-15]",[9.620364032979323],"[0.9999982545241503, -2.88839195698311e-09, -0.0018684080530828537, 0.0]",[0.5],"[1.9999843091368952, 2.4257060234256345e-11, -0.00792232328403013]","[49.04306272611893, 49.04172721721382, 49.04039166780442, 49.0417272130786]"
361,1.8099999999999834,"[1.1698391431710513, 4.6625564167457285e-08, 0.8523149134307657]","[1.0, 0.0, 1.0]","[0.033715795437722684, -5.2121168014242635e-08, 0.1664422032650843]","[0.0, 0.0, 0.0]","[0.9999980829519208, -3.027063698586982e-09, -0.0019580838805996342, 3.0804305514742656e-18]","[[0.9999922437028499, 1.1990716147479305e-11, -0.003938595452714709], [1.1990731792982254e-11, 1.0, 6.088808872272826e-09], [0.003938595452714709, -6.088808872303637e-09, 0.9999922437028499]]","[6.898348783562396e-09, 0.00446103339444067, -4.0178117570289914e-15]",[9.621432154366278],"[0.9999982743328374, -2.8719519340726183e-09, -0.0018577759141320206, 0.0]",[0.5],"[1.9999844874056998, 2.398143229495861e-11, -0.007877190905429418]","[49.04577702151031, 49.04444962269589, 49.04312218384417, 49.04444961858524]"
362,1.8149999999999833,"[1.17000772214824, 4.6364958327386074e-08, 0.8531471244470912]","[1.0, 0.0, 1.0]","[0.0335273792898396, -5.1829889541887974e-08, 0.16550430564760613]","[0.0, 0.0, 0.0]","[0.9999981047274249, -3.0098178594824275e-09, -0.0019469313183724916, 2.3191937946297714e-18]","[[0.9999923318150332, 1.1854483106653668e-11, -0.003916160253717384], [1.185449542835225e-11, 1.0000000000000002, 6.054115791108602e-09], [0.003916160253717384, -6.054115791132729e-09, 0.9999923318150332]]","[6.85826589686374e-09, 0.00443514904537165, -3.859559678920522e-15]",[9.62249426357022],"[0.9999982939147329, -2.8556073597511953e-09, -0.0018472053549887597, 0.0]",[0.5],"[1.9999846636300664, 2.3708966213307335e-11, -0.007832320507434768]","[49.04847589515825, 49.04715655461537, 49.04583717449657, 49.047156550529216]"
363,1.8199999999999832,"[1.170175359044689, 4.610580887967663e-08, 0.8539746459753292]","[1.0, 0.0, 1.0]","[0.033340015728378504, -5.154023875237147e-08, 0.16457169283463527]","[0.0, 0.0, 0.0]","[0.9999981262532809, -2.992672227033255e-09, -0.0019358434666546058, 1.6249581444929772e-18]","[[0.9999924189168834, 1.1719812668067589e-11, -0.003893855256813917], [1.1719821944825186e-11, 1.0000000000000002, 6.019624310105334e-09], [0.003893855256813917, -6.019624310123395e-09, 0.9999924189168833]]","[6.818420388282247e-09, 0.004409420371276161, -3.6985791167067136e-15]",[9.623550394341251],"[0.9999983132724679, -2.839357656797001e-09, -0.0018366960061874974, 0.0]",[0.5],"[1.9999848378337668, 2.3439625336135177e-11, -0.007787710513627834]","[49.05115943538756, 49.0498481015438, 49.04853672857994, 49.04984809748206]"
364,1.824999999999983,"[1.170342059123331, 4.584810768591477e-08, 0.8547975044395024]","[1.0, 0.0, 1.0]","[0.03315369887596551, -5.125220654354437e-08, 0.16364433505491327]","[0.0, 0.0, 0.0]","[0.9999981475323907, -2.9756262078038527e-09, -0.001924819936264807, 9.902254979602149e-19]","[[0.9999925050201454, 1.1586686707171833e-11, -0.003871679678748523], [1.1586693206992232e-11, 1.0000000000000002, 5.985333239040685e-09], [0.003871679678748523, -5.985333239053268e-09, 0.9999925050201454]]","[6.7788110754748046e-09, 0.004383846390348258, -3.5339605756858134e-15]",[9.62460058024306],"[0.9999983324086428, -2.8232022509714614e-09, -0.0018262475006253266, 0.0]",[0.5],"[1.9999850100402907, 2.3173373414343665e-11, -0.007743359357497046]","[49.05382773000925, 49.05252435154373, 49.05122093440841, 49.05252434750629]"
365,1.829999999999983,"[1.1705078276177108, 4.5591846653197054e-08, 0.855615726114777]","[1.0, 0.0, 1.0]","[0.03296842288802749, -5.096578386316907e-08, 0.16272220270460647]","[0.0, 0.0, 0.0]","[0.9999981685676217, -2.9586792113143035e-09, -0.0019138603404763304, 4.115707750512468e-19]","[[0.9999925901364259, 1.1455087314858475e-11, -0.0038496327411964423], [1.145509127575313e-11, 1.0, 5.951241391101559e-09], [0.0038496327411964423, -5.951241391109182e-09, 0.9999925901364259]]","[6.739437276320386e-09, 0.0043584261254888184, -3.3638850664542556e-15]",[9.625644854653824],"[0.999998351325827, -2.80714057111197e-09, -0.0018158594735475265, 0.0]",[0.5],"[1.9999851802728519, 2.291017462971695e-11, -0.007699265482392885]","[49.05648086632157, 49.055185392171374, 49.05388987979628, 49.05518538815816]"
366,1.8349999999999829,"[1.170672669732151, 4.533701773388121e-08, 0.8564293371283]","[1.0, 0.0, 1.0]","[0.03278418195261321, -5.0680961708723094e-08, 0.16180526634637685]","[0.0, 0.0, 0.0]","[0.9999981893618067, -2.941830648789837e-09, -0.0019029642950050508, -1.0575462802475307e-19]","[[0.9999926742771942, 1.132499678231242e-11, -0.003827713670741069], [1.1324998428592504e-11, 0.9999999999999999, 5.917347585385219e-09], [0.003827713670741069, -5.917347585388371e-09, 0.9999926742771942]]","[6.700298035849555e-09, 0.004333158604409487, -3.193809557222718e-15]",[9.626683250767112],"[0.99999837002656, -2.791172049212644e-09, -0.0018055315625335323, 0.0]",[0.5],"[1.9999853485543884, 2.264999356462484e-11, -0.007655427341482138]","[49.05911893111408, 49.0578313104794, 49.05654365205933, 49.05783130649031]"
367,1.8399999999999828,"[1.170836590641914, 4.5083612925337594e-08, 0.8572383634600319]","[1.0, 0.0, 1.0]","[0.03260097029021498, -5.0397731127322475e-08, 0.1608934967084576]","[0.0, 0.0, 0.0]","[0.9999982099177464, -2.925079933842925e-09, -0.001892131417997461, -5.674150765943755e-19]","[[0.9999927574537838, 1.1196397584706079e-11, -0.0038059216988504357], [1.1196397161688334e-11, 0.9999999999999999, 5.883650644398215e-09], [0.0038059216988504357, -5.883650644397409e-09, 0.9999927574537838]]","[6.661392535517079e-09, 0.004308042859746961, -3.0255530373947264e-15]",[9.627715801592801],"[0.9999983885133504, -2.7752961204419103e-09, -0.0017952634074823123, 0.0]",[0.5],"[1.9999855149075676, 2.2392795169412158e-11, -0.0076118433977008714]","[49.061742010669924, 49.06046219301961, 49.05918233801812, 49.060462189054554]"
368,1.8449999999999827,"[1.1709995954933652, 4.483162426970098e-08, 0.8580428309435741]","[1.0, 0.0, 1.0]","[0.03241878215359068, -5.0116083215578495e-08, 0.1599868646837331]","[0.0, 0.0, 0.0]","[0.999998230238207, -2.908426482132234e-09, -0.0018813613300183568, -9.803319187822193e-19]","[[0.9999928396773942, 1.106927242078439e-11, -0.0037842560618531764], [1.1069270151128146e-11, 1.0, 5.850149395420637e-09], [0.0037842560618531764, -5.850149395416342e-09, 0.9999928396773942]]","[6.622719592979847e-09, 0.004283077929166352, -2.8554775281631887e-15]",[9.62874253995798],"[0.999998406788678, -2.759512223221672e-09, -0.001785054650597756, 0.0]",[0.5],"[1.9999856793547883, 2.213854484156878e-11, -0.007568512123706353]","[49.06435019076905, 49.06307812584569, 49.0618060240001, 49.063078121904546]"
369,1.8499999999999825,"[1.1711616894041332, 4.4581043853623086e-08, 0.8588427652669928]","[1.0, 0.0, 1.0]","[0.03223761182758642, -4.983600911948632e-08, 0.15908534132882363]","[0.0, 0.0, 0.0]","[0.9999982503259228, -2.8918697122721506e-09, -0.0018706536540382707, -1.3408441960993601e-18]","[[0.999992920959092, 1.0943604190030187e-11, -0.0037627160009139123], [1.0943600268709453e-11, 1.0000000000000002, 5.816842669824025e-09], [0.0037627160009139123, -5.816842669816648e-09, 0.999992920959092]]","[6.5842783442178915e-09, 0.004258262855443449, -2.689039997738743e-15]",[9.629763498507844],"[0.9999984248549928, -2.743819799271726e-09, -0.0017749049363743052, 0.0]",[0.5],"[1.999985841918184, 2.1887208380060374e-11, -0.007525432001827825]","[49.066943556691974, 49.06567919451586, 49.064414795841266, 49.06567919059853]"
370,1.8549999999999824,"[1.1713228774632711, 4.433186380802565e-08, 0.8596381919736369]","[1.0, 0.0, 1.0]","[0.032057453628959634, -4.95575000342251e-08, 0.15818889786317453]","[0.0, 0.0, 0.0]","[0.9999982701835952, -2.875409045036933e-09, -0.0018600080154206947, -1.656019263442738e-18]","[[0.9999930013098132, 1.0819375970212697e-11, -0.003741300762008128], [1.0819370606845296e-11, 0.9999999999999999, 5.783729304890375e-09], [0.003741300762008128, -5.783729304880341e-09, 0.9999930013098132]]","[6.546067561413365e-09, 0.004233596686573269, -2.5262404461213888e-15]",[9.630778709706625],"[0.9999984427147162, -2.7282182936704518e-09, -0.001764813911581687, 0.0]",[0.5],"[1.9999860026196263, 2.1638751940425395e-11, -0.007482601524016256]","[49.0695221932212, 49.06826548409562, 49.06700873889018, 49.06826548020199]"
371,1.8599999999999823,"[1.171483164731416, 4.4084076307854526e-08, 0.8604291364629527]","[1.0, 0.0, 1.0]","[0.03187830190620282, -4.92805472040337e-08, 0.15729750566815034]","[0.0, 0.0, 0.0]","[0.9999982898138943, -2.8590439042702365e-09, -0.0018494240419090367, -1.9317891960786715e-18]","[[0.9999930807403653, 1.0696571054796519e-11, -0.003720009595896633], [1.0696564430730923e-11, 1.0000000000000002, 5.750808142220553e-09], [0.003720009595896633, -5.750808142208233e-09, 0.9999930807403653]]","[6.508086198647361e-09, 0.0042090784758511786, -2.363440894504014e-15]",[9.631788205838506],"[0.9999984603702405, -2.712707154869293e-09, -0.0017547812252500712, 0.0]",[0.5],"[1.9999861614807306, 2.1393142109593038e-11, -0.007440019191793266]","[49.07208618464531, 49.0708370791605, 49.069587938009384, 49.07083707529044]"
372,1.8649999999999822,"[1.171642556240947, 4.3837673571834355e-08, 0.8612156239912935]","[1.0, 0.0, 1.0]","[0.03170015103936784, -4.900514192199796e-08, 0.1564111362861331]","[0.0, 0.0, 0.0]","[0.9999983092194582, -2.8427737164303808e-09, -0.0018389013636133694, -2.1630722837854313e-18]","[[0.9999931592614265, 1.0575172930433491e-11, -0.0036988417580994734], [1.0575165203289923e-11, 1.0, 5.718078029553297e-09], [0.0036988417580994734, -5.718078029539006e-09, 0.9999931592614265]]","[6.470333255475707e-09, 0.0041847072819445694, -2.2051888163955246e-15]",[9.632792019008487],"[0.9999984778239303, -2.6972858347461135e-09, -0.0017448065286552858, 0.0]",[0.5],"[1.999986318522853, 2.1150345860866982e-11, -0.007397683516198947]","[49.07463561476208, 49.07339406379863, 49.072152477577426, 49.07339405995205]"
373,1.8699999999999821,"[1.1718010569961437, 4.3592647862224366e-08, 0.8619976796727241]","[1.0, 0.0, 1.0]","[0.03152299543989089, -4.873127552988073e-08, 0.15552976141962555]","[0.0, 0.0, 0.0]","[0.9999983284028937, -2.826597910476631e-09, -0.0018284396129970017, -2.3540988524971368e-18]","[[0.99999323688355, 1.0455165253313399e-11, -0.003677796508869451], [1.0455156601038895e-11, 1.0000000000000002, 5.685537819855748e-09], [0.003677796508869451, -5.685537819839838e-09, 0.99999323688355]]","[6.4328074131310855e-09, 0.004160482168977391, -2.050574717094147e-15]",[9.633790181143342],"[0.9999984950781219, -2.681953788612328e-09, -0.0017348894753034078, 0.0]",[0.5],"[1.9999864737671, 2.0910330506626798e-11, -0.007355593017738902]","[49.07717056688059, 49.07593652161358, 49.074702441492384, 49.07593651779033]"
374,1.874999999999982,"[1.171958671973343, 4.334899148457496e-08, 0.8627753284798222]","[1.0, 0.0, 1.0]","[0.03134682955041811, -4.8458939417961997e-08, 0.15465335293035878]","[0.0, 0.0, 0.0]","[0.9999983473667773, -2.8105159186650334e-09, -0.0018180384248628408, -2.5062982185875453e-18]","[[0.9999933136171633, 1.0336531887249886e-11, -0.003656873113165271], [1.0336522470870215e-11, 1.0, 5.653186371096095e-09], [0.003656873113165271, -5.653186371078878e-09, 0.9999933136171633]]","[6.39550744379565e-09, 0.004136402206600728, -1.9050555648104985e-15]",[9.63478272399249],"[0.999998512135124, -2.6667104752418154e-09, -0.0017250297209155958, 0.0]",[0.5],"[1.9999866272343265, 2.0673063774499772e-11, -0.007313746226330542]","[49.07969112382457, 49.07846453572691, 49.07723791317373, 49.078464531926876]"
375,1.879999999999982,"[1.1721154061210952, 4.3106696787485154e-08, 0.863548595244474]","[1.0, 0.0, 1.0]","[0.031171647844631844, -4.818812502480134e-08, 0.1537818828384046]","[0.0, 0.0, 0.0]","[0.9999983661136547, -2.7945271763210118e-09, -0.0018076974363395739, -2.6338500988278964e-18]","[[0.9999933894725714, 1.0219256880231589e-11, -0.0036360708406242793], [1.0219246855055281e-11, 1.0, 5.62102254783522e-09], [0.0036360708406242793, -5.6210225478169935e-09, 0.9999933894725714]]","[6.358432347025227e-09, 0.004112466470039594, -1.7622648966321487e-15]",[9.635769679128924],"[0.9999985289972187, -2.6515553569046946e-09, -0.0017152269234132695, 0.0]",[0.5],"[1.9999867789451429, 2.0438513760463178e-11, -0.007272141681248559]","[49.08219736793631, 49.08097818878092, 49.07975897556388, 49.080978185003985]"
376,1.8849999999999818,"[1.1722712643603184, 4.2865756162361145e-08, 0.8643175046586661]","[1.0, 0.0, 1.0]","[0.03099744482707771, -4.791882383702141e-08, 0.15291532332129235]","[0.0, 0.0, 0.0]","[0.9999983846460412, -2.7786311212709928e-09, -0.001797416286867736, -2.733153588068089e-18]","[[0.9999934644599575, 1.0103324492525112e-11, -0.0036153889655348324], [1.0103313957141932e-11, 1.0000000000000002, 5.589045220771956e-09], [0.0036153889655348324, -5.589045220752911e-09, 0.9999934644599575]]","[6.3215808495272355e-09, 0.0040886740401617355, -1.6240217019626636e-15]",[9.6367510779501],"[0.9999985456666602, -2.6364878993604608e-09, -0.0017054807429025783, 0.0]",[0.5],"[1.999986928919915, 2.0206648985050224e-11, -0.007230777931069665]","[49.084689381078206, 49.08347756294133, 49.08226571113189, 49.08347755918737]"
377,1.8899999999999817,"[1.1724262515844537, 4.2626162043176035e-08, 0.8650820812752725]","[1.0, 0.0, 1.0]","[0.03082421503299228, -4.765102738914521e-08, 0.15205364671313032]","[0.0, 0.0, 0.0]","[0.9999984029664231, -2.7628271945244916e-09, -0.0017871946181856053, -2.8045888713348543e-18]","[[0.9999935385893834, 9.98871913143843e-12, -0.003594826766808443], [9.988708198841737e-12, 1.0, 5.557253265606247e-09], [0.003594826766808443, -5.557253265586597e-09, 0.9999935385893834]]","[6.284951632534357e-09, 0.004065024003534749, -1.4903259808020432e-15]",[9.637726951678841],"[0.999998562145677, -2.6215075718615246e-09, -0.0016957908416590389, 0.0]",[0.5],"[1.999987077178767, 1.997743826287686e-11, -0.007189653533616886]","[49.087167244635964, 49.085962739899884, 49.08475820187558, 49.08596273616875]"
378,1.8949999999999816,"[1.1725803726596187, 4.238790690623031e-08, 0.8658423495088382]","[1.0, 0.0, 1.0]","[0.030651953028131583, -4.7384727263366816e-08, 0.15119682550373192]","[0.0, 0.0, 0.0]","[0.999998421077257, -2.747114840387808e-09, -0.0017770320743149544, -2.8482232189193362e-18]","[[0.9999936118707936, 9.8754253952308e-12, -0.003574383527951584], [9.87541417689323e-12, 1.0000000000000002, 5.525645564403415e-09], [0.003574383527951584, -5.525645564383366e-09, 0.9999936118707936]]","[6.248543331804539e-09, 0.004041515452459775, -1.365725206659152e-15]",[9.638697331364257],"[0.9999985784364707, -2.6066138471841907e-09, -0.0016861568841125812, 0.0]",[0.5],"[1.9999872237415872, 1.97508507904616e-11, -0.007148767055903168]","[49.08963103952254, 49.08843380087707, 49.08723652932303, 49.088433797168626]"
379,1.8999999999999815,"[1.1727336324247593, 4.215098326991348e-08, 0.8665983336363569]","[1.0, 0.0, 1.0]","[0.030480653408600372, -4.7119915089310106e-08, 0.15034483233774612]","[0.0, 0.0, 0.0]","[0.9999984389809704, -2.7314935065776942e-09, -0.001766928301546717, -2.875427707981462e-18]","[[0.9999936843140139, 9.763428062828925e-12, -0.0035540585370371944], [9.76341666995404e-12, 1.0000000000000002, 5.494221005821541e-09], [0.0035540585370371944, -5.494221005801295e-09, 0.9999936843140138]]","[6.212354810469404e-09, 0.004018147485009108, -1.2420339272180338e-15]",[9.639662247882613],"[0.9999985945412173, -2.5918062016247506e-09, -0.0016765785368323734, 0.0]",[0.5],"[1.9999873686280278, 1.952685612565785e-11, -0.007108117074074389]","[49.092080846180494, 49.09089082662465, 49.08970077453534, 49.09089082293878]"
380,1.9049999999999814,"[1.1728860356918023, 4.191538369446693e-08, 0.8673500577980456]","[1.0, 0.0, 1.0]","[0.03031031080068216, -4.685658254377576e-08, 0.14949764001379268]","[0.0, 0.0, 0.0]","[0.999998456679962, -2.715962643652982e-09, -0.0017568829484265627, -2.8760824427623386e-18]","[[0.9999937559287544, 9.652712115372858e-12, -0.0035338510866760268], [9.652700613679981e-12, 1.0, 5.462978485338862e-09], [0.0035338510866760268, -5.46297848531854e-09, 0.9999937559287544]]","[6.176384749761636e-09, 0.003994919205073125, -1.126528100092872e-15]",[9.640621731938257],"[0.9999986104620671, -2.5770841149889135e-09, -0.0016670554685112998, 0.0]",[0.5],"[1.9999875118575088, 1.9305424230745716e-11, -0.0070677021733520536]","[49.094516744584205, 49.09333389742848, 49.092151018109796, 49.09333389376504]"
381,1.9099999999999813,"[1.1730375872458056, 4.168110078174805e-08, 0.8680975459981146]","[1.0, 0.0, 1.0]","[0.030140919860670076, -4.659472135054205e-08, 0.14865522148360175]","[0.0, 0.0, 0.0]","[0.9999984741766025, -2.700521705469264e-09, -0.0017468956657403537, -2.858087377351644e-18]","[[0.999993826724611, 9.54326266655091e-12, -0.0035137604739878064], [9.543251162238894e-12, 0.9999999999999999, 5.431916904116927e-09], [0.0035137604739878064, -5.431916904096716e-09, 0.999993826724611]]","[6.140631921863386e-09, 0.003971829722371472, -1.0201172199854394e-15]",[9.641575814064499],"[0.999998626201145, -2.5624470705745584e-09, -0.0016575873499512642, 0.0]",[0.5],"[1.999987653449222, 1.908652533310182e-11, -0.007027520947975613]","[49.096938814244275, 49.09576309311095, 49.09458734018069, 49.09576308946982]"
