,t,p,p_d,v,v_d,q,R,w,T_sp,q_sp,hover_throttle,fa,pwm
10,0.05499999999999999,"[1.0011872231630232, 3.72579622188175e-07, 0.02051172794386977]","[1.0, 0.0, 1.0]","[0.0870820586821209, 2.5785165843655626e-05, 0.578950598439862]","[0.0, 0.0, 0.0]","[0.9931222439485805, 3.0833435032294592e-06, 0.11708183341142246, 0.0002298913850284387]","[[0.9762140514256004, -0.0005169523789638344, 0.2168083452255785], [0.000518219633418483, 0.9999998644232744, 5.100828105980186e-05], [-0.21680834220026518, 6.25593404752223e-05, 0.9762141869685679]]","[0.002043503385629674, 2.8053216972440937, -0.011125221539842259]",[14.8897719113373],"[0.9839397607333983, 7.518926891687327e-06, 0.17850083246687862, -0.0]",[0.5],"[5.857284308553602, -0.003101714273783006, 1.3008500713534712]","[77.23758451762384, 60.10050462329292, 41.254277249726776, 60.08445224721977]"
11,0.05999999999999999,"[1.0016226334564338, 5.015054514064532e-07, 0.02340648093606908]","[1.0, 0.0, 1.0]","[0.10408943308108298, 2.9274203646754582e-05, 0.6010288333903083]","[0.0, 0.0, 0.0]","[0.9922767164332846, 3.2881827419892384e-06, 0.12404385246943643, 0.00020168814401671722]","[[0.9725835828699421, -0.0004558984893069898, 0.2325531476639998], [0.000457342503348571, 0.9999998942808882, 4.770793565165866e-05], [-0.23255314482866338, 5.995648372682473e-05, 0.972583688551026]]","[0.0018593620111941162, 2.3992697853365295, -0.010078066171301714]",[14.626655944932525],"[0.9843113544296077, 9.018959899156769e-06, 0.17644023764325817, -0.0]",[0.5],"[5.835501497219653, -0.0027353909358419385, 1.3953188859839987]","[76.27462203668085, 59.38594338762112, 41.92014847019126, 59.37043757875956]"
12,0.06499999999999999,"[1.0021430806218392, 6.478764696402261e-07, 0.02641162510302062]","[1.0, 0.0, 1.0]","[0.12177068477086492, 3.2399360176140126e-05, 0.6215934005813064]","[0.0, 0.0, 0.0]","[0.9915148482577246, 3.565556619921184e-06, 0.12999336387233842, 0.0001761275166260836]","[[0.9692261639728665, -0.00039944514086698345, 0.2461716545705893], [0.00040107665628674293, 0.9999999186221609, 4.351077441398088e-05], [-0.24617165191783938, 5.656192311099559e-05, 0.9692262453074572]]","[0.0016883801206562564, 2.0129119427248234, -0.008996845256810668]",[14.364977739313087],"[0.984777292759891, 1.047089832201262e-05, 0.17382083751627772, -0.0]",[0.5],"[5.8153569838372, -0.0023966708452019007, 1.4770299274235357]","[75.22091638765232, 58.79580537733606, 42.362811947286055, 58.7812632652974]"
13,0.06999999999999999,"[1.0027519340456936, 8.098732705209267e-07, 0.029519592105927153]","[1.0, 0.0, 1.0]","[0.1399528623305751, 3.513043261390552e-05, 0.6406931206783133]","[0.0, 0.0, 0.0]","[0.9908481429973971, 3.940493220751778e-06, 0.13498123574840715, 0.00015329355880870697]","[[0.9662033886565037, -0.00034833909844484063, 0.2577807021647709], [0.000350193093241244, 0.9999999379327696, 3.872021205150069e-05], [-0.25778069965280037, 5.2861421375322595e-05, 0.9662034506728815]]","[0.001531791166275616, 1.6457433740230893, -0.007950655538477205]",[14.10670186481867],"[0.9853268991670846, 1.1847493774016627e-05, 0.17067777136292442, -0.0]",[0.5],"[5.797220331939022, -0.002090034590669044, 1.5466842129886254]","[74.1167459114674, 58.281083519310855, 42.680280428878156, 58.26764802736662]"
14,0.075,"[1.0034516983573465, 9.855254335904543e-07, 0.03272305770931872]","[1.0, 0.0, 1.0]","[0.15848128599623984, 3.745605625458687e-05, 0.6583862857642442]","[0.0, 0.0, 0.0]","[0.9902844029358643, 4.421208959714059e-06, 0.1390567638326119, 0.00013309700650719153]","[[0.9635600849938355, -0.0003027174908693486, 0.2674918147697106], [0.0003048450614469298, 0.9999999529711147, 3.357464721998932e-05], [-0.2674918123535017, 4.9192368781092245e-05, 0.9635601319606109]]","[0.0013892318459405942, 1.2973584052796432, -0.006975842174204377]",[13.853450941380215],"[0.9859488737678386, 1.3128790585050635e-05, 0.16704735299778228, -0.0]",[0.5],"[5.781360509963013, -0.0018163049452160917, 1.6049508886182637]","[72.98725402148233, 57.81196988005706, 42.93354821304577, 57.799638997222765]"
15,0.08,"[1.0042441047873276, 1.1728057148633887e-06, 0.03601498913813994]","[1.0, 0.0, 1.0]","[0.17721828251591787, 3.937863201463453e-05, 0.6747379508679099]","[0.0, 0.0, 0.0]","[0.9898281826384109, 5.003737818375709e-06, 0.14226790053390115, 0.00011535761499514217]","[[0.9613263974351763, -0.00026237818122271887, 0.27541148986924247], [0.0002648373772633812, 0.9999999645312798, 2.8259569451546022e-05], [-0.27541148751544375, 4.5772586551246546e-05, 0.9613264328257084]]","[0.0012596056948937075, 0.9674294318078167, -0.006088912976004503]",[13.6065467192918],"[0.9866315453801257, 1.4300787700051106e-05, 0.16296684772159184, -0.0]",[0.5],"[5.767958384611058, -0.0015742690873363132, 1.6524689392154548]","[71.84808763604684, 57.37088687481831, 43.16083829397665, 57.359588555818036]"
16,0.085,"[1.0051301961999073, 1.3696988749365613e-06, 0.03938867889247949]","[1.0, 0.0, 1.0]","[0.1960418613576557, 4.0910341149138107e-05, 0.6898176722395849]","[0.0, 0.0, 0.0]","[0.9894812048936579, 5.6760612123053826e-06, 0.1446614501488233, 9.985397703627652e-05]","[[0.9595196623405934, -0.00022694469425980134, 0.2816415560209457], [0.00022979217935677093, 0.9999999733351665, 2.2917689969590072e-05], [-0.2816415537120686, 4.272905281423773e-05, 0.9595196889052773]]","[0.0011415535322704727, 0.6556877104610521, -0.005294624309649227]",[13.367046474020988],"[0.9873631116338336, 1.5354315079906297e-05, 0.15847424254117384, -0.0]",[0.5],"[5.7571179740435605, -0.001361668165558808, 1.6898493361256741]","[70.70895493877335, 56.9479217884547, 43.38593199489707, 56.93755592223573]"
17,0.09000000000000001,"[1.0061104055066956, 1.5742505806822518e-06, 0.04283776725367741]","[1.0, 0.0, 1.0]","[0.21484438211547122, 4.207005477809929e-05, 0.7036976336566484]","[0.0, 0.0, 0.0]","[0.9892427452044542, 6.421414355302362e-06, 0.14628323062566642, 8.635299024349818e-05]","[[0.9581461097400455, -0.00019596505253034594, 0.2862795731233977], [0.0001992494815147683, 0.9999999799939313, 1.7657330467585958e-05], [-0.2862795708562885, 4.012275401719431e-05, 0.9581461296172438]]","[0.0010336992439581535, 0.3619058863265179, -0.004591014231443313]",[13.135775321078109],"[0.988131863435007, 1.628409658851795e-05, 0.15360800825246287, -0.0]",[0.5],"[5.748876658440273, -0.0011757903151820757, 1.7176774387403861]","[69.57588814178327, 56.537879708522404, 43.623227406653385, 56.52834067131483]"
18,0.09500000000000001,"[1.0071846274172729, 1.7846008545727482e-06, 0.04635625542196065]","[1.0, 0.0, 1.0]","[0.23353124970911832, 4.2880969155139715e-05, 0.7164511076746681]","[0.0, 0.0, 0.0]","[0.9891099893627052, 7.220759971134047e-06, 0.1471782026036121, 7.462666859659081e-05]","[[0.9572024179617584, -0.00016896944777602385, 0.28941925039203775], [0.00017272682872434249, 0.9999999850038532, 1.2559313644141935e-05], [-0.28941924817400444, 3.796866390388033e-05, 0.9572024327929672]]","[0.0009347688819938866, 0.08588220242565253, -0.003972508096780902]",[12.91335498128372],"[0.9889263902660572, 1.708797221568632e-05, 0.1484068540982768, -0.0]",[0.5],"[5.743214507770551, -0.001013816686656143, 1.7365155023522265]","[68.45268754152796, 56.138401565220484, 43.88090236822169, 56.129589582307716]"
19,0.10000000000000002,"[1.0083522836658185, 1.9990057003484467e-06, 0.04993851096033399]","[1.0, 0.0, 1.0]","[0.2520196634726311, 4.3368822197026854e-05, 0.7281512044868156]","[0.0, 0.0, 0.0]","[0.9890783672675281, 8.054543621949559e-06, 0.14739056680562973, 6.446115483125022e-05]","[[0.9566771422184609, -0.00014550248981552892, 0.2911508619010843], [0.0001497534437114634, 0.999999988757442, 7.682586264205234e-06], [-0.29115085974563926, 3.625108953716142e-05, 0.9566771532524615]]","[0.0008436397562411911, -0.17257361453590997, -0.003431809896117989]",[12.700229456847058],"[0.9897357632023174, 1.776625478339858e-05, 0.14290947737181933, -0.0]",[0.5],"[5.740062853310765, -0.0008730149388931736, 1.7469051714065058]","[67.34184229810201, 55.74877339240446, 44.16294322717651, 55.74059959760154]"
20,0.10500000000000002,"[1.0096123819831817, 2.215849811333581e-06, 0.05357926698276807]","[1.0, 0.0, 1.0]","[0.27023743794476474, 4.356057028982599e-05, 0.738869866651834]","[0.0, 0.0, 0.0]","[0.989141865015019, 8.903877096422558e-06, 0.14696383125512674, 5.566099096788133e-05]","[[0.9565520333229495, -0.00012513994004574496, 0.29156164337190593], [0.0001298885950449442, 0.9999999915597678, 3.0687825856809493e-06], [-0.2915616412950852, 3.493508200441276e-05, 0.9565520415036791]]","[0.0007593520546693524, -0.41365277438179093, -0.002961031359836327]",[12.496688015230909],"[0.990549693092917, 1.8321199175213875e-05, 0.1371543115540367, -0.0]",[0.5],"[5.739312199937697, -0.0007508396402744698, 1.7493698602314356]","[66.24511393357506, 55.369180283623294, 44.47047921502005, 55.36156833277631]"
21,0.11000000000000003,"[1.0109635691729055, 2.433652662782711e-06, 0.05727361631602724]","[1.0, 0.0, 1.0]","[0.28812190667858, 4.348342564553945e-05, 0.7486770732281541]","[0.0, 0.0, 0.0]","[0.9892933163833227, 9.751288676457456e-06, 0.14594085019398315, 4.8050564067340534e-05]","[[0.9568032584093374, -0.0001074961370468784, 0.2907361572660943], [0.00011273032861133854, 0.99999999364515, -1.2540902258461512e-06], [-0.29073615528369984, 3.397470016223351e-05, 0.9568032644470712]]","[0.0006811014686553333, -0.6375581243958901, -0.002552345140378127]",[12.302885820594122],"[0.9913586620591665, 1.8756565145783522e-05, 0.13117927735908047, -0.0]",[0.5],"[5.740819550456025, -0.0006449768222812704, 1.744416943596566]","[65.16390091646832, 55.00024482351261, 44.802683876195516, 54.99313070544525]"
22,0.11500000000000003,"[1.0124041787062985, 2.6510697910104085e-06, 0.06101700168216801]","[1.0, 0.0, 1.0]","[0.30561891532544916, 4.316417305274752e-05, 0.7576402217076199]","[0.0, 0.0, 0.0]","[0.9895246741445114, 1.058115708162664e-05, 0.14436383697848723, 4.147392256116633e-05]","[[0.9574025318716014, -9.222598104067896e-05, 0.2887566163055244], [9.79184264803956e-05, 0.9999999951921115, -5.268689082911208e-06], [-0.28875661443130474, 3.3318849772063746e-05, 0.9574025362991396]]","[0.0006082231498161034, -0.8445131132149587, -0.002198343182026208]",[12.118862501391908],"[0.9921540272621897, 1.907725765205012e-05, 0.12502154143777083, -0.0]",[0.5],"[5.744415191229608, -0.0005533558862440737, 1.7325396978331464]","[64.09946032719238, 54.64274674783638, 45.157401675103316, 54.63607772305577]"
23,0.12000000000000004,"[1.0139322732829257, 2.866890656274146e-06, 0.0648052027907061]","[1.0, 0.0, 1.0]","[0.32268190633662036, 4.262870069694751e-05, 0.7658236605236111]","[0.0, 0.0, 0.0]","[0.9898272611413015, 1.1379921290473754e-05, 0.1422743535947996, 3.579370234917264e-05]","[[0.9583181617055251, -7.902386654371422e-05, 0.28570315836646215], [8.513401228761707e-05, 0.9999999963359059, -8.965962835579742e-06], [-0.28570315661109374, 3.291530121749423e-05, 0.9583181649217758]]","[0.0005401726322266766, -1.034769018806828, -0.0018922146049019989]",[11.944558897234904],"[0.9929280967316898, 1.9289031267928193e-05, 0.11871728748888011, -0.0]",[0.5],"[5.74990897023315, -0.0004741431992622853, 1.7142189501987728]","[63.05303580644312, 54.297457627002636, 45.53159637537328, 54.29119081011442]"
24,0.12500000000000003,"[1.0155456828146088, 3.0800341597588836e-06, 0.06863432109332417]","[1.0, 0.0, 1.0]","[0.3392710946358337, 4.190169298566803e-05, 0.7732883487963991]","[0.0, 0.0, 0.0]","[0.9901920007562534, 1.2136136185823783e-05, 0.1397132797441742, 3.088961423490071e-05]","[[0.9595160140559856, -6.762102283365334e-05, 0.28165406831343814], [7.409730661590074e-05, 0.9999999971786165, -1.234326091692005e-05], [-0.28165406668412013, 3.271336437489284e-05, 0.9595160163593587]]","[0.0004765066768161885, -1.2086104683587022, -0.0016278150405163064]",[11.77983218815225],"[0.9936741778760422, 1.939824754482178e-05, 0.1123015042022135, -0.0]",[0.5],"[5.757096084335914, -0.00040572613700192003, 1.689924409880629]","[62.02592393786364, 53.96504823741848, 45.92168055316467, 53.959149101082]"
25,0.13000000000000003,"[1.017242038287788, 3.2895426246872237e-06, 0.07250076283730617]","[1.0, 0.0, 1.0]","[0.3553527313686268, 4.1006444265851605e-05, 0.7800916233786571]","[0.0, 0.0, 0.0]","[0.9906096262551596, 1.2840425653463045e-05, 0.13672076468171684, 2.6656763542603747e-05]","[[0.9609603970179157, -5.778213906380356e-05, 0.2766859447539651], [6.456445662357714e-05, 0.9999999977970918, -1.5402831313001817e-05], [-0.2766859432544428, 3.266558857216305e-05, 0.9609603986316806]]","[0.00041686548725870104, -1.3663593088430477, -0.0013996724668944901]",[11.62446957476874],"[0.9943866000604513, 1.941167615050923e-05, 0.10580779386889572, -0.0]",[0.5],"[5.765762382107495, -0.00034669283438282136, 1.6601156685237903]","[61.01950030782487, 53.6460415868426, 46.32376294055984, 53.64048252991085]"
26,0.13500000000000004,"[1.0190188019446311, 3.4945748460164816e-06, 0.07640122095419945]","[1.0, 0.0, 1.0]","[0.37089845118493886, 3.996476126729722e-05, 0.7862870561981762]","[0.0, 0.0, 0.0]","[0.9910708684828156, 1.3485370456428082e-05, 0.1333361651378959, 2.3003959777041974e-05]","[[0.9626148635885272, -4.930178751186133e-05, 0.27087381188991877], [5.632399876858214e-05, 0.999999998249081, -1.8150632324099393e-05], [-0.27087381052078197, 3.272876470603738e-05, 0.9626148646799403]]","[0.00036095691349246386, -1.508376918853937, -0.0012029575537041567]",[11.47820064837407],"[0.9950607133028603, 1.93363322736799e-05, 0.09926820471484904, -0.0]",[0.5],"[5.775689181531163, -0.000295810725071168, 1.6252428713395126]","[60.035219465716594, 53.340794339919206, 46.73383652331426, 53.3355533867972]"
27,0.14000000000000004,"[1.0208732942005558, 3.6943986523529674e-06, 0.08033265623519033]","[1.0, 0.0, 1.0]","[0.3858846973484608, 3.87969293447468e-05, 0.7919243873962616]","[0.0, 0.0, 0.0]","[0.9915666215033011, 1.4065357393670373e-05, 0.12959797270246487, 1.9852104079774962e-05]","[[0.9644429330742753, -4.20009336253055e-05, 0.2642911785871991], [4.91932839538015e-05, 0.9999999985779254, -2.0595396060815e-05], [-0.26429117734633145, 3.286443517944374e-05, 0.9644429337689292]]","[0.00030854281126948966, -1.6350650820785408, -0.0010334357525768085]",[11.34070856517633],"[0.9956928656660515, 1.9179344149502235e-05, 0.09271308911841353, -0.0]",[0.5],"[5.786657598445652, -0.000252005601751833, 1.5857470715231945]","[59.074598454479734, 53.049495630630446, 47.14792201478218, 53.04455528743783]"
28,0.14500000000000005,"[1.0228027176872982, 3.888383299076702e-06, 0.08429227817217164]","[1.0, 0.0, 1.0]","[0.40029221819930927, 3.7521723399388245e-05, 0.7970495218694807]","[0.0, 0.0, 0.0]","[0.9920880859812786, 1.4576408257357597e-05, 0.12554373400533386, 1.7132699207048896e-05]","[[0.9664087301546105, -3.572368393711812e-05, 0.25701004845097425], [4.301505115133934e-05, 0.9999999988161196, -2.2747892936922087e-05], [-0.25701004733406646, 3.303906270739076e-05, 0.9664087305471539]]","[0.000259427496195394, -1.7468655681399343, -0.0008874115725763843]",[11.21164011888566],"[0.9962803623011415, 1.8947845678247116e-05, 0.08617098893528753, -0.0]",[0.5],"[5.798452380927663, -0.0002143421036227087, 1.5420602907058454]","[58.13919059058558, 52.772176227598685, 47.56217637907774, 52.76752249865433]"
29,0.15000000000000005,"[1.0248041787782949, 4.075991916073643e-06, 0.08827752578151904]","[1.0, 0.0, 1.0]","[0.41410562805431883, 3.61564489845139e-05, 0.8017045785839875]","[0.0, 0.0, 0.0]","[0.992626890367954, 1.5016001284667486e-05, 0.12120996689350501, 1.4786500775760652e-05]","[[0.9684775411169372, -3.033434008599851e-05, 0.2491008860520553], [3.7654246970057925e-05, 0.9999999989879979, -2.4620355872960923e-05], [-0.24910088505312242, 3.322396800113349e-05, 0.9684775412790526]]","[0.0002134481219306051, -1.8442585858623817, -0.0007616712136145608]",[11.090614789802826],"[0.996821409317508, 1.8648890011228482e-05, 0.07966854823878718, -0.0]",[0.5],"[5.810865246701623, -0.00018200604051599108, 1.4946053163123318]","[57.23055417286444, 52.50872355572741, 47.97297315894333, 52.50434511265858]"
30,0.15500000000000005,"[1.0268747069185664, 4.256774160996212e-06, 0.09228604867443897]","[1.0, 0.0, 1.0]","[0.4273130254531599, 3.471700275312381e-05, 0.8059279834918411]","[0.0, 0.0, 0.0]","[0.9931751902582953, 1.5382893615140946e-05, 0.11663207558767298, 1.2762313232090489e-05]","[[0.9706162874140696, -2.571477853175853e-05, 0.24063254548227336], [3.299513460610803e-05, 0.9999999991117582, -2.6226030782919914e-05], [-0.2406325445941369, 3.3395115860922854e-05, 0.9706162874003902]]","[0.00017046676938339237, -1.9277602863330188, -0.0006534270676744301]",[10.97723283637375],"[0.9973150457237774, 1.8289380702135395e-05, 0.07323045294464925, -0.0]",[0.5],"[5.8236977244844175, -0.00015428867119055117, 1.4437952728936403]","[56.35021942893514, 52.25889969769414, 48.376959650052086, 52.25478718823936]"
31,0.16000000000000006,"[1.0290112720458322, 4.430359174761831e-06, 0.09631568859189818]","[1.0, 0.0, 1.0]","[0.4399056616999851, 3.3217944268544335e-05, 0.8097545980835525]","[0.0, 0.0, 0.0]","[0.9937257465999888, 1.567695028381071e-05, 0.11184426752041289, 1.1015925359469706e-05]","[[0.9727939175624695, -2.176214812307837e-05, 0.2316721681166567], [2.8938703366591377e-05, 0.99999999920098, -2.7578826422763985e-05], [-0.23167216733137147, 3.3532806748998934e-05, 0.9727939174149559]]","[0.00013036402566126502, -1.9979194982103634, -0.0005602659510724098]",[10.871082486252082],"[0.9977610666197327, 1.7876017600354035e-05, 0.06687939606710826, -0.0]",[0.5],"[5.836763505374817, -0.0001305728887384702, 1.3900330086999402]","[55.499656039699886, 52.02236053570021, 48.77109494107703, 52.018506017273864]"
32,0.16500000000000006,"[1.031210800354332, 4.596448896104553e-06, 0.10036446158231595]","[1.0, 0.0, 1.0]","[0.4518776528678293, 3.167257342433134e-05, 0.813215876604641]","[0.0, 0.0, 0.0]","[0.9942719837378022, 1.589898317570527e-05, 0.10687947422631465, 9.509175607350227e-06]","[[0.9749817194029436, -1.838686326176409e-05, 0.22228505683469457], [2.5400371347551044e-05, 0.9999999992657654, -2.869304204460255e-05], [-0.22228505614391014, 3.362131445616027e-05, 0.9749817191541112]]","[9.303384090526354e-05, -2.055313875896796, -0.00048010192661491704]",[10.771746277796264],"[0.9981599406423518, 1.7415255125404315e-05, 0.060636066771894766, -0.0]",[0.5],"[5.849890316417662, -0.00011032117957058455, 1.3337103410081674]","[54.680242875634846, 51.798674860614526, 49.152672196678076, 51.795071343401965]"
33,0.17000000000000007,"[1.0334701886186712, 4.75481176322621e-06, 0.10443054096533916]","[1.0, 0.0, 1.0]","[0.46322572879010016, 3.0093009432528914e-05, 0.8163400457872777]","[0.0, 0.0, 0.0]","[0.9948080285518783, 1.6050601894925794e-05, 0.10176927829022772, 8.209135480120268e-06]","[[0.9771535557973643, -1.551086386455766e-05, 0.21253453402207478], [2.2307963714767264e-05, 0.9999999993135958, -2.9583155704566263e-05], [-0.21253453341732992, 3.364849846152342e-05, 0.9771535554726578]]","[5.837946846690986e-05, -2.100545633244545, -0.00041113397452110996]",[10.678806599112171],"[0.9985127244065609, 1.6913270933129327e-05, 0.05451916096317433, -0.0]",[0.5],"[5.862921334784186, -9.306518318734595e-05, 1.2752072041324487]","[53.89324104680024, 51.587342707572255, 49.519328115908664, 51.58398379249246]"
