,t,p,p_d,v,v_d,q,R,w,T_sp,q_sp,hover_throttle,fa,pwm
564,2.824999999999962,"[1.2962988209121165, 1.3902510543446217e-08, 0.9530960677329907]","[1.0, 0.0, 1.0]","[-0.1145506854062461, -1.554296769654172e-08, 0.05285546113899837]","[0.0, 0.0, 0.0]","[0.9999576221757999, -8.909272672079944e-10, -0.00920618555755369, -4.169489170103009e-15]","[[0.9998298435854048, 1.653678349168356e-11, -0.018446784976937105], [1.651998082505455e-11, 1.0000000000000002, 1.7918544276066042e-09], [0.018446784976937105, -1.7918542726158286e-09, 0.9998298435854047]]","[2.003782537943729e-09, 0.007097463961658746, -1.2111907651849443e-11]",[9.751742085796119],"[0.9999590808873385, -8.458700869992338e-10, -0.009046355672268325, 0.0]",[0.5],"[1.6554483524404562, 2.7380449945164757e-11, -0.03054289686771625]","[49.37254619547609, 49.375454645871535, 49.37836292459129, 49.37545464471723]"
565,2.829999999999962,"[1.2957260674850852, 1.3824795704963508e-08, 0.9533603450386857]","[1.0, 0.0, 1.0]","[-0.11544844134460215, -1.5456087492548336e-08, 0.05255756353265553]","[0.0, 0.0, 0.0]","[0.9999577853698135, -8.859177441783803e-10, -0.009188442648140812, -4.13830088377222e-15]","[[0.9998304922949598, 1.6412422105354483e-11, -0.01841159083888116], [1.6395744855449586e-11, 1.0, 1.7817791000679615e-09], [0.01841159083888116, -1.7817789465275974e-09, 0.9998304922949598]]","[1.992448869717586e-09, 0.0071547892754540545, -1.1957041622515654e-11]",[9.752073530334942],"[0.9999592528872296, -8.411154251625485e-10, -0.009027323258504286, 0.0]",[0.5],"[1.6411400447032407, 2.6939649625852578e-11, -0.030221121725366614]","[49.373391174134646, 49.37629373111195, 49.379196117110595, 49.37629372996427]"
566,2.8349999999999618,"[1.2951488252783623, 1.3747515267500766e-08, 0.953623132856349]","[1.0, 0.0, 1.0]","[-0.11634449747576737, -1.5369692867163882e-08, 0.05226134498630539]","[0.0, 0.0, 0.0]","[0.9999579495632755, -8.809365573988919e-10, -0.009170556428577102, -4.1072745497510104e-15]","[[0.9998311450434039, 1.628868501908052e-11, -0.01837610952286486], [1.62721325143328e-11, 1.0000000000000002, 1.771760767025949e-09], [0.01837610952286486, -1.7717606149277876e-09, 0.9998311450434039]]","[1.9811802303626194e-09, 0.007211998358339501, -1.1803361574272978e-11]",[9.752403032320704],"[0.9999594257922941, -8.363876406518238e-10, -0.009008150151129117, 0.0]",[0.5],"[1.6268064165431178, 2.6503012471110423e-11, -0.029899421548423455]","[49.374231261711394, 49.37712788444979, 49.38002433690989, 49.37712788330871]"
567,2.8399999999999617,"[1.2945671027909835, 1.3670666803164947e-08, 0.9538844395812806]","[1.0, 0.0, 1.0]","[-0.11723883952997542, -1.5283781107043887e-08, 0.05196679604149475]","[0.0, 0.0, 0.0]","[0.9999581147458368, -8.759835442718001e-10, -0.009152527189362802, -4.0764074135990264e-15]","[[0.9998318017895806, 1.6165571022920105e-11, -0.01834034160534855], [1.6149142615571856e-11, 1.0, 1.7617991025958396e-09], [0.01834034160534855, -1.7617989519318674e-09, 0.9998318017895806]]","[1.969975846808333e-09, 0.007269090395538483, -1.1650858412174395e-11]",[9.752730602871976],"[0.9999595995916626, -8.316865798190582e-10, -0.008988836658971398, 0.0]",[0.5],"[1.6124476887293713, 2.607052264815214e-11, -0.029577816367832577]","[49.37506648654826, 49.377957134281615, 49.380847612440306, 49.37795713314706]"
568,2.8449999999999616,"[1.2939809085933336, 1.3594247897629728e-08, 0.954144273561488]","[1.0, 0.0, 1.0]","[-0.11813145326641035, -1.5198349514038514e-08, 0.05167390729304593]","[0.0, 0.0, 0.0]","[0.9999582809070883, -8.710585441322187e-10, -0.0091343552230349, -4.045698615489005e-15]","[[0.9998324624920962, 1.6043078886108565e-11, -0.01830428766687048], [1.602677393941961e-11, 1.0000000000000002, 1.7518937815756704e-09], [0.01830428766687048, -1.7518936323379516e-09, 0.9998324624920962]]","[1.958835764529462e-09, 0.007326064573413992, -1.1499532136219906e-11]",[9.753056253049321],"[0.9999597742744122, -8.270120899033991e-10, -0.00896938309287083, 0.0]",[0.5],"[1.5980640824201235, 2.564216416360397e-11, -0.02925632620669445]","[49.37589687683524, 49.37878150885373, 49.38166597200446, 49.378781507725705]"
569,2.8499999999999615,"[1.2933902513270015, 1.3518256150059534e-08, 0.9544026430979532]","[1.0, 0.0, 1.0]","[-0.11902232447341227, -1.511339540501209e-08, 0.05138266938875632]","[0.0, 0.0, 0.0]","[0.9999584480365633, -8.661613962016223e-10, -0.009116040824164322, -4.015153192089665e-15]","[[0.9998331271093189, 1.5921207383991846e-11, -0.018267948292041328], [1.5905025264661397e-11, 1.0, 1.742044482629466e-09], [0.018267948292041328, -1.7420443348100728e-09, 0.9998331271093189]]","[1.94775930140498e-09, 0.00738292007949372, -1.1349368194494283e-11]",[9.753379993855562],"[0.999959949829567, -8.223640190563479e-10, -0.008949789765674855, 0.0]",[0.5],"[1.5836558191589625, 2.521792090905439e-11, -0.028934971079052015]","[49.37672246061156, 49.37960103626296, 49.382479443756765, 49.3796010351414]"
570,2.8549999999999613,"[1.2927951397046344, 1.3442689173034473e-08, 0.954659556444897]","[1.0, 0.0, 1.0]","[-0.11991143896868264, -1.502891611186214e-08, 0.05109307302909965]","[0.0, 0.0, 0.0]","[0.9999586161237365, -8.612919414070907e-10, -0.009097584289353006, -3.984762348430243e-15]","[[0.9998337955993845, 1.5799955268887494e-11, -0.018231324069538618], [1.5783895323469133e-11, 1.0000000000000002, 1.7322508841945149e-09], [0.018231324069538618, -1.7322507377853133e-09, 0.9998337955993845]]","[1.936746275535947e-09, 0.007439656102466193, -1.120036840598693e-11]",[9.753701836236143],"[0.9999601262460996, -8.1774221628728e-10, -0.00893005699223593, 0.0]",[0.5],"[1.5692231208715572, 2.4797776616273745e-11, -0.028613770988678653]","[49.377543265768075, 49.38041574445759, 49.38328805570284, 49.380415743342475]"
571,2.8599999999999612,"[1.292195582509791, 1.3367544592475163e-08, 0.9549150218100425]","[1.0, 0.0, 1.0]","[-0.12079878259948919, -1.4944908981360908e-08, 0.05080510896692906]","[0.0, 0.0, 0.0]","[0.9999587851580257, -8.56450021130434e-10, -0.00907898591723102, -3.95453297385163e-15]","[[0.9998344679201964, 1.5679321264270034e-11, -0.018194415592100957], [1.566338287449596e-11, 1.0000000000000002, 1.722512668119344e-09], [0.018194415592100957, -1.7225125231124986e-09, 0.9998344679201964]]","[1.9257962321750115e-09, 0.0074962718322057345, -1.1052523675750828e-11]",[9.754021791079408],"[0.9999603035129307, -8.131465315107899e-10, -0.008910185089407986, 0.0]",[0.5],"[1.554766209862272, 2.4381714851230554e-11, -0.02829274592786663]","[49.37835932004662, 49.38122566123811, 49.38409183570181, 49.38122566012939]"
572,2.864999999999961,"[1.2915915885967937, 1.3292820047568359e-08, 0.9551690473548772]","[1.0, 0.0, 1.0]","[-0.12168434124287036, -1.4861371375118754e-08, 0.05051876800718161]","[0.0, 0.0, 0.0]","[0.9999589551287925, -8.516354778905345e-10, -0.009060246008453616, -3.924466586794227e-15]","[[0.9998351440294296, 1.5559304101287644e-11, -0.018157223456522313], [1.5543486621334046e-11, 1.0000000000000002, 1.712829517162607e-09], [0.018157223456522313, -1.7128293735500105e-09, 0.9998351440294296]]","[1.914908807524293e-09, 0.007552766459810851, -1.0905824908838961e-11]",[9.754339869216924],"[0.9999604816189306, -8.085768155030926e-10, -0.00889017437604258, 0.0]",[0.5],"[1.540285308810783, 2.3969719073834938e-11, -0.027971915876216353]","[49.37917065104013, 49.38203081425804, 49.38489081146777, 49.38203081315567]"
573,2.869999999999961,"[1.2909831668905793, 1.3218513190692765e-08, 0.9554216411949131]","[1.0, 0.0, 1.0]","[-0.12256810080583959, -1.477830066948094e-08, 0.05023404100658473]","[0.0, 0.0, 0.0]","[0.9999591260253419, -8.468481551159823e-10, -0.00904136486569816, -3.894557271430301e-15]","[[0.9998358238845328, 1.5439902489445543e-11, -0.01811974826364618], [1.5424205267415266e-11, 1.0000000000000002, 1.7032011163573231e-09], [0.01811974826364618, -1.7032009741307922e-09, 0.9998358238845328]]","[1.904083683260646e-09, 0.007609139177590946, -1.0760265738788415e-11]",[9.754656081423793],"[0.9999606605529193, -8.040329199205101e-10, -0.008870025172986287, 0.0]",[0.5],"[1.5257806407686685, 2.356177259404999e-11, -0.027651300799425897]","[49.379977286196095, 49.3828312310248, 49.385685010568025, 49.38283122992876]"
574,2.874999999999961,"[1.2903703263865502, 1.314462168734536e-08, 0.9556728113999461]","[1.0, 0.0, 1.0]","[-0.12345004722558892, -1.4695694255446497e-08, 0.04995091887336411]","[0.0, 0.0, 0.0]","[0.9999592978369238, -8.420878970313315e-10, -0.009022342793661134, -3.86479747908347e-15]","[[0.9998365074427309, 1.5321115108664684e-11, -0.01808199061835953], [1.5305537516323106e-11, 1.0000000000000002, 1.693627152556128e-09], [0.01808199061835953, -1.693627011707675e-09, 0.9998365074427309]]","[1.8933203591619843e-09, 0.0076653891790999795, -1.0615845256104488e-11]",[9.754970438418939],"[0.9999608403036675, -7.995146972837228e-10, -0.008849737803076784, 0.0]",[0.5],"[1.51125242915601, 2.315785856286567e-11, -0.027330920648081295]","[49.380779252814975, 49.38362693890049, 49.38647446042623, 49.383626937810725]"
575,2.879999999999961,"[1.2897530761504223, 1.3071143216068128e-08, 0.9559225659943129]","[1.0, 0.0, 1.0]","[-0.12433016646969246, -1.4613549538598092e-08, 0.04966939256695334]","[0.0, 0.0, 0.0]","[0.9999594705527339, -8.373545491117068e-10, -0.009003180099055028, -3.835195786923427e-15]","[[0.9998371946610274, 1.5202940619166716e-11, -0.018043951129586837], [1.5187482058472853e-11, 1.0, 1.6841073142038995e-09], [0.018043951129586837, -1.6841071747257886e-09, 0.9998371946610274]]","[1.882618698804103e-09, 0.007721515659156562, -1.0472553456345462e-11]",[9.755282950865437],"[0.9999610208598972, -7.950220009730895e-10, -0.008829312591139345, 0.0]",[0.5],"[1.4967008977579885, 2.275795999065882e-11, -0.02701079535644782]","[49.381576578051735, 49.38441796510268, 49.38725918832259, 49.38441796401917]"
576,2.8849999999999607,"[1.289131425318074, 1.2998075468375137e-08, 0.9561709129571476]","[1.0, 0.0, 1.0]","[-0.1252084445363093, -1.453186393898745e-08, 0.04938945309770524]","[0.0, 0.0, 0.0]","[0.9999596441619137, -8.326479571735513e-10, -0.00898387709060518, -3.805745960195516e-15]","[[0.999837885496208, 1.5085377705528543e-11, -0.01800563041028395], [1.5070037544134314e-11, 1.0, 1.674641292247248e-09], [0.01800563041028395, -1.6746411541314142e-09, 0.999837885496208]]","[1.8719780655407105e-09, 0.0077775178138524146, -1.0330386701532528e-11]",[9.755593629370802],"[0.9999612022102827, -7.905546852294048e-10, -0.00880874986398354, 0.0]",[0.5],"[1.4821262707214589, 2.236205981535039e-11, -0.026690944841261725]","[49.38236928891719, 49.385204336705264, 49.38803922139398, 49.385204335627954]"
577,2.8899999999999606,"[1.2885053830953923, 1.29254161486802e-08, 0.9564178602226362]","[1.0, 0.0, 1.0]","[-0.12608486745438616, -1.4450634891109409e-08, 0.049111091526604644]","[0.0, 0.0, 0.0]","[0.999959818653551, -8.279679686249884e-10, -0.008964434079046622, -3.776454140926543e-15]","[[0.999838579904842, 1.49684249987336e-11, -0.01796702907743185], [1.4953202629229087e-11, 1.0000000000000002, 1.6652287783155253e-09], [0.01796702907743185, -1.6652286415541096e-09, 0.999838579904842]]","[1.8613982319981317e-09, 0.007833394840566603, -1.0189337715708074e-11]",[9.755902484487278],"[0.9999613843434502, -7.8611260513171e-10, -0.008788049950399694, 0.0]",[0.5],"[1.4675287725515314, 2.197014078763775e-11, -0.02637138900052315]","[49.38315741227853, 49.385986080639185, 49.388814586635114, 49.38598607956805]"
578,2.8949999999999605,"[1.2878749587581204, 1.2853162974224653e-08, 0.9566634156802692]","[1.0, 0.0, 1.0]","[-0.12695942128385945, -1.4369859843753898e-08, 0.04883429896498291]","[0.0, 0.0, 0.0]","[0.9999599940166812, -8.233144314427634e-10, -0.008944851377120852, -3.7473205461565894e-15]","[[0.999839277843285, 1.4852081153397528e-11, -0.017928147752030346], [1.483697594380587e-11, 1.0000000000000002, 1.6558694672219333e-09], [0.017928147752030346, -1.6558693318068364e-09, 0.999839277843285]]","[1.850878970802691e-09, 0.007889145938004737, -1.0049398313419783e-11]",[9.756209526712151],"[0.9999615672479798, -7.816956166202437e-10, -0.008767213181154766, 0.0]",[0.5],"[1.4529086281081491, 2.1582185588548117e-11, -0.026052147712289985]","[49.38394097485882, 49.386763223693265, 49.38958531090052, 49.386763222628275]"
579,2.8999999999999604,"[1.287240161651701, 1.2781313675005884e-08, 0.9569075871750942]","[1.0, 0.0, 1.0]","[-0.12783209211585717, -1.4289536259957633e-08, 0.04855906657423415]","[0.0, 0.0, 0.0]","[0.9999601702402883, -8.18687194172265e-10, -0.008925129299572544, -3.718337217951824e-15]","[[0.9998399792676826, 1.473634479305038e-11, -0.017888987059091747], [1.4721356110526726e-11, 1.0000000000000002, 1.646563054917157e-09], [0.017888987059091747, -1.6465629208402556e-09, 0.9998399792676826]]","[1.8404197817323023e-09, 0.007944770306181324, -9.91056667567825e-12]",[9.756514766488047],"[0.9999617509124057, -7.773035764567687e-10, -0.008746239888989578, 0.0]",[0.5],"[1.4382660626026469, 2.119817675042298e-11, -0.02573324083347266]","[49.38472000324071, 49.38753579251504, 49.39035142090253, 49.387535791456145]"
580,2.9049999999999603,"[1.2866010011911218, 1.2709865993706095e-08, 0.9571503825079654]","[1.0, 0.0, 1.0]","[-0.1287028660729001, -1.4209661616955753e-08, 0.048285385565532794]","[0.0, 0.0, 0.0]","[0.9999603473133034, -8.140861066094755e-10, -0.008905268163146273, -3.689510049843536e-15]","[[0.9998406841339718, 1.462121450601838e-11, -0.017849547627634285], [1.4606341749548484e-11, 1.0, 1.6373092384893642e-09], [0.017849547627634285, -1.6373091057428025e-09, 0.9998406841339718]]","[1.8300202555143499e-09, 0.008000267146476387, -9.772830069557653e-12]",[9.756818214203207],"[0.9999619353252166, -7.729363422356425e-10, -0.008725130408614074, 0.0]",[0.5],"[1.4236013015943199, 2.0818096654755126e-11, -0.025414688198630176]","[49.385494523863414, 49.3883038136114, 49.391112943215745, 49.38830381255857]"
581,2.90999999999996,"[1.2859574868607573, 1.2638817685621316e-08, 0.957391809435793]","[1.0, 0.0, 1.0]","[-0.12957172930910296, -1.41302334060668e-08, 0.048013247199553084]","[0.0, 0.0, 0.0]","[0.9999605252246088, -8.095110195738524e-10, -0.008885268286583127, -3.6608294599980184e-15]","[[0.999841392397885, 1.450668890199985e-11, -0.01780983009067571], [1.4491931446996418e-11, 1.0000000000000002, 1.6281077175284454e-09], [0.01780983009067571, -1.6281075861041397e-09, 0.999841392397885]]","[1.8196802102498935e-09, 0.008055635661617277, -9.636189404552691e-12]",[9.757119880191803],"[0.9999621204748566, -7.685937723947322e-10, -0.008703885076704535, 0.0]",[0.5],"[1.4089145709869737, 2.044192761592438e-11, -0.02509650961876735]","[49.386264563027304, 49.38906731334953, 49.391869904274074, 49.389067312302736]"
582,2.91499999999996,"[1.2853096282142118, 1.2568166518590982e-08, 0.9576318756717909]","[1.0, 0.0, 1.0]","[-0.13043866801037474, -1.4051249132599821e-08, 0.04774264278618973]","[0.0, 0.0, 0.0]","[0.9999607039630356, -8.049617843396113e-10, -0.008865129990617332, -3.632299439349697e-15]","[[0.9998421040149508, 1.4392766549617402e-11, -0.017769835085226445], [1.4378123809819093e-11, 1.0, 1.61895819367126e-09], [0.017769835085226445, -1.6189580635614522e-09, 0.9998421040149508]]","[1.809399191191582e-09, 0.0081108750557095, -9.500638314200455e-12]",[9.7574197747342],"[0.9999623063497259, -7.642757261920601e-10, -0.008682504231899393, 0.0]",[0.5],"[1.3942060970254722, 2.0069651793980456e-11, -0.024778724880133073]","[49.38703014689214, 49.38982631795754, 49.392622330373946, 49.38982631691674]"
583,2.91999999999996,"[1.28465743487416, 1.2497910272927983e-08, 0.9578705888857219]","[1.0, 0.0, 1.0]","[-0.13130366839461893, -1.3972706315816831e-08, 0.047473563684280656]","[0.0, 0.0, 0.0]","[0.9999608835173657, -8.004382533179833e-10, -0.008844853597972829, -3.603925436944791e-15]","[[0.9998428189404992, 1.4279446024708613e-11, -0.017729563252283052], [1.4264917397891106e-11, 1.0000000000000002, 1.6098603694647714e-09], [0.017729563252283052, -1.6098602406615446e-09, 0.9998428189404992]]","[1.7991769709657403e-09, 0.008165984534268415, -9.366164975069819e-12]",[9.757717908057284],"[0.9999624929381817, -7.599820636934985e-10, -0.008660988214795074, 0.0]",[0.5],"[1.3794761062922936, 1.9701251265723447e-11, -0.02446135374302051]","[49.38779130147789, 49.39058085352533, 49.393370247675186, 49.390580852490494]"
584,2.92499999999996,"[1.2840009165321868, 1.24280467413489e-08, 0.9581079567041433]","[1.0, 0.0, 1.0]","[-0.1321667167119332, -1.3894602488828655e-08, 0.04720600130133075]","[0.0, 0.0, 0.0]","[0.9999610638763327, -7.959402794889246e-10, -0.008824439433359756, -3.57569567578845e-15]","[[0.9998435371296609, 1.4166725898557418e-11, -0.017689015236821322], [1.4152310760701186e-11, 1.0, 1.6008139497302808e-09], [0.017689015236821322, -1.6008138222255092e-09, 0.9998435371296609]]","[1.7890130493502822e-09, 0.008220963304213371, -9.232772115644888e-12]",[9.758014290334692],"[0.9999626802285387, -7.557126457886125e-10, -0.008639337367942734, 0.0]",[0.5],"[1.3647248257040532, 1.933670800954395e-11, -0.02414441594056804]","[49.388548052667254, 49.391330946005276, 49.394113682199745, 49.39133094497636]"
585,2.9299999999999597,"[1.2833400829486272, 1.2358573728904756e-08, 0.9583439867106499]","[1.0, 0.0, 1.0]","[-0.13302779924480862, -1.3816935198546152e-08, 0.04693994709323765]","[0.0, 0.0, 0.0]","[0.9999612450286219, -7.914677170828887e-10, -0.008803887823470944, -3.5476235696141145e-15]","[[0.999844258537374, 1.4054604690747023e-11, -0.017648191687789368], [1.4040302464938784e-11, 1.0, 1.5918186404265613e-09], [0.017648191687789368, -1.5918185142125215e-09, 0.999844258537374]]","[1.7789072444462674e-09, 0.0082758105738913, -9.100449731483944e-12]",[9.758308931687159],"[0.9999628682090699, -7.51467334172264e-10, -0.008617552035844137, 0.0]",[0.5],"[1.3499524825080458, 1.897600384353656e-11, -0.023827931177562062]","[49.38930042620507, 49.39207662121302, 49.39485265983409, 49.392076620190004]"
586,2.9349999999999596,"[1.2826749439524032, 1.2289489052912024e-08, 0.9585786864461161]","[1.0, 0.0, 1.0]","[-0.13388690230832853, -1.3739702005564797e-08, 0.046675392564018835]","[0.0, 0.0, 0.0]","[0.9999614269628718, -7.870204207853317e-10, -0.008783199096978368, -3.519708862057067e-15]","[[0.9998449831183837, 1.3943080966355912e-11, -0.017607093258100667], [1.3928891022029655e-11, 1.0000000000000002, 1.5828741500140933e-09], [0.017607093258100667, -1.5828740250825735e-09, 0.9998449831183837]]","[1.7688590560316099e-09, 0.008330525553103832, -8.969193275113478e-12]",[9.758601842182749],"[0.9999630568680067, -7.472459913543481e-10, -0.008595632564947463, 0.0]",[0.5],"[1.3351593042787764, 1.8619120560550147e-11, -0.023511919129241454]","[49.39004844769877, 49.392817904828235, 49.39558720633005, 49.392817903811064]"
587,2.9399999999999595,"[1.2820055094408616, 1.2220790542884201e-08, 0.9588120634089362]","[1.0, 0.0, 1.0]","[-0.134744012250367, -1.3662900484126845e-08, 0.04641232926554023]","[0.0, 0.0, 0.0]","[0.9999616096676738, -7.825982465323694e-10, -0.008762373584529512, -3.4919582828901765e-15]","[[0.9998457108272456, 1.3832153244482915e-11, -0.017565720604626994], [1.381807495209813e-11, 1.0, 1.5739801878634477e-09], [0.017565720604626994, -1.573980064206233e-09, 0.9998457108272456]]","[1.7588682112578992e-09, 0.00838510745311051, -8.838988194618262e-12]",[9.758893031837161],"[0.9999632461935408, -7.430484806352544e-10, -0.008573579303643705, 0.0]",[0.5],"[1.3203455189144728, 1.8266039805462384e-11, -0.02319639944010337]","[49.39079214262039, 49.39355482239529, 49.39631734730433, 49.39355482138394]"
588,2.9449999999999594,"[1.2813317893796097, 1.2152476040463568e-08, 0.9590441250552639]","[1.0, 0.0, 1.0]","[-0.13559911545178668, -1.3586528222005758e-08, 0.04615074879724655]","[0.0, 0.0, 0.0]","[0.9999617931315736, -7.782010509425844e-10, -0.00874141161874374, -3.464355531426345e-15]","[[0.9998464416183304, 1.37218200538796e-11, -0.01752407438819127], [1.3707852756977794e-11, 1.0, 1.5651364658469003e-09], [0.01752407438819127, -1.565136343455528e-09, 0.9998464416183304]]","[1.7489344372767248e-09, 0.008439555486649675, -8.709833580503594e-12]",[9.759182510614014],"[0.9999634361738243, -7.388746661208049e-10, -0.00855139260226249, 0.0]",[0.5],"[1.3055113546336086, 1.7916743152662287e-11, -0.022881391722711003]","[49.391531536306424, 49.39428739932411, 49.39704310824023, 49.394287398318546]"
589,2.9499999999999593,"[1.2806537938023508, 1.2084543399353539e-08, 0.9592748787992501]","[1.0, 0.0, 1.0]","[-0.1364521983266364, -1.3510582820446029e-08, 0.045890642805892876]","[0.0, 0.0, 0.0]","[0.9999619773430714, -7.738286913167272e-10, -0.008720313534208598, -3.436895390174346e-15]","[[0.9998471754458232, 1.3612079863194687e-11, -0.017482155273560316], [1.3598222970517685e-11, 0.9999999999999999, 1.556342697201558e-09], [0.017482155273560316, -1.5563425760681274e-09, 0.9998471754458232]]","[1.7390573702902058e-09, 0.008493868867965654, -8.581727613780071e-12]",[9.759470288425096],"[0.9999636267969697, -7.347244126972657e-10, -0.008529072813067785, 0.0]",[0.5],"[1.2906570399714186, 1.7571212016728208e-11, -0.02256691555650315]","[49.39226665395816, 49.395015660890785, 49.39776451448858, 49.39501565989098]"
590,2.954999999999959,"[1.2799715328107175, 1.2016990485251308e-08, 0.9595043320132796]","[1.0, 0.0, 1.0]","[-0.1373032473223483, -1.3435061894102926e-08, 0.04563200298527805]","[0.0, 0.0, 0.0]","[0.9999621622906234, -7.694810258651022e-10, -0.008699079667476082, -3.409583442160673e-15]","[[0.9998479122637303, 1.3502931149516927e-11, -0.017439963929437554], [1.3489184090675806e-11, 1.0, 1.5475985965293622e-09], [0.017439963929437554, -1.5475984766461405e-09, 0.9998479122637303]]","[1.7292366010257266e-09, 0.008548046812800119, -8.454663018490077e-12]",[9.759756375130673],"[0.999963818051052, -7.305975860344567e-10, -0.008506620290254409, 0.0]",[0.5],"[1.2757828037763952, 1.7229427745793408e-11, -0.02225299048660538]","[49.39299752064435, 49.39573963223842, 49.39848159126679, 49.395739631244325]"
591,2.959999999999959,"[1.2792850165741059, 1.1949815175780794e-08, 0.959732492028206]","[1.0, 0.0, 1.0]","[-0.13815224891993436, -1.3359963070959983e-08, 0.04537482107597926]","[0.0, 0.0, 0.0]","[0.9999623479626416, -7.651579138213698e-10, -0.008677710357058882, -3.3824234109531057e-15]","[[0.9998486520258779, 1.3394372402086161e-11, -0.01739750102845556], [1.338073458436083e-11, 1.0, 1.5389038802518255e-09], [0.01739750102845556, -1.5389037616108736e-09, 0.9998486520258779]]","[1.7194719021096117e-09, 0.008602088538445884, -8.328634337665403e-12]",[9.760040780539725],"[0.9999640099241084, -7.264940525886756e-10, -0.008484035389942942, 0.0]",[0.5],"[1.260888875206802, 1.6891371627043345e-11, -0.02193963602264351]","[49.39372416129863, 49.396459338377696, 49.39919436366259, 49.396459337389295]"
592,2.964999999999959,"[1.2785942553295062, 1.1883015360425993e-08, 0.9599593661335859]","[1.0, 0.0, 1.0]","[-0.13899918963418265, -1.3285283992235314e-08, 0.04511908886508838]","[0.0, 0.0, 0.0]","[0.999962534347495, -7.608592149877766e-10, -0.008656205943426528, -3.3554177466517852e-15]","[[0.999849394685918, 1.3286402099218178e-11, -0.017354767247168668], [1.3272872914994897e-11, 1.0, 1.5302582668374085e-09], [0.017354767247168668, -1.5302581494306457e-09, 0.999849394685918]]","[1.7097628642692454e-09, 0.008655993263720718, -8.203632476359029e-12]",[9.760323514410256],"[0.9999642024041392, -7.224136795940702e-10, -0.008461318470176647, 0.0]",[0.5],"[1.2459754837271577, 1.655702485849597e-11, -0.0216268716375588]","[49.39444660072441, 49.39717480418778, 49.39990285663083, 49.397174803205026]"
593,2.969999999999959,"[1.2778992593813352, 1.1816588940464817e-08, 0.9601849615779113]","[1.0, 0.0, 1.0]","[-0.1398440560138531, -1.3211022312332238e-08, 0.04486479818594973]","[0.0, 0.0, 0.0]","[0.9999627214335102, -7.565847901899649e-10, -0.00863456676900158, -3.3285624807524547e-15]","[[0.9998501401973301, 1.317901870184354e-11, -0.01731176326604528], [1.3165597533708594e-11, 1.0000000000000002, 1.5216614758920193e-09], [0.01731176326604528, -1.5216613597112713e-09, 0.9998501401973301]]","[1.7001093510804222e-09, 0.008709760209016128, -8.079652887097449e-12]",[9.760604586449535],"[0.9999643954791091, -7.183563350480876e-10, -0.008438469890916381, 0.0]",[0.5],"[1.2310428591047355, 1.62263685433002e-11, -0.0213147167664253]","[49.3951648635917, 49.39788605441688, 49.400607094997916, 49.39788605343976]"
594,2.974999999999959,"[1.277200039101266, 1.1750533828903155e-08, 0.9604092855688411]","[1.0, 0.0, 1.0]","[-0.14068683464187276, -1.313717569874545e-08, 0.044611940917899204]","[0.0, 0.0, 0.0]","[0.9999629092089717, -7.523345005947792e-10, -0.008612793178155708, -3.3018526876087103e-15]","[[0.9998508885134235, 1.3072220651406036e-11, -0.01726848976946034], [1.3058906897819177e-11, 1.0000000000000002, 1.5131132290685072e-09], [0.01726848976946034, -1.5131131141057273e-09, 0.9998508885134235]]","[1.690510680422116e-09, 0.008763388596310512, -7.956691022407152e-12]",[9.76088400631438],"[0.9999645891369473, -7.143218877193867e-10, -0.008415490014036473, 0.0]",[0.5],"[1.2160912314060508, 1.5899383689917626e-11, -0.021003190805269637]","[49.39587897443969, 49.398593113683084, 49.4013071034607, 49.39859311271153]"
595,2.9799999999999587,"[1.2764966049280566, 1.1684847950409428e-08, 0.9606323452734306]","[1.0, 0.0, 1.0]","[-0.14152751213553055, -1.3063741832033703e-08, 0.04436050898600498]","[0.0, 0.0, 0.0]","[0.9999630976621239, -7.481082090744571e-10, -0.008590885517205738, -3.275294260891295e-15]","[[0.9998516395873407, 1.2966006369266356e-11, -0.01722494744568754], [1.2952799448389234e-11, 1.0, 1.5046132487024173e-09], [0.01722494744568754, -1.5046131349497203e-09, 0.9998516395873407]]","[1.6809668977690617e-09, 0.008816877649161694, -7.834740515825227e-12]",[9.761161783611408],"[0.9999647833655482, -7.103102071328657e-10, -0.008392379203320961, 0.0]",[0.5],"[1.2011208309933328, 1.557605121430381e-11, -0.020692313109892564]","[49.39658895767844, 49.3992960064749, 49.4020029065862, 49.399296005508916]"
596,2.9849999999999586,"[1.275788967367379, 1.161952924124926e-08, 0.9608541478183605]","[1.0, 0.0, 1.0]","[-0.14236607514667177, -1.299071840565925e-08, 0.044110494360809716]","[0.0, 0.0, 0.0]","[0.99996328678117, -7.439057783877474e-10, -0.008568844134409708, -3.2488836760520803e-15]","[[0.9998523933720606, 1.2860374304070702e-11, -0.017181136986891454], [1.2847273610491199e-11, 1.0, 1.496161260540472e-09], [0.017181136986891454, -1.4961611479897597e-09, 0.9998523933720606]]","[1.6714775028991735e-09, 0.008870226592740898, -7.71379409139406e-12]",[9.761437927897326],"[0.9999649781527727, -7.063211635885175e-10, -0.008369137824458816, 0.0]",[0.5],"[1.1861318885210088, 1.5256351999047674e-11, -0.020382102994693077]","[49.39729483758755, 49.39999475715215, 49.40269452881437, 49.39999475619169]"
