,t,p,p_d,v,v_d,q,R,w,T_sp,q_sp,hover_throttle,fa,pwm
10,0.05499999999999999,"[1.000639007828109, 5.873464143547087e-08, 0.014194595123484113]","[1.0, 0.0, 1.0]","[0.045706340851161674, 3.7460624022976463e-06, 0.467471759454283]","[0.0, 0.0, 0.0]","[0.9983823511677199, 2.714006320101175e-07, 0.05685664142840189, 5.658819546291071e-05]","[[0.994385653992529, -0.00012852322328277667, 0.10581660841111608], [0.00012857185359924805, 0.999999991714401, 6.3620966658584684e-06], [-0.10581660835203928, 7.278659831159617e-06, 0.9943856622779172]]","[0.00025815033103622227, 1.3757946188226384, -0.002831654426065961]",[15.495208175277966],"[0.996182248159386, 1.0649821216325701e-06, 0.08729792924793306, -0.0]",[0.5],"[3.063759766419248, -0.0003959874913352754, 0.3260270963958957]","[69.19514754056503, 61.97072927997367, 55.01571340492727, 61.96886091556407]"
11,0.05999999999999999,"[1.000867539532365, 7.74649534469591e-08, 0.01653195392075553]","[1.0, 0.0, 1.0]","[0.05433222405906738, 4.193801494608592e-06, 0.49390985976136903]","[0.0, 0.0, 0.0]","[0.9981808896333251, 3.186003457156436e-07, 0.06029020751341691, 4.948445782811412e-05]","[[0.9935346382465166, -0.00011296244941236333, 0.1135293347282919], [0.0001130241731260339, 0.9999999935954049, 5.892906274840734e-06], [-0.11352933466685962, 6.9767526792194e-06, 0.993534644650817]]","[0.0002361263962882731, 1.2073088318911818, -0.0025423489583100405]",[15.19586673972838],"[0.9962113995181415, 1.2543897976469364e-06, 0.08696463343527884, -0.0]",[0.5],"[3.0812014889313266, -0.000350325045472992, 0.35208309980975383]","[68.39268091732382, 61.34259222706801, 54.70558411848192, 61.34079704233444]"
12,0.06499999999999999,"[1.0011392006526603, 9.843396092000206e-08, 0.019001503219562375]","[1.0, 0.0, 1.0]","[0.06330389627564037, 4.591158593645448e-06, 0.518857624055299]","[0.0, 0.0, 0.0]","[0.9979943718400851, 3.75286353958061e-07, 0.0633027007109821, 4.3105322470202906e-05]","[[0.9927301768585554, -9.875046331386534e-05, 0.12036106597537208], [9.88272972376935e-05, 0.999999995102374, 5.330814909244004e-06], [-0.12036106591230902, 6.6028980153397085e-06, 0.9927301817557754]]","[0.0002156171892735074, 1.0463435697690358, -0.0022559833245208417]",[14.907930806144146],"[0.9962622121147431, 1.4359551785839483e-06, 0.08638058063116254, -0.0]",[0.5],"[3.098706679557464, -0.00030823956742041065, 0.3756948743884937]","[67.58405667293445, 60.755983601184994, 54.387058158618544, 60.754295743406594]"
13,0.06999999999999999,"[1.0014557201340384, 1.213897538882293e-07, 0.02159579133983887]","[1.0, 0.0, 1.0]","[0.0725473008366519, 4.935600273580912e-06, 0.5423775992357812]","[0.0, 0.0, 0.0]","[0.9978253672194686, 4.4346465464255106e-07, 0.06591308770743065, 3.744340653055101e-05]","[[0.9919855324492541, -8.599022516373788e-05, 0.1263514780960287], [8.608525172271998e-05, 0.9999999962835808, 4.708299316606192e-06], [-0.12635147803132135, 6.206433992920316e-06, 0.9919855361651101]]","[0.00019671741753900278, 0.8927942247236562, -0.0019855444305802044]",[14.631256713888904],"[0.9963328462492375, 1.6068898655707113e-06, 0.08556202126125415, -0.0]",[0.5],"[3.1163196237326005, -0.0002701380386721009, 0.39693279568915163]","[66.77848280278388, 60.20053002747001, 54.0728426753015, 60.198960272341694]"
14,0.075,"[1.0018184566382216, 1.4606775525613386e-07, 0.024307679336017775]","[1.0, 0.0, 1.0]","[0.08199556277561804, 5.226578286825217e-06, 0.5645318016996945]","[0.0, 0.0, 0.0]","[0.9976757652453154, 5.234308710593719e-07, 0.06814004981157891, 3.2458833353477507e-05]","[[0.9913109269337279, -7.466550149323662e-05, 0.13153950192568173], [7.478242199194302e-05, 0.9999999971955894, 4.0510205136912645e-06], [-0.13153950185926241, 5.821021641161498e-06, 0.9913109297373519]]","[0.00017937523322684683, 0.7465660514368858, -0.0017373831050408132]",[14.365664763280451],"[0.9964213444265996, 1.7651868077923497e-06, 0.08452517002628232, -0.0]",[0.5],"[3.1340760454768093, -0.00023605848911328493, 0.4158683121696188]","[65.98164307552813, 59.669780760861265, 53.77076798855196, 59.66832756334073]"
15,0.08,"[1.0022284344520997, 1.7220064669025994e-07, 0.027130338344516246]","[1.0, 0.0, 1.0]","[0.09158841967680331, 5.464987248610775e-06, 0.5853813457211919]","[0.0, 0.0, 0.0]","[0.9975468502783, 6.14280522893231e-07, 0.07000200504334825, 2.8095842216107007e-05]","[[0.9907138651161994, -6.469544959854787e-05, 0.1359633527132217], [6.483811602105548e-05, 0.9999999978923003, 3.3790644533890305e-06], [-0.1359633526452619, 5.467921632737754e-06, 0.9907138672228032]]","[0.00016347172033310926, 0.6075711955770837, -0.0015138824280146316]",[14.110944912367442],"[0.9965256718407897, 1.9094716034094067e-06, 0.08328616546952353, -0.0]",[0.5],"[3.152003826230447, -0.0002058316854689466, 0.43257394800761145]","[65.19699450142731, 59.15976809477921, 53.48550769527314, 59.15842396395562]"
16,0.085,"[1.0026863765504839, 1.9952558293331382e-07, 0.030057245073122206]","[1.0, 0.0, 1.0]","[0.10127168804275768, 5.65274340454964e-06, 0.6049861395016926]","[0.0, 0.0, 0.0]","[0.9974393717558269, 7.143438736444861e-07, 0.07151712438776496, 2.429271725057729e-05]","[[0.9901994370010694, -5.596783608066409e-05, 0.13966055932283292], [5.6139839553710493e-05, 0.9999999984204926, 2.70798337541918e-06], [-0.13966055925379803, 5.15907777861698e-06, 0.9901994385790673]]","[0.00014886452851528703, 0.4757259472810462, -0.0013151233271287517]",[13.866861786756822],"[0.9966437539182662, 2.038879231799118e-06, 0.08186102718357165, -0.0]",[0.5],"[3.170123696444899, -0.0001791810384536357, 0.4471233087234961]","[64.42659835642517, 58.668079864927904, 53.21967768429035, 58.6668349505867]"
17,0.09000000000000001,"[1.0031927349906977, 2.2778929995606202e-07, 0.03308217577063067]","[1.0, 0.0, 1.0]","[0.11099676515593397, 5.792460187525393e-06, 0.6234046399084219]","[0.0, 0.0, 0.0]","[0.9973536100875465, 8.215253608823538e-07, 0.0727033424553913, 2.0987546616642846e-05]","[[0.9897706006583378, -4.8358849625981366e-05, 0.14266799127293792], [4.856320090464964e-05, 0.9999999988187073, 2.0496611535615194e-06], [-0.1426679912035245, 4.899719971743839e-06, 0.9897706018375894]]","[0.00013541080896743553, 0.3509482248403107, -0.0011399156904136887]",[13.633159093929152],"[0.9967735107091521, 2.1529523874424766e-06, 0.08026561121624055, -0.0]",[0.5],"[3.1884499025818696, -0.0001557833393681056, 0.45959108360380047]","[63.671652564350396, 58.19326496675233, 52.97454214873398, 58.19210900367133]"
18,0.09500000000000001,"[1.0037477188164774, 2.56751600893689e-07, 0.03619919897017278]","[1.0, 0.0, 1.0]","[0.1207201658594616, 5.8872005646942545e-06, 0.6406936580201211]","[0.0, 0.0, 0.0]","[0.9972894385243244, 9.335530918869045e-07, 0.07357836284249246, 1.812140080538427e-05]","[[0.9894284471106741, -4.174455549068281e-05, 0.14502188216111508], [4.1983466049274884e-05, 0.9999999991176961, 1.4130270090275678e-06], [-0.14502188209214786, 4.690432146845529e-06, 0.9894284479902785]]","[0.0001229783718341878, 0.23315529440278024, -0.000986429094149359]",[13.409563520524749],"[0.9969128879487461, 2.251557950360564e-06, 0.07851556429537689, -0.0]",[0.5],"[3.206990851288798, -0.0001353047892858518, 0.4700530398994638]","[62.93283210576082, 57.73445433866862, 52.75046968963002, 57.73337763731202]"
19,0.10000000000000002,"[1.0043513196457747, 2.861876037171603e-07, 0.03940266726027338]","[1.0, 0.0, 1.0]","[0.13040309326334149, 5.940289907841663e-06, 0.6569082085742549]","[0.0, 0.0, 0.0]","[0.9972463811919703, 1.0481531464482846e-06, 0.07415965853355344, 1.563993264376742e-05]","[[0.9891724483860667, -3.6007184652696646e-05, 0.14675784836729114], [3.628194188520699e-05, 0.9999999993414865, 8.046407296645214e-07], [-0.146757848299622, 4.528731285026672e-06, 0.989172449041094]]","[0.00011145028146747793, 0.12226173132637909, -0.0008525718344378755]",[13.195788179786323],"[0.9970598846540877, 2.334818556683843e-06, 0.07662627753013942, -0.0]",[0.5],"[3.2257497317178156, -0.00011742155417173275, 0.478586004665495]","[62.21050568668062, 57.2911208472524, 52.547230060475215, 57.290114740946464]"
20,0.10500000000000002,"[1.0050033351120915, 3.158890532563686e-07, 0.04268720830314465]","[1.0, 0.0, 1.0]","[0.14001104207285175, 5.955176276149431e-06, 0.6721013972718264]","[0.0, 0.0, 0.0]","[0.9972236674194984, 1.1631650634019414e-06, 0.07446446773437661, 1.3494029157404117e-05]","[[0.9890006896031587, -3.103827110330351e-05, 0.1479109022388229], [3.1349193821029404e-05, 0.9999999995085879, 2.2917026423807723e-07], [-0.14791090217325073, 4.410237993160195e-06, 0.9890006900901764]]","[0.0001007259142977546, 0.018177627865655396, -0.000736212584420651]",[12.99153566651481],"[0.9972125771680616, 2.4030566638381954e-06, 0.074612840262641, -0.0]",[0.5],"[3.2447251162485724, -0.0001018307255723268, 0.48526783095962267]","[61.50487249140895, 56.8629284526606, 52.36418915229412, 56.86198544318252]"
21,0.11000000000000003,"[1.0057033903224557, 3.456649346371158e-07, 0.046047715289503785]","[1.0, 0.0, 1.0]","[0.14951343301452685, 5.935327619771395e-06, 0.68632434065412]","[0.0, 0.0, 0.0]","[0.9972202824441502, 1.2766133070353404e-06, 0.07450978556466237, 1.1639909216740071e-05]","[[0.9889100857258944, -2.673990155455746e-05, 0.14851545924442344], [2.708635942389125e-05, 0.9999999996331166, -3.102200630833227e-07], [-0.14851545918164033, 4.329522858276347e-06, 0.9889100860873662]]","[9.072021275710543e-05, -0.07919294974789833, -0.0006353044038160076]",[12.796500768362817],"[0.9973691396151159, 2.456748906837387e-06, 0.07248999473974307, -0.0]",[0.5],"[3.2639115392704037, -8.825541826566627e-05, 0.4901773459334273]","[60.81604724687435, 56.449638599576765, 52.200438950247495, 56.44875234234518]"
22,0.11500000000000003,"[1.0064509574875284, 3.7534157273597275e-07, 0.04947933699277438]","[1.0, 0.0, 1.0]","[0.15888327668446187, 5.884157558571302e-06, 0.6996261139304506]","[0.0, 0.0, 0.0]","[0.997235014541004, 1.386746879950606e-06, 0.07431235207353493, 1.003891132151996e-05]","[[0.9888965834392411, -2.302486674597121e-05, 0.1486053388410107], [2.3405347480996004e-05, 0.9999999997257656, -8.115550857646061e-07], [-0.14860533878157203, 4.280703644690366e-06, 0.9888965837069567]]","[8.136211202613598e-05, -0.1699532539101716, -0.0005479488254295163]",[12.610372874906723],"[0.9975278607860167, 2.4964889016189583e-06, 0.07027209225176563, -0.0]",[0.5],"[3.2833000531841185, -7.644636201359605e-05, 0.49339427913001027]","[60.1441118218264, 56.05105317415565, 52.05488589185097, 56.05021838427317]"
23,0.12000000000000004,"[1.0072453738709508, 4.0476236052882926e-07, 0.05297746756242663]","[1.0, 0.0, 1.0]","[0.16809686504997526, 5.804973131809237e-06, 0.7120537227170193]","[0.0, 0.0, 0.0]","[0.9972664986025175, 1.4920565617236202e-06, 0.07388863706892183, 8.657121422710684e-06]","[[0.9889553484570385, -1.9816202910624075e-05, 0.14821375902909845], [2.0228412600143135e-05, 0.9999999997945944, -1.2737948648648945e-06], [-0.1482137589734127, 4.257855315104041e-06, 0.9889553486547519]]","[7.259267627173361e-05, -0.2542148995190979, -0.00047242376174799007]",[12.432838119576365],"[0.997687157522082, 2.5229569642688703e-06, 0.06797305134494791, -0.0]",[0.5],"[3.302878760402469, -6.618146694635032e-05, 0.49499917004380795]","[59.4891451518587, 55.66698073465699, 51.92631254777918, 55.666193059658106]"
24,0.12500000000000003,"[1.0080858581962007, 4.3378722618787547e-07, 0.05653773617601173]","[1.0, 0.0, 1.0]","[0.17713348878758678, 5.700939317503025e-06, 0.7236520951534535]","[0.0, 0.0, 0.0]","[0.9973132561817007, 1.5912769040275154e-06, 0.07325482227127483, 7.464931245997128e-06]","[[0.9890809384743029, -1.704642228685606e-05, 0.1473733247783056], [1.7487406389958063e-05, 0.9999999998456561, -1.6966302403255357e-06], [-0.14737332472663792, 4.255281851782569e-06, 0.9890809386197419]]","[6.436322758518147e-05, -0.3320986634304324, -0.0004071901004079207]",[12.26358128406938],"[0.9978455847201142, 2.5368954825084605e-06, 0.06560631866015322, -0.0]",[0.5],"[3.3226333198631277, -5.726428290300823e-05, 0.4950732546951519]","[58.85123913938878, 55.29721747604728, 51.81342209435873, 55.296473360481166]"
25,0.13000000000000003,"[1.0089715256401386, 4.622919227753906e-07, 0.060155996651778995]","[1.0, 0.0, 1.0]","[0.1859751786287393, 5.575056243946794e-06, 0.7344640913041477]","[0.0, 0.0, 0.0]","[0.9973737320103873, 1.6833782121792428e-06, 0.0724267813133285, 6.436580370962772e-06]","[[0.9892674619165576, -1.4656612362657992e-05, 0.1461160106845113], [1.5122887189813673e-05, 0.9999999998834854, -2.080318677899223e-06], [-0.1461160106369962, 4.267687524670446e-06, 0.9892674620229437]]","[5.663360687785828e-05, -0.40373504660547826, -0.0003508862340816129]",[12.102287490237062],"[0.9980018421260217, 2.539088901634915e-06, 0.06318483288432601, -0.0]",[0.5],"[3.342547426416813, -4.952191780156168e-05, 0.49369833161762294]","[58.23050550806925, 54.941537450020576, 51.71487155523858, 54.94083400499978]"
26,0.13500000000000004,"[1.0099014015332823, 4.901672039951246e-07, 0.06382831710829974]","[1.0, 0.0, 1.0]","[0.1946064689023452, 5.4301459117205736e-06, 0.744530527134097]","[0.0, 0.0, 0.0]","[0.9974463270099344, 1.7675522727792126e-06, 0.07142005811022108, 5.549712190446366e-06]","[[0.9895087226143235, -1.2595509040661632e-05, 0.14447313837361966], [1.3083195703226145e-05, 0.9999999999114734, -2.4255528218656033e-06], [-0.1444731383302789, 4.290276017599138e-06, 0.9895087226915151]]","[4.9370625844630944e-05, -0.46926460880413556, -0.00030231621552327464]",[11.948643700512207],"[0.9981547781264271, 2.530347475903713e-06, 0.060720992226582254, -0.0]",[0.5],"[3.362603261411684, -4.280275535860755e-05, 0.49095660824292237]","[57.627076868787384, 54.59968853128583, 51.62929755918201, 54.59902341528732]"
27,0.14000000000000004,"[1.010874433877794, 5.173179335537275e-07, 0.06755096974397022]","[1.0, 0.0, 1.0]","[0.20301418150406716, 5.268845955743411e-06, 0.7538902106808776]","[0.0, 0.0, 0.0]","[0.9975294278240849, 1.8431944825039925e-06, 0.07024984411840969, 4.784959644002526e-06]","[[0.9897983505374668, -1.0818602708576483e-05, 0.14247534929337102], [1.1323557452715463e-05, 0.999999999932153, -2.7333555102900115e-06], [-0.1424753492541334, 4.318798578836739e-06, 0.989798350592817]]","[4.254672583278991e-05, -0.528838088245986, -0.0002604349887257065]",[11.802340044676276],"[0.9983033907822788, 2.511494093014702e-06, 0.0582266257505714, -0.0]",[0.5],"[3.3827819128552794, -3.697417109764557e-05, 0.486930529188743]","[57.04110414190821, 54.27139188669692, 51.55533694303154, 54.27076320008144]"
28,0.14500000000000005,"[1.0118895047853143, 5.436621633324446e-07, 0.0713204207973746]","[1.0, 0.0, 1.0]","[0.21118722858132893, 5.09360853943208e-06, 0.7625799883324693]","[0.0, 0.0, 0.0]","[0.9976214329212308, 1.909884219890029e-06, 0.06893095498774002, 4.12556799440721e-06]","[[0.9901299187568865, -9.287307861534715e-06, 0.14015257363397593], [9.805244361837987e-06, 0.9999999999474134, -3.004996136793317e-06], [-0.14015257359869748, 4.349566813209551e-06, 0.9901299187958834]]","[3.613883720890956e-05, -0.5826163209613973, -0.00022433274243714073]",[11.663070988059886],"[0.9984468263758476, 2.4833536085895303e-06, 0.05571296881185617, -0.0]",[0.5],"[3.403063763686903, -3.1920357366307966e-05, 0.4817025884038076]","[56.47275176027903, 53.956343516513606, 51.49164363490435, 53.955749710163246]"
29,0.15000000000000005,"[1.0129454409282208, 5.69130206029605e-07, 0.07513332073903695]","[1.0, 0.0, 1.0]","[0.21911643229631791, 4.906702916308346e-06, 0.7706347993708009]","[0.0, 0.0, 0.0]","[0.9977207753344065, 1.9673647120878385e-06, 0.06747780708935026, 3.5570568056411215e-06]","[[0.9904970468549158, -7.968209822002913e-06, 0.1375339961907549], [8.494810394775051e-06, 0.9999999999586642, -3.2419241808779885e-06], [-0.13753399615923745, 4.3794415477633656e-06, 0.9904970468816612]]","[3.012742240739501e-05, -0.6307699765084493, -0.00019321955707844222]",[11.530536354068326],"[0.9985843757620702, 2.4467442335666223e-06, 0.05319064276628115, -0.0]",[0.5],"[3.4234288469237018, -2.7540313673425027e-05, 0.47535512749599484]","[55.922191609612184, 53.65421695842044, 51.43690269594057, 53.65365675583759]"
30,0.15500000000000005,"[1.0140410230897023, 5.936637206111468e-07, 0.07898649473589095]","[1.0, 0.0, 1.0]","[0.2267943601132778, 4.710220542450653e-06, 0.7780877371586744]","[0.0, 0.0, 0.0]","[0.9978259421305814, 2.0155232258022375e-06, 0.06590439437358836, 3.0669203591780333e-06]","[[0.9908934910755195, -6.832392035032258e-06, 0.13464802002810017], [7.363405861098891e-06, 0.9999999999669537, -3.445716505945835e-06], [-0.13464802000010806, 4.405806077693484e-06, 0.9908934910930838]]","[2.4495681895223265e-05, -0.673479128287252, -0.0001664109758820921]",[11.404442212158118],"[0.9987154688269728, 2.40247060405709e-06, 0.05066963903510644, -0.0]",[0.5],"[3.4438571667383577, -2.3746025670501277e-05, 0.46797012286112777]","[55.38959635692506, 53.3646665790441, 51.38984205847552, 53.364138910765014]"
31,0.16000000000000006,"[1.0151749948902686, 6.172148233234e-07, 0.08287693342168433]","[1.0, 0.0, 1.0]","[0.23421517414830356, 4.506081895421355e-06, 0.7849701155379313]","[0.0, 0.0, 0.0]","[0.9979354907249299, 2.054372111729271e-06, 0.06422426597774611, 2.6443641742688507e-06]","[[0.9913132215856892, -5.854841718587769e-06, 0.13152222882510528], [6.386169068757359e-06, 0.9999999999730635, -3.6180356656170593e-06], [-0.1315222288003795, 4.426529781071685e-06, 0.9913132215963766]]","[1.922890176456351e-05, -0.7109326778104703, -0.00014331480214287308]",[11.28450164100208],"[0.9988396673600882, 2.351318233671725e-06, 0.04815930753716954, -0.0]",[0.5],"[3.4643289848700882, -2.0460836621432004e-05, 0.4596289644404215]","[54.87513261563943, 53.08733109164343, 51.3492422957908, 53.086835040643216]"
32,0.16500000000000006,"[1.0163460707610101, 6.397452328005068e-07, 0.08680178399937398]","[1.0, 0.0, 1.0]","[0.24137449321716428, 4.296044367351645e-06, 0.7913115391736159]","[0.0, 0.0, 0.0]","[0.9980480621794579, 2.084031021227322e-06, 0.06245050496422676, 2.280074548567253e-06]","[[0.9917504873052543, -5.01392863796689e-06, 0.12818334878076598], [5.541690801650748e-06, 0.9999999999775739, -3.76059698675979e-06], [-0.12818334875903598, 4.439926379040853e-06, 0.9917504873107987]]","[1.4313922827204826e-05, -0.7433276529782449, -0.0001234192282318561]",[11.170435375511108],"[0.9989566566448973, 2.2940491054441507e-06, 0.04566834942918575, -0.0]",[0.5],"[3.4848250721472587, -1.7618004176655576e-05, 0.45041222906454675]","[54.37895426040782, 52.82183707552764, 51.31394464254118, 52.821371832282175]"
33,0.17000000000000007,"[1.017552943227096, 6.612254546372649e-07, 0.09075834169524206]","[1.0, 0.0, 1.0]","[0.24826926631724622, 4.081710764272429e-06, 0.7971399767261919]","[0.0, 0.0, 0.0]","[0.9981623916476859, 2.1047104677726765e-06, 0.06059570852689546, 1.966017775974325e-06]","[[0.9921998688490288, -4.29095039037098e-06, 0.12465721093285378], [4.811545548918019e-06, 0.9999999999809162, -3.8751426306874e-06], [-0.1246572109138468, 4.444709858343825e-06, 0.9921998688507399]]","[9.738712987973505e-06, -0.7708684006667476, -0.00010628228861815455]",[11.061972345580227],"[0.9990662360621192, 2.231398206613601e-06, 0.04320481403374975, -0.0]",[0.5],"[3.505326925294098, -1.5159429476559681e-05, 0.4403994513946925]","[53.90119611186084, 52.5678023603093, 51.28285742238098, 52.56736718625109]"
