,t,p,p_d,v,v_d,q,R,w,T_sp,q_sp,hover_throttle,fa,pwm
182,0.9150000000000007,"[1.2353004037863753, 1.0114070955129955e-06, 0.5975409468129702]","[1.0, 0.0, 1.0]","[0.1840862444579724, -1.1281990548287783e-06, 0.4532761881857867]","[0.0, 0.0, 0.0]","[0.9999391534275749, -6.339330219187169e-08, -0.011031293783638485, -1.0930790079579921e-12]","[[0.9997539008292364, 1.4101622245032415e-09, -0.022184178522656778], [1.4045927437567216e-09, 0.9999999999999918, 1.2686560813041089e-07], [0.022184178522656778, -1.2686554634563072e-07, 0.9997539008292283]]","[2.1054654598517588e-08, 0.024540205763577957, 1.4330909184785016e-09]",[9.30109644429922],"[0.9999450906043597, -6.291072731391589e-08, -0.01047930227805969, 0.0]",[0.5],"[3.9990156033169457, 5.640648898012966e-09, -0.08873671409062711]","[48.22381732783102, 48.22109599990456, 48.218374619571954, 48.22109638162339]"
183,0.9200000000000007,"[1.2362208350086652, 1.0057661002388517e-06, 0.5998073277538991]","[1.0, 0.0, 1.0]","[0.18305997279388317, -1.1223014000854451e-06, 0.45073407497926055]","[0.0, 0.0, 0.0]","[0.9999398283212936, -6.33407080939871e-08, -0.010969946981553246, -8.191312054759028e-13]","[[0.9997566211149183, 1.400806305782714e-09, -0.02206124513444467], [1.3964342557913264e-09, 0.999999999999992, 1.2677891396958856e-07], [0.02206124513444467, -1.267788657372859e-07, 0.9997566211149101]]","[2.4995333114818565e-08, 0.024485834035014045, 1.3767007090130394e-09]",[9.303841717318981],"[0.9999457188384057, -6.276880845458136e-08, -0.010419183112902559, 0.0]",[0.5],"[3.999026484459673, 5.603225223130856e-09, -0.08824498053777868]","[48.23103027018797, 48.22821183368847, 48.225393348713595, 48.228212242233425]"
184,0.9250000000000007,"[1.2371361348726346, 1.0001545932384244e-06, 0.6020609981287954]","[1.0, 0.0, 1.0]","[0.18203910771864532, -1.1164069025079647e-06, 0.44820575788993855]","[0.0, 0.0, 0.0]","[0.9999404979685453, -6.327826110836069e-08, -0.010908736059411313, -5.694679953427295e-13]","[[0.999759320526444, 1.3913265829641106e-09, -0.02193857380285609], [1.3880502552962057e-09, 0.9999999999999921, 1.2667381152615306e-07], [0.02193857380285609, -1.266737755828495e-07, 0.999759320526436]]","[2.9146370979904095e-08, 0.024429319733156058, 1.3185890288944395e-09]",[9.306576484064468],"[0.9999463415436601, -6.261242603400432e-08, -0.01035924869118707, 0.0]",[0.5],"[3.999037282105776, 5.565306331856442e-09, -0.08775429521142436]","[48.23822846313333, 48.235299392922684, 48.23237027394431, 48.23529982321315]"
185,0.9300000000000007,"[1.238046330411228, 9.945725587258845e-07, 0.6043020269182451]","[1.0, 0.0, 1.0]","[0.1810236411143088, -1.1105164889078278e-06, 0.4456911827198222]","[0.0, 0.0, 0.0]","[0.9999411623361838, -6.320543532427507e-08, -0.010847666373833185, -3.4292858094380537e-13]","[[0.9997619989551726, 1.3817105656809178e-09, -0.02181617393491035], [1.379432829237557e-09, 0.9999999999999923, 1.2654900427090776e-07], [0.02181617393491035, -1.2654897942220353e-07, 0.9997619989551646]]","[3.346246380704317e-08, 0.024370441833005477, 1.2592625703539855e-09]",[9.309300589243657],"[0.9999469586480008, -6.244206444496028e-08, -0.01029950924119982, 0.0]",[0.5],"[3.9990479958206904, 5.526842262723671e-09, -0.0872646957396414]","[48.24540941266702, 48.24235828756983, 48.23930710939321, 48.24235873490418]"
186,0.9350000000000007,"[1.2389514486167994, 9.890199762813454e-07, 0.6065304828318442]","[1.0, 0.0, 1.0]","[0.18001356434912424, -1.1046311359469267e-06, 0.4431902945385751]","[0.0, 0.0, 0.0]","[0.9999418213863527, -6.312181809899396e-08, -0.010786743833980187, -1.3834423915840988e-13]","[[0.9997646562684843, 1.3719487676289082e-09, -0.021694056244971782], [1.3705771340135991e-09, 0.9999999999999922, 1.2640344036818987e-07], [0.021694056244971782, -1.2640342548829052e-07, 0.9997646562684763]]","[3.7901823907193394e-08, 0.024309017015815268, 1.199181197559756e-09]",[9.312013887846947],"[0.9999475700845972, -6.225824251334913e-08, -0.01023997470239653, 0.0]",[0.5],"[3.9990586250739373, 5.487795070515633e-09, -0.08677622497988713]","[48.25257079718671, 48.249388154411946, 48.24620545043531, 48.24938861445509]"
187,0.9400000000000007,"[1.239851516438545, 9.834968206016108e-07, 0.608746434304537]","[1.0, 0.0, 1.0]","[0.17900886822417744, -1.0987518596315612e-06, 0.4407030377316816]","[0.0, 0.0, 0.0]","[0.9999424750776564, -6.302710126526927e-08, -0.010725974807295788, 4.545412563277921e-14]","[[0.99976729231492, 1.3620344367188483e-09, -0.021572232552356307], [1.361481091956919e-09, 0.9999999999999919, 1.262362945028198e-07], [0.021572232552356307, -1.2623628853368434e-07, 0.999767292314912]]","[4.242605550632791e-08, 0.024244896960100848, 1.1387603449541532e-09]",[9.314716244675859],"[0.999948175792146, -6.206150753496084e-08, -0.010180654691899145, 0.0]",[0.5],"[3.99906916925968, 5.448137746875393e-09, -0.08628893020942523]","[48.25971046219538, 48.25638865580819, 48.253066776504326, 48.256389124578405]"
188,0.9450000000000007,"[1.240746560779666, 9.78003061303453e-07, 0.6109499494931954]","[1.0, 0.0, 1.0]","[0.17800954292881613, -1.0928797056099424e-06, 0.43822935604657215]","[0.0, 0.0, 0.0]","[0.9999431233662239, -6.292107265085323e-08, -0.010665366032018628, 2.0962928654083706e-13]","[[0.9997699069288667, 1.3519632976745421e-09, -0.02145071559285588], [1.352145103718093e-09, 0.9999999999999923, 1.2604695029724728e-07], [0.02145071559285588, -1.260469522474065e-07, 0.9997699069288588]]","[4.700002427842039e-08, 0.024177965714958262, 1.0783733792116438e-09]",[9.317407533892656],"[0.9999487757150438, -6.18524297380404e-08, -0.010121558475897192, 0.0]",[0.5],"[3.9990796277154668, 5.407853190698169e-09, -0.08580286237142352]","[48.26682641473858, 48.26335947850803, 48.259892454284234, 48.263359952363224]"
189,0.9500000000000007,"[1.24163660849431, 9.725386627754033e-07, 0.6131410962734283]","[1.0, 0.0, 1.0]","[0.17701557800425022, -1.0870157402457112e-06, 0.4357691926367942]","[0.0, 0.0, 0.0]","[0.9999437662066685, -6.28036079242239e-08, -0.010604924536261476, 3.553317111573909e-13]","[[0.9997724999348063, 1.3417333071701071e-09, -0.021329518843801475], [1.342571776624238e-09, 0.9999999999999922, 1.258349833525484e-07], [0.021329518843801475, -1.258349922956407e-07, 0.9997724999347983]]","[5.159172296760291e-08, 0.02410813716116011, 1.0183539802958877e-09]",[9.320087638589873],"[0.9999493698035052, -6.163159715899508e-08, -0.010062694945626957, 0.0]",[0.5],"[3.9990899997392253, 5.3669332286804285e-09, -0.0853180753752059]","[48.27391681761522, 48.27030033251709, 48.26668374123141, 48.270300808140675]"
190,0.9550000000000007,"[1.2425216863843314, 9.671035840741748e-07, 0.6153199422366122]","[1.0, 0.0, 1.0]","[0.17602696231472487, -1.0811610424385924e-06, 0.4333224901043072]","[0.0, 0.0, 0.0]","[0.9999444035529507, -6.267466277630105e-08, -0.010544657563436772, 4.836943330359937e-13]","[[0.9997750711511606, 1.3313444218236807e-09, -0.021208656362253615], [1.3327656687417101e-09, 0.9999999999999922, 1.2560014494169884e-07], [0.021208656362253615, -1.256001600147628e-07, 0.9997750711511527]]","[5.617213473658696e-08, 0.024035352564392796, 9.589984561237544e-10]",[9.322756450379067],"[0.9999499580136287, -6.139961091767898e-08, -0.010004072597613474, 0.0]",[0.5],"[3.9991002846046424, 5.325377687294723e-09, -0.08483462544901446]","[48.28097998341752, 48.277210950013966, 48.27344178936789, 48.2772114244005]"
191,0.9600000000000007,"[1.243401821195905, 9.616977788619818e-07, 0.6174865546871338]","[1.0, 0.0, 1.0]","[0.1750436840256846, -1.0753166961623168e-06, 0.43088919053997315]","[0.0, 0.0, 0.0]","[0.9999450353591485, -6.253426544383405e-08, -0.010484572503798435, 5.958279518068117e-13]","[[0.9997776203937401, 1.3207983788772449e-09, -0.021088142635881785], [1.3227330486426433e-09, 0.9999999999999925, 1.2534234637467914e-07], [0.021088142635881785, -1.2534236677624356e-07, 0.9997776203937322]]","[6.071509342280254e-08, 0.023959578224225953, 9.005680635958015e-10]",[9.325413868997666],"[0.9999505403074177, -6.115708087790548e-08, -0.009945699517866263, 0.0]",[0.5],"[3.9991104815749603, 5.283193515508979e-09, -0.08435257054352714]","[48.28801436843776, 48.284091084314944, 48.28016764930278, 48.28409155475547]"
192,0.9650000000000007,"[1.2442770396160334, 9.563211953811703e-07, 0.6196410006398336]","[1.0, 0.0, 1.0]","[0.17406573058836736, -1.0694837836893343e-06, 0.42846923556231364]","[0.0, 0.0, 0.0]","[0.9999456615801418, -6.238250958219206e-08, -0.010424676831860635, 6.928172972285391e-13]","[[0.9997801474788252, 1.3100984896306353e-09, -0.020967992446072562], [1.312481670439985e-09, 0.9999999999999921, 1.2506164404678331e-07], [0.020967992446072562, -1.2506166903478873e-07, 0.9997801474788173]]","[6.519714361263826e-08, 0.023880803221521075, 8.432912304918319e-10]",[9.328059801933296],"[0.9999511166527606, -6.090462167827798e-08, -0.009887583369730854, 0.0]",[0.5],"[3.9991205899153006, 5.240393958522541e-09, -0.08387196978429025]","[48.29501856648617, 48.29094050888507, 48.28686227443439, 48.29094097295246]"
193,0.9700000000000008,"[1.2451473682689753, 9.509737764627237e-07, 0.6217833468176452]","[1.0, 0.0, 1.0]","[0.17309308873028803, -1.0636633794710428e-06, 0.4260625663546003]","[0.0, 0.0, 0.0]","[0.9999462821722128, -6.221954748800834e-08, -0.010364978049447512, 7.75717606106247e-13]","[[0.9997826522259026, 1.2992494454083405e-09, -0.020848220742788116], [1.302020564010866e-09, 0.9999999999999922, 1.2475822518559628e-07], [0.020848220742788116, -1.24758254075182e-07, 0.9997826522258948]]","[6.959740026093417e-08, 0.023799037266221176, 7.873657791854385e-10]",[9.330694164064756],"[0.9999516870233747, -6.06428491180656e-08, -0.009829731385108096, 0.0]",[0.5],"[3.9991306089036103, 5.196997781633362e-09, -0.08339288297115247]","[48.30199130265756, 48.297759016393165, 48.293526525291234, 48.29775947192741]"
194,0.9750000000000008,"[1.2460128337126268, 9.456554595653684e-07, 0.6239136596494183]","[1.0, 0.0, 1.0]","[0.1721257444510935, -1.0578565446421302e-06, 0.4236691237003431]","[0.0, 0.0, 0.0]","[0.9999468970935723, -6.204558367281525e-08, -0.010305483634122904, 8.455518052465691e-13]","[[0.999785134460069, 1.288257136047044e-09, -0.02072884253068327], [1.29135983979201e-09, 0.9999999999999922, 1.2443239429755085e-07], [0.02072884253068327, -1.2443242645873467e-07, 0.9997851344600612]]","[7.389740812857557e-08, 0.023714308646838052, 7.329610394001975e-10]",[9.333316877318817],"[0.9999522513987166, -6.037237688238931e-08, -0.009772150358762447, 0.0]",[0.5],"[3.999140537840276, 5.153028544188176e-09, -0.08291537012273308]","[48.30893142707699, 48.30454641780893, 48.30016117397742, 48.30454686290242]"
195,0.9800000000000008,"[1.2468734624348823, 9.403661768421578e-07, 0.6260320052679199]","[1.0, 0.0, 1.0]","[0.1711636830232929, -1.0520643221174477e-06, 0.4212888480172378]","[0.0, 0.0, 0.0]","[0.9999475063048122, -6.186086878812147e-08, -0.010246200992745902, 9.033081179628119e-13]","[[0.999787594014134, 1.277128480411625e-09, -0.02060987276597958], [1.2805105080275779e-09, 0.9999999999999926, 1.2408456031634185e-07], [0.02060987276597958, -1.24084595171623e-07, 0.9997875940141262]]","[7.8081003084551e-08, 0.02362666228224432, 6.802199254955667e-10]",[9.335927870342285],"[0.9999528097638666, -6.009381359087715e-08, -0.009714846645453006, 0.0]",[0.5],"[3.999150376056536, 5.1085139216465e-09, -0.08243949106391832]","[48.31583790865994, 48.31130254154027, 48.30676690868437, 48.311302974523315]"
196,0.9850000000000008,"[1.2477292808499987, 9.351058552315706e-07, 0.6281384495080061]","[1.0, 0.0, 1.0]","[0.17020688899739034, -1.0462877322497034e-06, 0.41892167938963276]","[0.0, 0.0, 0.0]","[0.999948109769294, -6.166569389726983e-08, -0.010187137419896512, 9.499381518419184e-13]","[[0.9997900307304325, 1.2658712689779846e-09, -0.02049132626358831], [1.269484311777912e-09, 0.9999999999999923, 1.2371522445410944e-07], [0.02049132626358831, -1.237152614760156e-07, 0.9997900307304248]]","[8.21341752269996e-08, 0.023536157875829737, 6.292609355362402e-10]",[9.3385270781885],"[0.9999533621093869, -5.980776015381596e-08, -0.00965782615963166, 0.0]",[0.5],"[3.99916012292173, 5.0634850759119384e-09, -0.08196530505435325]","[48.32270982891299, 48.31802723260893, 48.31334433823825, 48.31802765203542]"
197,0.9900000000000008,"[1.2485803152949857, 9.29874416570322e-07, 0.6302330579049543]","[1.0, 0.0, 1.0]","[0.16925534621096916, -1.0405277690166267e-06, 0.41656755759957104]","[0.0, 0.0, 0.0]","[0.9999487074534735, -6.146038508952555e-08, -0.010128300060915535, 9.863554147836744e-13]","[[0.9997924444623763, 1.2544940179308592e-09, -0.020373217613971126], [1.2582935733681876e-09, 0.9999999999999925, 1.2332496874607278e-07], [0.020373217613971126, -1.2332500745467474e-07, 0.9997924444623687]]","[8.604493309565218e-08, 0.02344286817155037, 5.80180075782937e-10]",[9.34111444201775],"[0.9999539084311594, -5.951480741971894e-08, -0.00960109437746435, 0.0]",[0.5],"[3.999169777849505, 5.017976071723437e-09, -0.0814928704558845]","[48.32954637580128, 48.32472035186293, 48.31989399665456, 48.32472075649619]"
198,0.9950000000000008,"[1.2494265920260406, 9.24671777725239e-07, 0.6323158956929522]","[1.0, 0.0, 1.0]","[0.16830903780130124, -1.0347853967066e-06, 0.4142264221564633]","[0.0, 0.0, 0.0]","[0.9999492993271681, -6.12452984336653e-08, -0.010069695879303977, 1.013434194435967e-12]","[[0.9997948350757523, 1.2430058344480623e-09, -0.02025556110922685], [1.246951053736473e-09, 0.9999999999999926, 1.229144452795204e-07], [0.02025556110922685, -1.2291448523993484e-07, 0.9997948350757447]]","[8.980317170414996e-08, 0.023346877310966626, 5.330526942337202e-10]",[9.343689908810862],"[0.9999544487302059, -5.9215534098385374e-08, -0.009544656340942183, 0.0]",[0.5],"[3.999179340303009, 4.972023337792249e-09, -0.0810222444369074]","[48.336346837702905, 48.3313817752239, 48.32641634767546, 48.331382164022905]"
199,1.0000000000000007,"[1.250268137215047, 9.19497850741706e-07, 0.6343870278037346]","[1.0, 0.0, 1.0]","[0.16736794622107648, -1.029061547071932e-06, 0.4118982123254435]","[0.0, 0.0, 0.0]","[0.9999498853637746, -6.10208152615149e-08, -0.010011331628229583, 1.0320087620702143e-12]","[[0.9997972024497968, 1.2314162929031631e-09, -0.020138370677895374], [1.235469824153725e-09, 0.9999999999999927, 1.2248436610170563e-07], [0.020138370677895374, -1.2248440692160217e-07, 0.9997972024497893]]","[9.340054384654426e-08, 0.02324827928989714, 4.879352595956334e-10]",[9.346253431095512],"[0.9999549830124934, -5.891050494367413e-08, -0.009488516663861989, 0.0]",[0.5],"[3.999188809799187, 4.9256651716126525e-09, -0.0805534827115815]","[48.34311059747341, 48.33801139296792, 48.33291178926479, 48.33801176507385]"
200,1.0050000000000006,"[1.2511049769461524, 9.143525430063463e-07, 0.6364465188653617]","[1.0, 0.0, 1.0]","[0.16643205325687133, -1.0233571169197678e-06, 0.4095828671544585]","[0.0, 0.0, 0.0]","[0.9999504655404349, -6.078733777324926e-08, -0.009953213825891432, 1.0428729350723776e-12]","[[0.9997995464780594, 1.219735321529264e-09, -0.020021659827973805], [1.2238631497025702e-09, 0.9999999999999927, 1.2203549378754787e-07], [0.020021659827973805, -1.220355351146757e-07, 0.9997995464780519]]","[9.683033363205827e-08, 0.02314717651293479, 4.4486702566000536e-10]",[9.348804966684582],"[0.9999555112887284, -5.860026918027214e-08, -0.009432679539467715, 0.0]",[0.5],"[3.9991981859122374, 4.878941286117056e-09, -0.08008663931189522]","[48.34983712663806, 48.34460910903847, 48.3393806580391, 48.34460946376156]"
201,1.0100000000000005,"[1.2519371372124368, 9.092357574217475e-07, 0.6384944332011341]","[1.0, 0.0, 1.0]","[0.16550134004999736, -1.0176729661113247e-06, 0.40728032550014054]","[0.0, 0.0, 0.0]","[0.9999510398381607, -6.054528495888125e-08, -0.009895348734498021, 1.0467798525592132e-12]","[[0.9998018670690723, 1.207973098973824e-09, -0.01990544159764726], [1.2121443840815244e-09, 0.9999999999999927, 1.215686326507739e-07], [0.01990544159764726, -1.2156867417052314e-07, 0.9998018670690648]]","[1.0008733474922114e-07, 0.023043678443817113, 4.0387165838847073e-10]",[9.351344478426094],"[0.9999560335741393, -5.8285359159137944e-08, -0.009377148749553825, 0.0]",[0.5],"[3.999207468276289, 4.831892395895296e-09, -0.07962176639058904]","[48.35652597972368, 48.35117484038975, 48.345823233620855, 48.35117517719657]"
202,1.0150000000000003,"[1.2527646439126867, 9.041473925911908e-07, 0.6405308348286348]","[1.0, 0.0, 1.0]","[0.1645757871193933, -1.0120099159405908e-06, 0.4049905260525087]","[0.0, 0.0, 0.0]","[0.9999516082419173, -6.029508882411562e-08, -0.0098377423426192, 1.0444420711634625e-12]","[[0.9998041641468454, 1.1961399605912794e-09, -0.019789728513245054], [1.2003268749994724e-09, 0.9999999999999927, 1.2108462058735877e-07], [0.019789728513245054, -1.2108466202036555e-07, 0.999804164146838]]","[1.0316773250440523e-07, 0.022937900349274357, 3.64958729303271e-10]",[9.353871933964182],"[0.9999565498882548, -5.7966289226635425e-08, -0.009321927674845505, 0.0]",[0.5],"[3.9992166565873815, 4.784559842365118e-09, -0.07915891405298021]","[48.36317678874748, 48.35770851635934, 48.35223974289315, 48.35770883486055]"
203,1.0200000000000002,"[1.2535875228482838, 8.990873430114878e-07, 0.6425557874588974]","[1.0, 0.0, 1.0]","[0.16365537438624544, -1.0063687478646674e-06, 0.4027134073585458]","[0.0, 0.0, 0.0]","[0.9999521707406694, -6.003719091112885e-08, -0.00978040035067829, 1.0365318188619883e-12]","[[0.9998064376512007, 1.1842463136964251e-09, -0.019674532553943355], [1.1884238798115267e-09, 0.999999999999993, 1.2058432152762338e-07], [0.019674532553943355, -1.2058436262743132e-07, 0.9998064376511935]]","[1.0606899077163465e-07, 0.022829962133778806, 3.2812517340726124e-10]",[9.356387305510633],"[0.9999570602546741, -5.764355479257559e-08, -0.009267019306480382, 0.0]",[0.5],"[3.999225750604803, 4.7369852547857005e-09, -0.07869813021577342]","[48.369789257871915, 48.364210078068695, 48.35863036414479, 48.36421037800725]"
204,1.0250000000000001,"[1.254405799720215, 8.940554992721645e-07, 0.6445693544956901]","[1.0, 0.0, 1.0]","[0.1627400812000432, -1.0007502025587527e-06, 0.4004489078446939]","[0.0, 0.0, 0.0]","[0.9999527273273983, -5.977203910199674e-08, -0.009723328159357203, 1.0236815143014352e-12]","[[0.999808687537961, 1.1723025615972626e-09, -0.01955986512274712], [1.1764484905665138e-09, 0.9999999999999929, 1.2006861847811826e-07], [0.01955986512274712, -1.200686590289029e-07, 0.9998086875379538]]","[1.0878974171635267e-07, 0.022719987262350038, 2.933566334170792e-10]",[9.358890569626505],"[0.9999575647008375, -5.731763158290375e-08, -0.009212426258429305, 0.0]",[0.5],"[3.999234750151844, 4.6892102463890504e-09, -0.07823946049098848]","[48.376363158237744, 48.37067947785041, 48.36499523109058, 48.370679759090095]"
205,1.03,"[1.2552195001262152, 8.890517482593707e-07, 0.6465715990349136]","[1.0, 0.0, 1.0]","[0.1618298863657968, -9.951549792698502e-07, 0.39819696583830955]","[0.0, 0.0, 0.0]","[0.9999532779990852, -5.95000846978319e-08, -0.009666530860694368, 1.0064844069347235e-12]","[[0.9998109137790111, 1.1603190356410086e-09, -0.019445737023297053], [1.1644135681295702e-09, 0.999999999999993, 1.1953840712874047e-07], [0.019445737023297053, -1.1953844694310567e-07, 0.9998109137790039]]","[1.1132968161280364e-07, 0.022608101768535404, 2.606287339652227e-10]",[9.361381707013415],"[0.9999580632577922, -5.698897506317248e-08, -0.00915815078070089, 0.0]",[0.5],"[3.9992436551160444, 4.641276142564035e-09, -0.07778294809318821]","[48.382898322976054, 48.37711667870091, 48.37133443676423, 48.377116941215505]"
206,1.035,"[1.2560286495580442, 8.840759733630214e-07, 0.6485625838641051]","[1.0, 0.0, 1.0]","[0.16092476817216417, -9.895837354438802e-07, 0.3959575195881217]","[0.0, 0.0, 0.0]","[0.9999538227566729, -5.922177975839646e-08, -0.009610013231662625, 9.854953798747734e-13]","[[0.9998131163622385, 1.1483059351271028e-09, -0.019332158442061303], [1.1523316846549803e-09, 0.999999999999993, 1.1899459001121527e-07], [0.019332158442061303, -1.189946289280656e-07, 0.9998131163622315]]","[1.1368947066319156e-07, 0.022494433344299184, 2.2990829304699223e-10]",[9.363860702314033],"[0.99995855595996, -5.6658020019483296e-08, -0.00910419477319137, 0.0]",[0.5],"[3.999252465448954, 4.593223740508411e-09, -0.07732863376824521]","[48.389394642417614, 48.38352165375747, 48.377648037262745, 48.383521897620355]"
207,1.0399999999999998,"[1.256833273398905, 8.79128054685802e-07, 0.6505423714620457]","[1.0, 0.0, 1.0]","[0.16002470442025468, -9.840370866022407e-07, 0.393730507283729]","[0.0, 0.0, 0.0]","[0.9999543616050018, -5.893757469218415e-08, -0.009553779730022282, 9.612319198142675e-13]","[[0.9998152952913745, 1.1362732744167703e-09, -0.019219138935486504], [1.1402150739064297e-09, 0.999999999999993, 1.1843807117847733e-07], [0.019219138935486504, -1.184381090609719e-07, 0.9998152952913675]]","[1.1587063763716064e-07, 0.022379110508720695, 2.0115441978059612e-10]",[9.366327543921418],"[0.999959042844907, -5.6325180283865636e-08, -0.009050559800044366, 0.0]",[0.5],"[3.999261181165498, 4.545093097667081e-09, -0.07687655574194602]","[48.39585205948969, 48.38989438579871, 48.38393605535031, 48.389894611172934]"
208,1.0449999999999997,"[1.2576333969210063, 8.742078692527908e-07, 0.6525110239984644]","[1.0, 0.0, 1.0]","[0.15912967245289444, -9.785156064447477e-07, 0.3915158670741761]","[0.0, 0.0, 0.0]","[0.9999548945527266, -5.864791608491892e-08, -0.009497834492252354, 9.341751469172705e-13]","[[0.9998174505857405, 1.124230836760262e-09, -0.019106687421698475], [1.1280755889631908e-09, 0.9999999999999931, 1.1786975138494417e-07], [0.019106687421698475, -1.178697881185363e-07, 0.9998174505857336]]","[1.1787548896779986e-07, 0.022262261852065583, 1.7431957033049916e-10]",[9.368782223796778],"[0.9999595239531144, -5.5990848591756486e-08, -0.008997247104401604, 0.0]",[0.5],"[3.999269802342962, 4.496923347041048e-09, -0.0764267496867939]","[48.4022705653166, 48.3962348667672, 48.390198483903355, 48.39623507389606]"
209,1.0499999999999996,"[1.2584290452832707, 8.693152912205671e-07, 0.6544686033338353]","[1.0, 0.0, 1.0]","[0.1582396491841576, -9.730198271569667e-07, 0.38931353708564476]","[0.0, 0.0, 0.0]","[0.9999554216122158, -5.835324475532814e-08, -0.009442181333371562, 9.047709643093781e-13]","[[0.9998195822799157, 1.1121881345590703e-09, -0.018994812176358903], [1.115924666601188e-09, 0.9999999999999932, 1.1729052374358265e-07], [0.018994812176358903, -1.1729055923414638e-07, 0.9998195822799089]]","[1.1970702303176726e-07, 0.022144015351906708, 1.4935052288574302e-10]",[9.371224737295288],"[0.9999599993277545, -5.565539655968588e-08, -0.008944257623430754, 0.0]",[0.5],"[3.999278329119663, 4.448752538236281e-09, -0.07597924870543561]","[48.40865019501665, 48.40254309731341, 48.39643528920179, 48.40254328651154]"
210,1.0549999999999995,"[1.2592202435291915, 8.644501920847823e-07, 0.6564151710192635]","[1.0, 0.0, 1.0]","[0.15735461112898444, -9.675502399009433e-07, 0.3871234554382944]","[0.0, 0.0, 0.0]","[0.9999559427994374, -5.805399402522889e-08, -0.009386823748468996, 8.734313022926977e-13]","[[0.9998216904233356, 1.1001543754786858e-09, -0.01888352083230111], [1.1037732980029997e-09, 0.9999999999999932, 1.1670126983748693e-07], [0.01888352083230111, -1.1670130400953297e-07, 0.9998216904233287]]","[1.2136884874951424e-07, 0.022024497757847646, 1.2618925714132278e-10]",[9.373655082999646],"[0.9999604690144704, -5.53191747718169e-08, -0.008891592003528065, 0.0]",[0.5],"[3.9992867616933423, 4.400617501914743e-09, -0.07553408332920444]","[48.414991023701, 48.40881908636009, 48.402646414059404, 48.408819258005025]"
211,1.0599999999999994,"[1.2600070165848365, 8.596124408852776e-07, 0.658350788296455]","[1.0, 0.0, 1.0]","[0.15647453443272435, -9.621072954695093e-07, 0.38494556026228804]","[0.0, 0.0, 0.0]","[0.9999564581338297, -5.775058819312499e-08, -0.009331764915772919, 8.405353713171542e-13]","[[0.9998237750798303, 1.0881384339762824e-09, -0.018772820382584928], [1.0916320052617007e-09, 0.9999999999999932, 1.1610285626004995e-07], [0.018772820382584928, -1.1610288905503271e-07, 0.9998237750798236]]","[1.2286510896035683e-07, 0.021903834041350073, 1.0477380467573316e-10]",[9.376073262560986],"[0.999960933061163, -5.498251296449142e-08, -0.008839250615603181, 0.0]",[0.5],"[3.9992951003193213, 4.3525537359051296e-09, -0.07509128153033971]","[48.42129316267589, 48.41506285068601, 48.40883178079003, 48.41506300521026]"
212,1.0649999999999993,"[1.2607893892570001, 8.5480190440793e-07, 0.6602755160977665]","[1.0, 0.0, 1.0]","[0.15559939490045688, -9.566914050853156e-07, 0.3827797897130341]","[0.0, 0.0, 0.0]","[0.9999569676381631, -5.744344119937777e-08, -0.009277007701094995, 8.064310106707314e-13]","[[0.9998258363271136, 1.07614882798603e-09, -0.018662717186627646], [1.079510823077384e-09, 0.9999999999999934, 1.1549613156212827e-07], [0.018662717186627646, -1.1549616293684223e-07, 0.999825836327107]]","[1.2420040889071747e-07, 0.021782146907323503, 8.503900746954973e-11]",[9.378479280546863],"[0.9999613915177811, -5.4645720298527235e-08, -0.008787233570358138, 0.0]",[0.5],"[3.9993033453084545, 4.30459531194412e-09, -0.07465086874651058]","[48.42755675583891, 48.421274414528426, 48.41499129401691, 48.42127455241203]"
213,1.0699999999999992,"[1.2615673862315024, 8.500184473825034e-07, 0.6621894150463317]","[1.0, 0.0, 1.0]","[0.15472916802595987, -9.51302941326823e-07, 0.38062608198567766]","[0.0, 0.0, 0.0]","[0.9999574713383942, -5.713295547021597e-08, -0.009222554663495534, 7.71436066355671e-13]","[[0.9998278742562278, 1.064193700151971e-09, -0.01855321697908568], [1.06741928538413e-09, 0.9999999999999934, 1.1488192358232848e-07], [0.01855321697908568, -1.1488195350739526e-07, 0.9998278742562211]]","[1.253797483058202e-07, 0.0216595563639399, 6.691722094483343e-11]",[9.380873144295972],"[0.9999618444361218, -5.4309085709503e-08, -0.008735540733486244, 0.0]",[0.5],"[3.999311497024911, 4.256774800607884e-09, -0.07421286791634273]","[48.433781976278574, 48.4274538092033, 48.42112484331453, 48.42745393096681]"
214,1.074999999999999,"[1.2623410320716322, 8.452619326758692e-07, 0.6640925454562601]","[1.0, 0.0, 1.0]","[0.15386382902020768, -9.45942239164638e-07, 0.3784843753288708]","[0.0, 0.0, 0.0]","[0.9999579692635111, -5.681952093137505e-08, -0.009168408062024187, 7.358397858896811e-13]","[[0.9998298889709578, 1.0522808033058218e-09, -0.018444324881178222], [1.0553664163386707e-09, 0.9999999999999936, 1.1426103713494992e-07], [0.018444324881178222, -1.1426106559339509e-07, 0.9998298889709513]]","[1.2640845839075842e-07, 0.021536179347332863, 5.033893787849597e-11]",[9.383254863779332],"[0.9999622918696358, -5.3972878326816794e-08, -0.00868417174071996, 0.0]",[0.5],"[3.9993195558838313, 4.209123213223287e-09, -0.07377729952471289]","[48.439969023065885, 48.43360107274254, 48.42723230569255, 48.43360117894052]"
